match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoalsOnTarget,stat_dispossessed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_wonTackle,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalOffside
11388441,home,Fortuna Sittard,Michael Verrips,,,michael-verrips,M. Verrips,G,34,195,102,M,583506,EUR,849571200,G,99,99,False,23.0,14.0,14.0,5.0,9.0,9.0,5.0,14.0,1.0,90.0,26.0,6.3,9.0,0.00202234,0,-0.6691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388441,home,Fortuna Sittard,Ivo Pinto,,,ivo-pinto,I. Pinto,D,12,184,113,M,78730,EUR,631670400,D,12,12,False,34.0,27.0,5.0,2.0,8.0,9.0,20.0,32.0,3.0,90.0,64.0,7.5,18.0,0.578689,2,,True,7.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0344,4.0,,,,,,,,,,,,,,,,,,,
11388441,home,Fortuna Sittard,Rodrigo Guth,Rodrigo,Guth,rodrigo-guth,R. Guth,D,14,191,291,M,905458,EUR,973814400,D,14,14,False,45.0,34.0,8.0,3.0,20.0,24.0,14.0,22.0,9.0,90.0,59.0,7.1,12.0,0.0901855,1,,,1.0,,1.0,3.0,5.0,1.0,1.0,,,4.0,2.0,,0.0362,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1151,,,,,,,,,,,,
11388441,home,Fortuna Sittard,Dimitrios Siovas,Dimitrios,Siovas,dimitrios-siovas,D. Siovas,D,,191,184,M,41165,EUR,590284800,D,33,33,False,44.0,36.0,5.0,1.0,18.0,20.0,18.0,24.0,3.0,90.0,55.0,6.8,8.0,0.284516,2,,,,,,3.0,5.0,,,,2.0,7.0,1.0,,0.0814,,4.0,1.0,,1.0,,2.0,,,,,,,,,,,,,
11388441,home,Fortuna Sittard,Mitchell Dijks,,,mitchell-dijks,M. Dijks,D,24,192,201,M,235400,EUR,729216000,D,35,35,False,39.0,32.0,5.0,,12.0,14.0,21.0,29.0,5.0,90.0,57.0,6.7,14.0,0.0393527,1,,,4.0,1.0,,3.0,2.0,1.0,,,1.0,,1.0,,0.0266,3.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,
11388441,home,Fortuna Sittard,Deroy Duarte,,,deroy-duarte,D. Duarte,M,23,177,217,M,921089,EUR,931046400,M,6,6,False,40.0,38.0,1.0,1.0,14.0,16.0,24.0,24.0,9.0,90.0,51.0,7.1,5.0,0.0359474,3,,,,,,3.0,5.0,,,,1.0,,,1.0,0.1021,1.0,3.0,,,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,,,,,,,,
11388441,home,Fortuna Sittard,Oğuzhan Özyakup,,,oguzhan-ozyakup,O. Özyakup,M,,180,252,M,137642,EUR,717206400,M,15,15,False,39.0,34.0,3.0,2.0,7.0,7.0,29.0,39.0,4.0,81.0,56.0,7.6,12.0,0.644842,2,,,7.0,2.0,,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0389,4.0,1.0,1.0,1.0,2.0,,1.0,0.0189,,,,,1.0,,,,,,,
11388441,home,Fortuna Sittard,Ragnar Oratmangoen,,,ragnar-oratmangoen,R. Oratmangoen,M,11,181,5722,M,899651,EUR,885340800,M,34,34,False,20.0,20.0,,,3.0,3.0,17.0,18.0,1.0,71.0,36.0,6.9,3.0,0.0803671,5,,,1.0,,1.0,5.0,4.0,1.0,,,1.0,1.0,,,0.3789,1.0,,,,4.0,,2.0,,1.0,4.0,,,2.0,0ratmangoen,,,,,,
11388441,home,Fortuna Sittard,Alen Halilović,,,alen-halilovic,A. Halilović,M,10,169,1721,M,277331,EUR,835056000,M,10,10,False,28.0,23.0,1.0,1.0,8.0,8.0,17.0,26.0,3.0,71.0,45.0,7.3,11.0,0.163703,2,,,6.0,2.0,2.0,5.0,2.0,1.0,,,1.0,,2.0,1.0,0.3339,1.0,1.0,2.0,1.0,1.0,,,0.2195,,,,,1.0,,,,,,,
11388441,home,Fortuna Sittard,Íñigo Cordoba,,,inigo-cordoba,I. Cordoba,M,21,178,215,M,605650,EUR,858211200,M,7,7,False,32.0,27.0,1.0,1.0,8.0,10.0,19.0,26.0,6.0,88.0,58.0,7.3,14.0,0.132538,4,,,4.0,,3.0,6.0,5.0,1.0,1.0,,1.0,,3.0,5.0,0.7124,2.0,,2.0,3.0,3.0,1.0,1.0,0.4713,,,,,2.0,,2.0,,,,,
