match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalClearance,stat_interceptionWon,stat_wasFouled,captain,stat_goalAssist,stat_totalCross,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,player_sofascoreId,stat_accurateCross,stat_wonContest,stat_unsuccessfulTouch,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_totalOffside
10411430,home,Udinese,Marco Silvestri,marco-silvestri,M. Silvestri,G,16,191,324,M,43970,EUR,667872000,G,1,1,False,19.0,11.0,12.0,4.0,7.0,7.0,4.0,12.0,9.0,2.0,2.0,90.0,27.0,7.4,8.0,0.0,0.0,0.00027718,0,0.1733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411430,home,Udinese,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191,1878,M,880207,EUR,822009600,D,50,50,False,34.0,28.0,2.0,,22.0,26.0,6.0,8.0,3.0,,,90.0,42.0,7.1,8.0,0.0,0.0,0.00338016,0,,,,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411430,home,Udinese,Jaka Bijol,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,8.0,6.0,3.0,1.0,5.0,7.0,1.0,1.0,1.0,,,17.0,9.0,6.5,2.0,0.0,0.0,0.00055866,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411430,home,Udinese,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,913401,EUR,961804800,D,18,18,False,40.0,34.0,11.0,8.0,16.0,16.0,18.0,24.0,3.0,,,90.0,55.0,7.5,7.0,0.0,0.0,0.0114337,0,,,,1.0,,1.0,2.0,1.0,1.0,1.0,,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10411430,home,Udinese,Roberto Pereyra,roberto-pereyra,R. Pereyra,M,37,184,1199,M,122701,EUR,663206400,M,37,37,False,27.0,21.0,1.0,1.0,6.0,9.0,15.0,19.0,4.0,,,85.0,39.0,8.2,8.0,0.1033,0.5448,0.0925638,2,,,,,1.0,3.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,True,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
10411430,home,Udinese,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,10,183,4807,M,980624,EUR,1014508800,M,24,24,False,22.0,19.0,2.0,2.0,6.0,7.0,15.0,19.0,3.0,,,63.0,36.0,7.7,6.0,0.0266,0.0951,0.06118,1,,,,,,2.0,4.0,,1.0,,,1.0,1.0,3.0,,,4.0,1.0,1.0,1.0,1.0,2.0,lakisamar10,2.0,,,,,,,,,,
10411430,home,Udinese,Walace,walace,Walace,M,5,188,1455,M,553686,EUR,796953600,M,11,11,False,41.0,37.0,2.0,,15.0,18.0,22.0,23.0,9.0,,,90.0,54.0,7.0,6.0,0.0,0.0,0.0317497,0,,,,,,6.0,5.0,,3.0,2.0,4.0,3.0,1.0,,,,,2.0,2.0,,,1.0,,,2.0,2.0,,,,,,,,
10411430,home,Udinese,Tolgay Arslan,tolgay-arslan,T. Arslan,F,30,180,393,M,71203,EUR,650764800,M,5,5,False,38.0,32.0,,,17.0,19.0,15.0,20.0,1.0,,,63.0,47.0,6.6,9.0,0.0159,0.0,0.0128403,1,,,,,,3.0,2.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,
10411430,home,Udinese,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,983572,EUR,1038441600,M,13,13,False,30.0,26.0,2.0,1.0,11.0,15.0,15.0,15.0,5.0,,,90.0,43.0,7.7,6.0,0.5096,0.9739,0.0142386,1,,,,,,4.0,7.0,1.0,4.0,4.0,2.0,,,2.0,,,,1.0,2.0,1.0,1.0,1.0,udogiethree,,1.0,1.0,,,,,,,,
10411430,home,Udinese,Isaac Success,isaac-success,S. Isaac,F,29,182,366,M,359640,EUR,820972800,F,7,7,False,15.0,11.0,,,4.0,6.0,7.0,9.0,2.0,,,63.0,24.0,6.7,7.0,0.0528,0.0,0.00266057,1,,Isaac,Success,2.0,3.0,6.0,6.0,,,,2.0,1.0,,2.0,,,,1.0,1.0,,,,,,1.0,2.0,1.0,1.0,,,,,,
