match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_expectedGoals,captain,stat_aerialWon,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,stat_challengeLost,stat_unsuccessfulTouch,stat_fouls,stat_accurateCross,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_punches,stat_blockedScoringAttempt,stat_goalAssist,stat_goals
11408443,home,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,False,40.0,23.0,25.0,8.0,17.0,21.0,6.0,19.0,12.0,3.0,5.0,90.0,51.0,7.7,17.0,0.00083299,0,-0.3507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408443,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,D,72,72,False,27.0,23.0,4.0,2.0,17.0,18.0,6.0,12.0,6.0,,,90.0,50.0,6.8,10.0,0.139187,1,,3.0,1.0,4.0,6.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,0.2436,,,,,,,,,,,,,,,,,,,,
11408443,home,Casa Pia,Fernando Varela,fernando-varela,F. Varela,D,5,183,60,M,51705,EUR,564883200,D,15,15,False,27.0,22.0,2.0,,19.0,22.0,3.0,5.0,,,,86.0,42.0,7.0,6.0,0.001679,0,,,1.0,2.0,6.0,1.0,2.0,2.0,,,5.0,1.0,2.0,1.0,,True,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11408443,home,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,False,20.0,18.0,3.0,1.0,17.0,18.0,1.0,2.0,2.0,,,90.0,39.0,7.3,2.0,0.00036209,0,,,,,2.0,,,,,,13.0,1.0,1.0,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,
11408443,home,Casa Pia,Duplexe Tchamba,duplexe-tchamba,D. Tchamba,D,2,191,133,M,891792,EUR,900028800,D,2,2,False,39.0,26.0,9.0,3.0,18.0,25.0,8.0,14.0,8.0,,,90.0,59.0,7.1,16.0,0.152772,0,,,1.0,4.0,7.0,,1.0,,,,6.0,1.0,4.0,2.0,,,3.0,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,
11408443,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,D,5,5,False,23.0,13.0,4.0,,5.0,9.0,9.0,16.0,6.0,,,90.0,43.0,7.1,12.0,0.0385552,0,,2.0,1.0,2.0,6.0,,2.0,2.0,,,2.0,1.0,4.0,2.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,
11408443,home,Casa Pia,Nuno Moreira,nuno-moreira,N. Moreira,M,17,173,4313,M,851285,EUR,929491200,M,7,7,False,18.0,15.0,,,7.0,7.0,8.0,16.0,5.0,,,62.0,35.0,7.2,10.0,0.00937697,1,,5.0,,1.0,3.0,,3.0,2.0,,,1.0,,,,0.017,,,2.0,1.0,,,,1.0,,,,1.0,0.0412,,,,,,,
11408443,home,Casa Pia,Telasco Segovia,telasco-segovia,T. Segovia,M,8,175,5926,M,1106549,EUR,1049241600,M,21,21,False,23.0,18.0,2.0,1.0,11.0,14.0,7.0,9.0,4.0,,,75.0,31.0,6.6,9.0,0.00556999,0,,,,4.0,3.0,2.0,1.0,,,,,,3.0,2.0,,,,1.0,,Telasco Segovia,,,1.0,1.0,,1.0,,,,,,,,,
11408443,home,Casa Pia,Neto,neto,Neto,M,8,181,91,M,843358,EUR,683769600,M,8,8,False,42.0,34.0,4.0,2.0,22.0,27.0,12.0,15.0,11.0,,,90.0,61.0,6.8,10.0,0.0130554,0,,,,5.0,8.0,1.0,,,,,3.0,,4.0,2.0,,,2.0,1.0,2.0,,,2.0,1.0,2.0,,1.0,,,,,,,,,
11408443,home,Casa Pia,Pablo,pablo,Pablo,M,7,182,239,M,931595,EUR,942537600,M,80,80,False,21.0,14.0,1.0,1.0,9.0,11.0,5.0,10.0,5.0,,,62.0,32.0,6.2,14.0,0.0135407,1,,,1.0,7.0,1.0,1.0,4.0,,,,,,1.0,1.0,0.0467,,,,,,,1.0,,,,,1.0,0.1683,,,,,,,
