match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_totalCross,captain,stat_accurateCross,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_punches,stat_hitWoodwork,stat_totalOffside
12448351,home,PEC Zwolle,Jasper Schendelaar,Jasper,Schendelaar,jasper-schendelaar,J. Schendelaar,G,1,182,179,M,856636,EUR,967852800,G,1,1,False,34.0,20.0,21.0,8.0,0.0,16.0,21.0,4.0,13.0,11.0,1.0,3.0,4.0,90.0,42.0,6.8,14.0,0.00153052,0,-0.7447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448351,home,PEC Zwolle,Sherel Floranus,Sherel,Floranus,sherel-floranus,S. Floranus,D,2,181,189,M,803021,EUR,903830400,D,2,2,False,48.0,39.0,3.0,1.0,0.0,22.0,25.0,17.0,23.0,2.0,,,,90.0,75.0,6.8,12.0,0.0364115,0,,3.0,6.0,3.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12448351,home,PEC Zwolle,Simon Graves,,,simon-graves-jensen,S. G. Jensen,D,28,191,126,M,927155,EUR,922060800,D,28,28,False,72.0,61.0,4.0,1.0,0.0,34.0,40.0,27.0,32.0,3.0,,,,90.0,84.0,7.0,11.0,0.00871878,0,,4.0,4.0,4.0,,,,3.0,3.0,2.0,,,,4.0,,,,,,,,,,,,,,,,,,,
12448351,home,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187,281,M,1005693,EUR,1045612800,D,4,4,False,74.0,59.0,10.0,6.0,0.0,36.0,44.0,23.0,30.0,8.0,,,,90.0,85.0,7.3,16.0,0.219343,2,,2.0,3.0,5.0,,,,3.0,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.1014,1.0,,,,,,,,,,,,
12448351,home,PEC Zwolle,Damian van der Haar,Damian van der Haar,,damian-van-der-haar,D. v. d. Haar,D,33,183,49,M,1172732,EUR,1074211200,D,33,33,False,23.0,19.0,1.0,,0.0,11.0,13.0,8.0,11.0,1.0,,,,57.0,39.0,6.3,7.0,0.00264864,0,,,2.0,,1.0,,,1.0,1.0,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,
12448351,home,PEC Zwolle,Davy van den Berg,,,davy-van-den-berg,D. v. d. Berg,M,6,185,272,M,1001468,EUR,949622400,M,10,10,False,25.0,22.0,,,0.0,10.0,10.0,13.0,21.0,3.0,,,,57.0,45.0,6.5,13.0,0.0439102,1,,1.0,5.0,4.0,1.0,1.0,,2.0,,,1.0,2.0,1.0,1.0,,1.0,,1.0,3.0,0.0388,,6.0,True,1.0,1.0,,,,,,,,
12448351,home,PEC Zwolle,Anouar El Azzouzi,,,anouar-el-azzouzi,A. E. Azzouzi,M,8,181,517,M,1021104,EUR,991094400,M,6,6,False,69.0,65.0,6.0,5.0,0.0,32.0,32.0,33.0,37.0,6.0,,,,90.0,87.0,6.6,6.0,0.0442187,4,,,3.0,6.0,,1.0,,,,1.0,4.0,,2.0,2.0,,2.0,2.0,1.0,1.0,0.599,,,,,,2.0,,,,,,,
12448351,home,PEC Zwolle,Dylan Mbayo,Dylan,Mbayo,dylan-mbayo,D. Mbayo,M,15,175,265,M,923968,EUR,1002758400,M,11,11,False,12.0,8.0,,,0.0,2.0,3.0,6.0,10.0,2.0,,,,77.0,27.0,6.9,8.0,0.027916,2,,1.0,2.0,4.0,,1.0,,2.0,,,1.0,3.0,,,,,2.0,1.0,2.0,0.1127,,1.0,,,,,,,,,,,
12448351,home,PEC Zwolle,Jamiro Monteiro,Jamiro,Monteiro,monteiro-jamiro,J. Monteiro,M,35,175,308,M,815080,EUR,754444800,M,35,35,False,56.0,50.0,5.0,5.0,0.0,21.0,23.0,29.0,35.0,4.0,,,,90.0,76.0,6.7,13.0,0.0161362,1,,2.0,8.0,6.0,2.0,2.0,1.0,,,1.0,2.0,2.0,2.0,1.0,,,1.0,1.0,2.0,0.0167,,2.0,,,1.0,,,,,,,,
12448351,home,PEC Zwolle,Filip Krastev,,,filip-krastev,F. Krastev,M,10,178,1203,M,935556,EUR,1003104000,M,50,50,False,28.0,22.0,1.0,,0.0,5.0,6.0,19.0,26.0,6.0,,,,85.0,56.0,7.6,18.0,0.340659,1,,,7.0,9.0,3.0,6.0,4.0,,,,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,5.0,0.0378,5.0,4.0,,2.0,1.0,,,,,,,,
12448351,home,PEC Zwolle,Dylan Vente,,,dylan-vente,D. Vente,F,9,181,657,M,825843,EUR,926208000,F,9,9,False,11.0,5.0,,,0.0,3.0,5.0,2.0,7.0,,,,,90.0,23.0,7.3,7.0,0.114755,4,,1.0,2.0,3.0,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,1.0,1.0,,,0.6991,1.0,1.0,,,,1.0,2.0,1.0,0.5376,,,,
12448351,home,PEC Zwolle,Thierry Lutonda,,,thierry-lutonda,T. Lutonda,D,5,167,113,M,867246,EUR,972604800,D,5,5,True,14.0,12.0,2.0,2.0,0.0,3.0,4.0,9.0,10.0,1.0,,,,33.0,22.0,6.7,4.0,0.0507632,1,,,3.0,1.0,,1.0,,,1.0,,1.0,,2.0,,,,1.0,1.0,1.0,0.0794,,,,,,,,,,,,,
12448351,home,PEC Zwolle,Younes Namli,,,younes-namli,Y. Namli,M,9,180,239,M,235538,EUR,772070400,M,7,7,True,13.0,11.0,2.0,1.0,1.0,5.0,5.0,7.0,13.0,,,,,33.0,26.0,7.5,9.0,0.425567,0,,,1.0,3.0,1.0,2.0,2.0,1.0,,,1.0,,,,1.0,,,,2.0,,2.0,5.0,,1.0,,,,,,,,,
12448351,home,PEC Zwolle,Kaj de Rooij,Kaj,de Rooij,kaj-de-rooij,K. d. Rooij,F,22,184,124,M,927605,EUR,975110400,F,22,22,True,8.0,4.0,,,0.0,,1.0,4.0,7.0,2.0,,,,13.0,12.0,6.9,5.0,0.00248185,0,,,1.0,3.0,,,,,,,2.0,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,
12448351,home,PEC Zwolle,Thomas Buitink,Thomas,Buitink,thomas-buitink,T. Buitink,F,29,174,85,M,856736,EUR,960940800,F,29,29,True,,,,,0.0,,,,,,,,,12.0,1.0,6.5,1.0,,0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12448351,home,PEC Zwolle,Kenneth Vermeer,Kenneth,Vermeer,kenneth-vermeer,K. Vermeer,G,,182,115,M,9874,EUR,505699200,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448351,home,PEC Zwolle,Mike Hauptmeijer,,,mike-hauptmeijer,M. Hauptmeijer,G,1,190,66,M,376448,EUR,858643200,G,40,40,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448351,home,PEC Zwolle,Eliano Reijnders,,,eliano-reijnders,E. Reijnders,D,2,168,8068,M,960112,EUR,972259200,M,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eliano.r,,,
12448351,home,PEC Zwolle,Teun Gijselhart,Teun,Gijselhart,gijselhart-teun,T. Gijselhart,M,8,176,53,M,1405763,EUR,1112745600,M,38,38,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448351,home,PEC Zwolle,Nick Fichtinger,Nick,Fichtinger,fichtinger-nick,N. Fichtinger,M,34,178,50,M,1509752,EUR,1081209600,M,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448351,home,PEC Zwolle,Ryan Thomas,Ryan,Thomas,ryan-thomas,R. Thomas,M,30,174,138,M,333571,EUR,787881600,M,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
