match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,player_height,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_dispossessed,stat_wasFouled,stat_totalCross,stat_unsuccessfulTouch,captain,stat_keyPass,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_totalOffside,stat_shotOffTarget,stat_accurateCross,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed
11689323,home,Rijnsburgse Boys,Guus Zuidema,Guus Zuidema,,guus-zuidema,G. Zuidema,G,2,M,1411027,EUR,839635200.0,G,16,16,False,40.0,17.0,39.0,16.0,7.0,13.0,10.0,27.0,1.0,1.0,11.0,3.0,7.0,90.0,50.0,7.8,23.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11689323,home,Rijnsburgse Boys,Sjors Kramer,,,sjors-kramer,S. Kramer,D,2,M,1066440,EUR,956102400.0,D,32,32,False,14.0,8.0,2.0,,3.0,3.0,5.0,11.0,3.0,6.0,2.0,,,40.0,18.0,6.6,6.0,0,32,190.0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11689323,home,Rijnsburgse Boys,Dennis van der Plas,Dennis,van der Plas,dennis-van-der-plas,D. v. d. Plas,D,2,M,907906,EUR,752457600.0,D,3,3,False,24.0,18.0,3.0,1.0,15.0,20.0,3.0,4.0,1.0,5.0,9.0,,,90.0,38.0,6.9,6.0,0,26,,4.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
11689323,home,Rijnsburgse Boys,Robin Van der Meer,,,robin-van-der-meer,R. V. d. Meer,D,5,M,190881,EUR,793324800.0,D,15,15,False,14.0,7.0,8.0,3.0,7.0,8.0,,6.0,2.0,3.0,5.0,,,45.0,23.0,6.8,8.0,0,,198.0,1.0,,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11689323,home,Rijnsburgse Boys,Rob Zandbergen,Rob,Zandbergen,rob-zandbergen,R. Zandbergen,D,1,M,866499,EUR,682905600.0,D,5,5,False,34.0,24.0,8.0,2.0,18.0,22.0,6.0,13.0,2.0,8.0,10.0,,,90.0,57.0,7.5,12.0,0,5,,,,4.0,3.0,,,8.0,1.0,3.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11689323,home,Rijnsburgse Boys,Roderick Gielisse,,,roderick-gielisse,R. Gielisse,M,1,M,70804,EUR,634089600.0,M,2,2,False,24.0,13.0,7.0,3.0,5.0,7.0,8.0,17.0,1.0,1.0,3.0,,,80.0,31.0,6.4,14.0,0,2,175.0,3.0,2.0,,,,1.0,,,,,,,2.0,True,1.0,,,,,,,,,,,,,,,
11689323,home,Rijnsburgse Boys,Steff van Rooijen,Steff van Rooijen,,steff-van-rooijen,S. v. Rooijen,M,5,M,1424505,EUR,920851200.0,M,30,30,False,24.0,18.0,6.0,3.0,8.0,9.0,10.0,16.0,1.0,5.0,7.0,,,81.0,39.0,6.6,12.0,0,30,,6.0,1.0,3.0,3.0,,3.0,,,,,1.0,1.0,3.0,,,2.0,,,,,,,,,,,,,,
11689323,home,Rijnsburgse Boys,Nino Klaver,Nino Klaver,,nino-klaver,N. Klaver,M,3,M,1411060,EUR,1016755200.0,M,8,8,False,37.0,27.0,6.0,3.0,17.0,20.0,10.0,17.0,,5.0,8.0,,,90.0,52.0,7.0,11.0,0,8,186.0,1.0,1.0,4.0,3.0,,,3.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
11689323,home,Rijnsburgse Boys,Delano Asante,Delano Asante,,delano-asante,D. Asante,M,25,M,1084550,EUR,950227200.0,F,22,22,False,36.0,24.0,12.0,4.0,13.0,16.0,11.0,21.0,,6.0,13.0,,,90.0,67.0,6.7,21.0,0,21,178.0,7.0,3.0,2.0,1.0,1.0,1.0,2.0,,3.0,2.0,3.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11689323,home,Rijnsburgse Boys,Dani van der Moot,Dani,van der Moot,dani-van-der-moot,D. v. d. Moot,F,7,M,361806,EUR,857692800.0,F,9,9,False,15.0,5.0,3.0,1.0,2.0,4.0,3.0,12.0,1.0,2.0,3.0,,,80.0,21.0,6.4,13.0,1,9,184.0,5.0,4.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
