match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_totalCross,stat_dispossessed,stat_errorLeadToAShot,captain,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalOffside,stat_clearanceOffLine,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_goodHighClaim
14035831,home,Oud-Heverlee Leuven,Tobe Leysen,,,tobe-leysen,T. Leysen,G,1,187.0,289,M,996979,EUR,1015632000,G,1,1,False,48.0,34.0,20.0,6.0,0.0,33.0,34.0,1.0,14.0,2.0,2.0,1.0,1.0,8.0,1.0,6.0,6.0,90.0,63.0,7.2,15.0,0.00032471,1.2627,0,0.52,0.11,0.0,-0.06,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035831,home,Oud-Heverlee Leuven,Óscar Gil,,,oscar-gil,Ó. Gil,D,27,175.0,90,M,959820,EUR,893548800,D,27,27,False,21.0,16.0,2.0,,0.0,10.0,11.0,6.0,10.0,3.0,9.0,9.0,4.0,3.0,3.0,,,90.0,57.0,6.5,14.0,0.00826981,,0,,0.08,0.16,-0.19,,6.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,
14035831,home,Oud-Heverlee Leuven,Ewoud Pletinckx,,,ewoud-pletinckx,E. Pletinckx,D,28,190.0,193,M,949101,EUR,971136000,D,28,28,False,51.0,42.0,11.0,5.0,0.0,34.0,36.0,8.0,15.0,1.0,4.0,5.0,8.0,2.0,,,,90.0,62.0,6.6,10.0,0.00233205,,1,,0.1,0.06,-0.18,,1.0,,,,1.0,1.0,,2.0,4.0,1.0,0.0154,-0.09,,,,,,,,,,,,,,,,,
14035831,home,Oud-Heverlee Leuven,Takuma Ominami,,,takuma-ominami,T. Ominami,D,5,184.0,257,M,832976,EUR,881971200,D,5,5,False,48.0,38.0,9.0,3.0,0.0,30.0,33.0,8.0,15.0,,,6.0,2.0,1.0,3.0,,,90.0,54.0,6.8,11.0,0.00545301,,0,,0.19,0.06,-0.29,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,
14035831,home,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170.0,293,M,1028340,EUR,886204800,D,30,30,False,35.0,31.0,5.0,2.0,0.0,16.0,17.0,15.0,18.0,,2.0,5.0,7.0,4.0,2.0,,,90.0,59.0,6.7,8.0,0.0347169,,0,,0.18,0.08,-0.19,,,,,,1.0,,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,
14035831,home,Oud-Heverlee Leuven,Birger Verstraete,,,birger-verstraete,B. Verstraete,M,4,171.0,119,M,192268,EUR,766454400,M,4,4,False,31.0,27.0,4.0,3.0,0.0,15.0,18.0,12.0,13.0,1.0,2.0,6.0,5.0,5.0,1.0,,,90.0,47.0,7.3,5.0,0.0346043,,0,,0.27,0.18,-0.03,,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
14035831,home,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178.0,212,M,190413,EUR,837648000,M,8,8,False,31.0,22.0,4.0,2.0,0.0,13.0,15.0,9.0,16.0,2.0,4.0,6.0,6.0,2.0,,,,90.0,54.0,6.5,17.0,0.0234501,,0,,-0.13,0.14,0.13,,,,,,3.0,2.0,2.0,2.0,3.0,,,,,5.0,1.0,1.0,,,,,,,,,,,,,
14035831,home,Oud-Heverlee Leuven,William Balikwisha,,,william-balikwisha,W. Balikwisha,M,21,174.0,684,M,943881,EUR,926467200,M,21,21,False,17.0,12.0,3.0,,0.0,7.0,9.0,5.0,8.0,,2.0,4.0,,3.0,,,,87.0,27.0,6.7,6.0,0.0147912,,0,,-0.21,0.03,-0.03,,1.0,1.0,,1.0,3.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,
14035831,home,Oud-Heverlee Leuven,Mathieu Maertens,,,mathieu-maertens,M. Maertens,F,33,182.0,86,M,360652,EUR,796262400,M,33,33,False,16.0,10.0,2.0,,0.0,2.0,4.0,8.0,12.0,1.0,6.0,2.0,1.0,3.0,,,,62.0,30.0,7.6,10.0,0.00762711,,2,,-0.11,-0.11,-0.05,,2.0,,,2.0,2.0,2.0,2.0,2.0,,,0.7994,0.62,1.0,1.0,,,True,1.0,1.0,1.0,2.0,1.0,1.5101,1.0,,,,,
14035831,home,Oud-Heverlee Leuven,Thibaud Verlinden,,,thibaud-verlinden,T. Verlinden,M,7,173.0,110,M,826172,EUR,931478400,M,7,7,False,17.0,14.0,2.0,1.0,1.0,5.0,6.0,9.0,11.0,,3.0,1.0,,3.0,,,,62.0,33.0,7.3,13.0,0.318213,,0,,0.39,0.22,0.15,,2.0,,,,1.0,,3.0,,,,,,1.0,6.0,,,,1.0,1.0,,,,,2.0,1.0,,,,
14035831,home,Oud-Heverlee Leuven,Abdoul Karim Traoré,,,abdoul-karim-traore,A. K. Traoré,F,9,178.0,1010,M,2033824,EUR,1168560000,F,9,9,False,6.0,3.0,1.0,,0.0,3.0,3.0,,3.0,4.0,10.0,5.0,,2.0,2.0,,,71.0,17.0,6.6,8.0,5.421e-05,,1,,0.03,0.12,0.18,,3.0,2.0,1.0,,,,2.0,3.0,1.0,1.0,0.0625,-0.27,1.0,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,,
14035831,home,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175.0,445,M,862821,EUR,898646400,M,10,10,True,7.0,4.0,,,0.0,2.0,5.0,2.0,2.0,,,,,1.0,,,,28.0,13.0,7.5,4.0,0.012201,,1,,-0.11,0.41,-0.12,,,,,,,,1.0,,,,0.0663,0.54,,,,,,,,,1.0,1.0,0.2927,,,,,,
14035831,home,Oud-Heverlee Leuven,Casper Terho,,,terho-casper,C. Terho,F,17,184.0,347,M,1050672,EUR,1056412800,F,11,11,True,2.0,2.0,,,0.0,,,2.0,2.0,3.0,4.0,1.0,1.0,1.0,,,,28.0,15.0,6.4,3.0,0.0118293,,2,,-0.02,0.07,0.31,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,0.1312,-0.51,1.0,3.0,,,,1.0,,,,,,,,,1.0,,
14035831,home,Oud-Heverlee Leuven,Jovan Mijatović,Jovan Mijatovic,,jovan-mijatovic,J. Mijatović,F,11,179.0,1132,M,1146136,EUR,1121040000,F,22,22,True,9.0,6.0,1.0,1.0,1.0,2.0,2.0,4.0,7.0,3.0,5.0,1.0,1.0,3.0,1.0,,,19.0,13.0,6.8,5.0,0.0752544,,0,,0.14,0.11,0.14,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,
14035831,home,Oud-Heverlee Leuven,Nachon Nsingi,Nachon Nsingi,,nachon-nsingi,N. Nsingi,F,27,169.0,104,M,1388434,EUR,988070400,F,20,20,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,,9.0,4.0,6.5,1.0,0.00051618,,0,,-0.01,0.04,0.15,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
14035831,home,Oud-Heverlee Leuven,Maxence Prévot,,,maxence-prevot,M. Prévot,G,16,184.0,55,M,785520,EUR,860544000,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035831,home,Oud-Heverlee Leuven,Roggerio Nyakossi,,,roggerio-nyakossi,R. Nyakossi,D,34,194.0,192,M,1129502,EUR,1073952000,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035831,home,Oud-Heverlee Leuven,Romeo Monticelli,Roméo Monticelli,,monticelli-romeo,R. Monticelli,D,40,185.0,54,M,1195786,EUR,1128211200,D,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035831,home,Oud-Heverlee Leuven,Thibault Vlietinck,,,thibault-vlietinck,T. Vlietinck,D,77,178.0,57,M,823046,EUR,871948800,D,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035831,home,Oud-Heverlee Leuven,Wouter George,,,wouter-george,W. George,M,6,172.0,63,M,983027,EUR,1015027200,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035831,away,RC Sporting Charleroi,Martin Delavallée,,,martin-delavalee,M. Delavallée,G,55,185.0,123,M,1141106,EUR,1079568000,G,55,55,False,24.0,19.0,5.0,,0.0,19.0,19.0,,5.0,,,2.0,1.0,8.0,1.0,1.0,1.0,90.0,34.0,6.1,5.0,0.00012875,0.1246,1,-0.1972,0.02,0.01,-0.5,-0.49,,,,,,,,,1.0,,0.0372,-0.08,,,,,,,,,,,,,,,1.0,1.0,1.0
14035831,away,RC Sporting Charleroi,Žan Rogelj,,,zan-rogelj,Ž. Rogelj,D,21,175.0,87,M,888605,EUR,943488000,D,29,29,False,16.0,14.0,3.0,2.0,0.0,6.0,6.0,8.0,10.0,,,1.0,2.0,1.0,,,,62.0,32.0,6.9,7.0,0.0706479,,0,,0.05,0.09,-0.12,,,,,,1.0,,1.0,,,,,,,5.0,,,,1.0,,,,,,1.0,,,,,
14035831,away,RC Sporting Charleroi,Aiham Ousou,,,aiham-ousou,A. Ousou,D,4,186.0,1246,M,965265,EUR,947376000,D,4,4,False,72.0,60.0,17.0,9.0,0.0,35.0,38.0,25.0,34.0,2.0,4.0,5.0,7.0,4.0,1.0,,,90.0,85.0,6.9,12.0,0.0272764,,2,,0.28,0.29,-0.16,,,,,,1.0,,,1.0,3.0,2.0,0.188,-0.52,1.0,,,,True,,,1.0,,,,,,,,,
