match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_fouls,stat_totalCross,stat_wasFouled,stat_totalOffside,stat_penaltyConceded,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_penaltyWon,player_firstName,player_lastName,stat_outfielderBlock,stat_wonTackle,captain,stat_goalAssist,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_challengeLost
10385385,home,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,38.0,34.0,7.0,3.0,32.0,32.0,2.0,6.0,3.0,1.0,1.0,90.0,41.0,6.5,4.0,0.0,0.0,0.00020935,0,0.3092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385385,home,Manchester City,John Stones,john-stones,J. Stones,D,5,188,22354,M,johnstones5,152077,EUR,770083200,D,5,5,False,60.0,56.0,1.0,1.0,32.0,32.0,24.0,28.0,6.0,,,90.0,74.0,7.0,6.0,0.0,0.0,0.0664456,0,,1.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10385385,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,92.0,89.0,5.0,4.0,54.0,55.0,35.0,37.0,7.0,,,90.0,104.0,6.8,4.0,0.2081,0.0625,0.00922601,3,,2.0,1.0,3.0,2.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10385385,home,Manchester City,Nathan Aké,nathan-ake,N. Aké,D,6,180,21292,M,nathanake,149663,EUR,793065600,D,6,6,False,92.0,88.0,1.0,1.0,41.0,42.0,47.0,51.0,3.0,,,90.0,102.0,6.8,6.0,0.0,0.0,0.0577342,0,,3.0,1.0,4.0,2.0,,,,2.0,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10385385,home,Manchester City,João Cancelo,joao-cancelo,J. Cancelo,D,2,182,90478,M,JCancelo,138892,EUR,769996800,D,7,7,False,48.0,42.0,5.0,4.0,23.0,24.0,19.0,24.0,2.0,,,26.0,53.0,4.3,7.0,0.0,0.0,0.0383056,0,,,,2.0,1.0,,,,,1.0,,,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,
10385385,home,Manchester City,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181,317675,M,KDB,70996,EUR,678067200,M,17,17,False,42.0,33.0,5.0,4.0,11.0,11.0,27.0,44.0,6.0,,,90.0,80.0,8.9,24.0,0.0366,0.1542,0.820463,2,,1.0,,5.0,8.0,2.0,,,,2.0,5.0,,1.0,1.0,,6.0,1.0,13.0,2.0,,,5.0,1.0,1.0,1.0,,,,,,,,,,,
10385385,home,Manchester City,Rodri,rodri,Rodri,M,16,191,88553,M,Rodri,827606,EUR,835401600,M,16,16,False,108.0,99.0,8.0,5.0,51.0,54.0,48.0,54.0,12.0,,,90.0,119.0,7.5,11.0,0.0,0.0,0.0732446,0,,1.0,2.0,2.0,6.0,1.0,,,2.0,1.0,1.0,,,,,3.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,
10385385,home,Manchester City,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,IGunny,45853,EUR,656726400,M,8,8,False,71.0,63.0,6.0,4.0,16.0,17.0,47.0,54.0,3.0,,,89.0,82.0,7.7,12.0,0.0486,0.3268,0.242149,1,,,,1.0,4.0,2.0,1.0,,,3.0,2.0,,,1.0,,2.0,,,1.0,,,,,1.0,,,,,,True,1.0,,,,,
10385385,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,F,20,20,False,83.0,76.0,5.0,4.0,40.0,41.0,37.0,46.0,5.0,,,90.0,103.0,7.0,15.0,0.0412,0.0,0.19656,1,,,,4.0,4.0,3.0,1.0,,,1.0,1.0,,,,1.0,2.0,,4.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,
10385385,home,Manchester City,Julián Alvarez,julian-alvarez,J. Álvarez,F,19,170,224894,M,LaAraña,944656,EUR,949276800,F,19,19,False,16.0,15.0,,,6.0,6.0,10.0,11.0,1.0,,,64.0,27.0,7.1,4.0,0.524,0.2355,0.0467309,3,,,,2.0,3.0,4.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,,,1.0,,,,
