match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_wasFouled,stat_expectedGoalsOnTarget,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_hitWoodwork,stat_penaltyWon
11409109,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,38.0,33.0,9.0,4.0,33.0,35.0,3.0,1.0,9.0,1.0,1.0,2.0,1.0,90.0,49.0,7.1,5.0,0.00012192,0,0.1207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409109,home,FC Porto,Jorge Sánchez,jorge-sanchez,J. Sánchez,D,35,175,1414,M,,832868,EUR,881712000,D,15,15,False,68.0,62.0,1.0,,27.0,28.0,42.0,,4.0,,,,,90.0,101.0,6.4,15.0,0.0531533,1,,,,35.0,2.0,1.0,1.0,8.0,7.0,1.0,2.0,5.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0225,1.0,,,,,,,,,,,,,,,
11409109,home,FC Porto,Pepe,pepe,Pepe,D,,188,6226,M,Pepe,5884,EUR,415065600,D,3,3,False,83.0,73.0,4.0,1.0,42.0,44.0,39.0,1.0,7.0,,,,,84.0,99.0,8.1,11.0,0.0142949,2,,,,31.0,,,2.0,2.0,6.0,,1.0,,,,3.0,2.0,2.0,,,1.0,1.0244,,True,1.0,1.0,1.0,1.0,2.0,0.9511,,,,,,,,
11409109,home,FC Porto,Zé Pedro,ze-pedro,Z. Pedro,D,32,187,663,M,,945448,EUR,865555200,D,97,97,False,94.0,89.0,9.0,6.0,57.0,57.0,37.0,1.0,4.0,,,,,90.0,101.0,7.4,5.0,0.0159371,1,,,,32.0,,1.0,,4.0,2.0,2.0,,,,,,1.0,,,,1.0,0.4541,,,1.0,,1.0,,1.0,0.7184,,,,,,,,
11409109,home,FC Porto,João Mendes,joao-mendes,J. Mendes,D,13,179,180,M,,1133568,EUR,955584000,D,55,55,False,55.0,45.0,5.0,1.0,20.0,23.0,39.0,,3.0,,,,,90.0,79.0,7.3,18.0,0.244165,0,,,,26.0,7.0,,1.0,,2.0,,,,,,1.0,1.0,,2.0,,,,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,
11409109,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,M,11,11,False,37.0,30.0,,,7.0,8.0,29.0,,7.0,,,,,75.0,52.0,7.3,9.0,0.101939,1,,,,23.0,,,,2.0,5.0,2.0,,4.0,4.0,,,1.0,1.0,,,,0.2377,1.0,,1.0,,,1.0,,0.4076,,,,1.0,,,,
11409109,home,FC Porto,Alan Varela,alan-varela,A. Varela,M,22,177,5689,M,alan_varela01,1066560,EUR,994204800,M,22,22,False,54.0,52.0,5.0,5.0,18.0,18.0,36.0,,3.0,,,,,58.0,61.0,7.0,3.0,0.030019,2,,Alan Varela,,34.0,,,,2.0,2.0,,,,,2.0,,1.0,1.0,1.0,,2.0,0.0357,,,,,,,1.0,,,,,,,,,
11409109,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,,886223,EUR,851126400,M,6,6,False,79.0,65.0,4.0,3.0,30.0,32.0,49.0,,5.0,,,,,90.0,96.0,8.9,15.0,1.39163,3,,,,36.0,2.0,1.0,1.0,5.0,6.0,2.0,,1.0,1.0,1.0,1.0,4.0,2.0,,,2.0,0.2155,5.0,,1.0,1.0,,,,0.2912,2.0,1.0,2.0,,,,,
11409109,home,FC Porto,Iván Jaime,ivan-jaime,I. Jaime,M,11,180,1015,M,,951986,EUR,969926400,M,17,17,False,22.0,20.0,,,3.0,3.0,20.0,,3.0,,,,,58.0,32.0,7.0,5.0,0.0335495,0,,,,17.0,1.0,,,3.0,3.0,,,2.0,1.0,,1.0,1.0,1.0,,,2.0,,1.0,,,,,,1.0,,,,,,,,,
11409109,home,FC Porto,Evanilson,evanilson,Evanilson,F,9,181,7635,M,evanilsonlima99,998490,EUR,939168000,F,30,30,False,20.0,15.0,,,1.0,1.0,20.0,,,,,,,75.0,30.0,7.5,8.0,0.289755,1,,,,14.0,1.0,2.0,1.0,4.0,4.0,,,1.0,,,,1.0,,1.0,,1.0,0.7251,1.0,,1.0,,1.0,,2.0,0.8286,,,1.0,,1.0,,,
