match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,captain,stat_goalAssist,stat_accurateCross,stat_totalContest,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_wonContest,player_sofascoreId,stat_penaltyWon,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_penaltyConceded
11067287,home,Botafogo,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3423,M,871290,EUR,881712000,G,12,12,False,23.0,16.0,21.0,14.0,7.0,10.0,9.0,13.0,2.0,9.0,2.0,1.0,2.0,1.0,90.0,35.0,5.8,8.0,0.00425231,0,-1.2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067287,home,Botafogo,Leonel Di Plácido,,,leonel-di-placido,L. Di Plácido,D,24,173,273,M,546338,EUR,759715200,D,24,24,False,20.0,16.0,2.0,1.0,10.0,12.0,6.0,10.0,3.0,4.0,,,,,90.0,43.0,6.7,6.0,0.045251,0,,2.0,1.0,4.0,3.0,8.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11067287,home,Botafogo,Adryelson,,,adryelson,Adryelson,D,34,184,1086,M,795261,EUR,890611200,D,34,34,False,36.0,31.0,7.0,3.0,22.0,26.0,9.0,10.0,3.0,3.0,,,,,76.0,43.0,6.1,5.0,0.00295677,0,,,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067287,home,Botafogo,Víctor Cuesta,,,victor-cuesta,Víctor Cuesta,D,31,187,553,M,587148,EUR,595900800,D,15,15,False,17.0,14.0,4.0,1.0,11.0,12.0,3.0,5.0,3.0,2.0,,,,,90.0,22.0,5.7,3.0,0.00061638,1,,,2.0,1.0,3.0,2.0,,,,1.0,1.0,,2.0,,1.0,1.0,0.2433,,,,,,,,,,,,,,,,,,,,,,
11067287,home,Botafogo,Marçal,,,marcal,Marçal,D,21,178,1062,M,143593,EUR,603849600,D,21,21,False,40.0,29.0,8.0,3.0,13.0,17.0,17.0,26.0,3.0,2.0,,,,,90.0,64.0,6.5,15.0,0.0674865,1,,3.0,1.0,1.0,5.0,2.0,,,3.0,1.0,,,3.0,2.0,,1.0,0.0234,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11067287,home,Botafogo,Marlon Freitas,,,marlon-freitas,M. Freitas,M,17,185,3107,M,840202,EUR,796262400,M,17,17,False,32.0,26.0,3.0,2.0,10.0,11.0,16.0,21.0,1.0,3.0,,,,,90.0,39.0,6.7,6.0,0.0169139,1,,,,1.0,3.0,4.0,1.0,,,3.0,1.0,1.0,2.0,1.0,,1.0,0.0165,,,,,,,,,,,,,,,,,,,,,,
11067287,home,Botafogo,Tchê Tchê,,,tche-tche,Tchê Tchê,M,3,175,2494,M,840398,EUR,715132800,M,6,6,False,27.0,22.0,2.0,1.0,9.0,10.0,13.0,17.0,,5.0,,,,,89.0,38.0,7.5,9.0,0.2248,3,,,,,3.0,4.0,1.0,,,3.0,2.0,1.0,1.0,1.0,,,0.109,,,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.2908,,,,,,,,,,
11067287,home,Botafogo,Júnior Santos,,,junior-santos,J. Santos,F,37,188,2187,M,922559,EUR,781833600,M,37,37,False,15.0,11.0,1.0,,3.0,3.0,8.0,12.0,,4.0,,,,,73.0,37.0,7.5,8.0,0.014048,5,,,,,5.0,7.0,2.0,,,1.0,,1.0,,2.0,1.0,1.0,1.8712,,,,6.0,2.0,,3.0,1.0,,1.0,1.0,1.8491,5.0,,,,,,,,,
11067287,home,Botafogo,Eduardo,,,eduardo,Eduardo,M,21,184,1737,M,76507,EUR,624585600,M,33,33,False,29.0,27.0,3.0,3.0,13.0,14.0,14.0,18.0,1.0,2.0,,,,,73.0,38.0,7.7,7.0,0.0194611,2,,3.0,,,,,,,,,,,,3.0,,,0.1089,,,,,,1.0,1.0,1.0,,1.0,2.0,0.2453,,,,,,,,,,
11067287,home,Botafogo,Victor Sá,,,victor-sa,Victor Sá,M,7,178,521,M,799634,EUR,764726400,M,7,7,False,27.0,23.0,1.0,1.0,7.0,7.0,16.0,20.0,,7.0,,,,,79.0,46.0,7.6,7.0,0.0614702,2,,,2.0,,4.0,8.0,,,3.0,5.0,2.0,1.0,,3.0,1.0,2.0,0.4697,,1.0,,4.0,,,,,,,1.0,,2.0,,,,,,,,,
11067287,home,Botafogo,Tiquinho Soares,,,tiquinho-soares,Tiquinho,F,9,187,4683,M,789100,EUR,664070400,F,9,9,False,32.0,27.0,1.0,1.0,10.0,10.0,17.0,22.0,2.0,3.0,,,,,90.0,51.0,7.1,8.0,0.0333506,3,,,4.0,5.0,6.0,12.0,1.0,,,,,5.0,1.0,,1.0,1.0,1.0342,,,,2.0,1.0,,2.0,,,,2.0,1.0842,2.0,tiquinho_soares_29,1.0,1.0,,,,,,
11067287,home,Botafogo,Carlos Alberto,,,carlos-alberto,C. Alberto,M,11,179,526,M,1008700,EUR,1018742400,F,27,27,True,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,17.0,6.0,6.6,1.0,0.00110733,0,,,,,,2.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,1.0,,2.0,,,,,,,,,
11067287,home,Botafogo,Danilo Barbosa,,,danilo-barbosa,D. Barbosa,M,5,182,801,M,330063,EUR,825465600,M,5,5,True,,,,,,,,,2.0,,,,,,17.0,2.0,6.2,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067287,home,Botafogo,Philipe Sampaio,,,philipe-sampaio,P. Sampaio,D,,191,349,M,588996,EUR,784512000,D,94,94,True,,,,,,,,,3.0,,,,,,11.0,5.0,6.2,,,0,,,,1.0,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067287,home,Botafogo,Gabriel Pires,,,gabriel-pires,G. Pires,M,10,186,398,M,178407,EUR,748310400,M,14,14,True,2.0,,1.0,,,,,2.0,,1.0,,,,,1.0,4.0,,3.0,,0,,,,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11067287,home,Botafogo,Gatito Fernández,,,gatito-fernandez,R. Fernández,G,25,191,1203,M,840027,EUR,575596800,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067287,home,Botafogo,Bastos,,,bastos,Bastos,D,15,184,3202,M,215956,EUR,670032000,D,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067287,home,Botafogo,Hugo,,,hugo,Hugo,D,16,175,534,M,1018915,EUR,1000944000,D,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
