match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_unsuccessfulTouch,captain,stat_bigChanceMissed,stat_totalCross,stat_totalContest,stat_shotOffTarget,stat_wasFouled,stat_blockedScoringAttempt,stat_wonContest,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_clearanceOffLine
11453101,home,Al-Fateh,Jacob Rinne,,,jacob-rinne,J. Rinne,G,35,188.0,92,M,289025,EUR,740534400,G,1,1,False,13.0,8.0,6.0,1.0,8.0,10.0,3.0,11.0,3.0,90.0,25.0,7.0,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453101,home,Al-Fateh,Saeed Baattia,Saeed Baattia,,saeed-baattia,S. Baattia,D,15,172.0,25,M,1521953,EUR,969667200,D,12,12,False,37.0,26.0,10.0,6.0,17.0,22.0,15.0,7.0,,90.0,58.0,7.5,14.0,1,9.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
11453101,home,Al-Fateh,Qasim Lajami,,,qasim-al-oujami,Q. Lajami,D,87,178.0,103,M,818668,EUR,830390400,D,87,87,False,28.0,25.0,7.0,5.0,20.0,21.0,7.0,2.0,,90.0,40.0,7.0,8.0,0,5.0,1.0,,4.0,2.0,,2.0,,2.0,2.0,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11453101,home,Al-Fateh,Marwane Saadane,,,marwane-saadane,M. Saadane,D,17,185.0,1277,M,847714,EUR,695606400,D,17,17,False,45.0,38.0,10.0,7.0,27.0,32.0,13.0,4.0,,90.0,57.0,7.5,7.0,1,11.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,,,,,,,,True,1.0,,,,,,,,,,,,,,,,
11453101,home,Al-Fateh,Tawfiq Buhumaid,,,tawfiq-buhumaid,T. Buhumaid,D,25,179.0,6,M,871425,EUR,562464000,D,25,25,False,37.0,31.0,2.0,,10.0,12.0,28.0,6.0,,77.0,51.0,6.7,13.0,1,21.0,3.0,,7.0,2.0,,1.0,,1.0,2.0,2.0,2.0,,,1.0,1.0,,,3.0,1.0,1.0,,,,,,,,,,,,,
11453101,home,Al-Fateh,Sofiane Bendebka,,,sofiane-bendebka,S. Bendebka,M,28,180.0,1218,M,845609,EUR,713318400,M,28,28,False,46.0,40.0,3.0,,23.0,25.0,21.0,4.0,,90.0,61.0,6.4,11.0,0,17.0,4.0,,14.0,2.0,,,1.0,,1.0,1.0,6.0,1.0,,2.0,1.0,,,,2.0,,1.0,,,,,,,,,,,,
11453101,home,Al-Fateh,Mukhtar Ali,,,ali-mukhtar,A. Mukhtar,M,7,185.0,334,M,788258,EUR,878169600,M,7,7,False,48.0,41.0,9.0,5.0,21.0,21.0,27.0,10.0,,90.0,60.0,6.9,10.0,1,20.0,,,3.0,1.0,,1.0,,,,,2.0,1.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,
11453101,home,Al-Fateh,Othman Al-Othman,Othman Alothma,,othman-al-othman,O. Al-Othman,M,88,167.0,30,M,1096521,EUR,1050364800,M,88,88,False,23.0,18.0,3.0,2.0,9.0,10.0,16.0,9.0,,90.0,58.0,7.9,13.0,3,9.0,1.0,,6.0,17.0,3.0,,,,6.0,5.0,,,2.0,,2.0,,1.0,3.0,9.0,,5.0,,6.0,2.0,,,,,,,,,
11453101,home,Al-Fateh,Lucas Zelarayán,Lucas,Zelarayán,lucas-zelarayan,L. Zelarayán,M,10,172.0,1289,M,249061,EUR,708998400,M,10,10,False,39.0,32.0,4.0,2.0,10.0,10.0,41.0,4.0,,90.0,69.0,7.8,25.0,3,23.0,,,5.0,5.0,1.0,,,,,,,2.0,,2.0,2.0,,,12.0,6.0,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,,,,,,
11453101,home,Al-Fateh,Cristian Tello,,,cristian-tello,C. Tello,M,,178.0,644,M,114157,EUR,681868800,M,37,37,False,32.0,27.0,2.0,2.0,7.0,7.0,29.0,1.0,,84.0,48.0,7.3,11.0,1,22.0,,,2.0,1.0,,,,1.0,,,,3.0,1.0,,2.0,,,4.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,
11453101,home,Al-Fateh,Saad Al-Shurafa,Saad Al-Shurafa,,saad-al-shurafa,S. Al-Shurafa,F,49,,21,M,1494819,EUR,1098489600,F,49,49,False,8.0,6.0,,,4.0,5.0,3.0,,,58.0,11.0,6.5,3.0,1,2.0,4.0,,7.0,,,,,,,,3.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,
11453101,home,Al-Fateh,Djaniny,,,djaniny,Djaniny,F,,190.0,371,M,975869,EUR,669513600,F,21,21,True,5.0,3.0,1.0,1.0,,1.0,5.0,1.0,,32.0,12.0,6.6,3.0,1,3.0,,,,3.0,1.0,,,,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,
11453101,home,Al-Fateh,Salem Alnajdi,,,alnajdi-salem,S. Alnajdi,D,83,178.0,1037,M,1475427,EUR,1043625600,M,83,83,True,8.0,4.0,2.0,1.0,1.0,3.0,5.0,2.0,,13.0,12.0,6.8,5.0,0,3.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,
11453101,home,Al-Fateh,Mohammed Al-Fuhaid,,,mohammed-al-fuhaid,M. Al-Fuhaid,M,28,171.0,10,M,818616,EUR,631843200,M,14,14,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,16.0,2.0,6.5,,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
