match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_totalCross,stat_wonTackle,player_firstName,player_lastName,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_accurateCross,stat_challengeLost,stat_totalContest,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,player_sofascoreId,stat_wonContest,stat_goals,stat_fouls,stat_goodHighClaim,stat_clearanceOffLine
11352380,home,Brentford,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2856,M,171919,EUR,739929600,G,1,1,False,32.0,17.0,24.0,9.0,1.0,12.0,14.0,5.0,18.0,1.0,1.0,8.0,4.0,12.0,1.0,1.0,1.0,90.0,49.0,9.6,15.0,0.00554949,1.0,0,1.3347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352380,home,Brentford,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,22,22,False,30.0,27.0,1.0,1.0,,20.0,22.0,7.0,8.0,,7.0,2.0,,,,,,90.0,51.0,6.8,5.0,0.00460302,,0,,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11352380,home,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1052,M,855864,EUR,738633600,D,5,5,False,21.0,19.0,5.0,4.0,,14.0,15.0,5.0,9.0,,7.0,2.0,,,,,,90.0,35.0,6.7,5.0,0.00606373,,0,,1.0,,1.0,1.0,,2.0,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
11352380,home,Brentford,Ben Mee,ben-mee,B. Mee,D,15,180,577,M,137774,EUR,622339200,D,16,16,False,30.0,28.0,3.0,2.0,,20.0,22.0,8.0,8.0,,8.0,6.0,,,,,,90.0,53.0,6.9,5.0,0.00699027,,0,,1.0,3.0,1.0,7.0,,,1.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11352380,home,Brentford,Mads Roerslev,mads-roerslev,M. Roerslev,D,2,184,428,M,826057,EUR,930182400,M,30,30,False,18.0,12.0,2.0,1.0,,5.0,8.0,7.0,12.0,,1.0,4.0,,,,,,76.0,26.0,6.7,8.0,0.00795467,,1,,1.0,2.0,1.0,2.0,,1.0,1.0,,,2.0,,Mads,Roerslev,1.0,1.0,0.0489,,,,,,,,,,,,,,,,
11352380,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,799251,EUR,820454400,M,8,8,False,23.0,15.0,6.0,2.0,,8.0,10.0,9.0,16.0,,,3.0,,,,,,77.0,32.0,6.2,13.0,0.159237,1.0,0,,,,5.0,,,1.0,,,,3.0,,,,,,,2.0,4.0,1.0,,,,,,,,,,,,,
11352380,home,Brentford,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185,9605,M,135256,EUR,763257600,M,6,6,False,25.0,17.0,2.0,1.0,,12.0,15.0,5.0,10.0,,3.0,7.0,,,,,,90.0,42.0,6.5,11.0,0.00268237,,3,,1.0,2.0,3.0,5.0,1.0,,2.0,2.0,1.0,,1.0,,,1.0,,0.2626,,,1.0,True,1.0,1.0,1.0,1.0,0.0949,,,,,,,
11352380,home,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1191,M,814873,EUR,894758400,M,27,27,False,20.0,15.0,2.0,,,11.0,15.0,4.0,5.0,,1.0,10.0,,,,,,76.0,29.0,6.3,8.0,0.00676936,,0,,1.0,,3.0,3.0,1.0,1.0,,2.0,1.0,,2.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,
11352380,home,Brentford,Sergio Reguilón,sergio-reguilon,S. Reguilón,D,,178,5856,M,858195,EUR,850694400,M,12,12,False,25.0,16.0,3.0,1.0,,11.0,15.0,6.0,15.0,,2.0,8.0,,,,,,79.0,49.0,7.0,16.0,0.0209555,,1,,,1.0,2.0,7.0,1.0,,3.0,4.0,1.0,5.0,1.0,,,,,0.0954,1.0,,3.0,,,1.0,,,,,sergio_regui,2.0,,,,
11352380,home,Brentford,Ivan Toney,ivan-toney,I. Toney,F,17,185,12673,M,290927,EUR,826934400,F,17,17,False,17.0,10.0,,,,5.0,8.0,7.0,13.0,,1.0,3.0,,,,,,90.0,33.0,6.3,13.0,0.0879112,,2,,3.0,3.0,7.0,6.0,1.0,,1.0,2.0,1.0,4.0,,,,1.0,1.0,0.3543,2.0,2.0,1.0,,1.0,,1.0,1.0,,,ivantoney,,,,,
