match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_goalAssist,stat_aerialLost,stat_challengeLost,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_shotOffTarget,stat_wasFouled,stat_accurateCross,captain,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_bigChanceCreated,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
11806463,home,1. FC Magdeburg,Dominik Reimann,,,dominik-reimann,D. Reimann,G,1,185,108,M,352556,EUR,866592000,G,1,1,False,39.0,26.0,20.0,8.0,23.0,29.0,3.0,10.0,1.0,5.0,1.0,1.0,4.0,1.0,90.0,45.0,6.9,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11806463,home,1. FC Magdeburg,Cristiano Piccini,,,cristiano-piccini,C. Piccini,D,,189,159,M,143061,EUR,717465600,D,2,2,False,39.0,30.0,7.0,2.0,23.0,24.0,7.0,16.0,4.0,6.0,,,,,90.0,52.0,6.1,14.0,1,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11806463,home,1. FC Magdeburg,Daniel Elfadli,,,daniel-elfadli,D. Elfadli,D,8,187,543,M,945532,EUR,860284800,D,6,6,False,21.0,18.0,3.0,2.0,12.0,13.0,6.0,8.0,5.0,4.0,,,,,90.0,46.0,7.4,6.0,0,,3.0,8.0,8.0,2.0,1.0,,6.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,
11806463,home,1. FC Magdeburg,Daniel Heber,,,daniel-heber,D. Heber,D,15,182,45,M,254409,EUR,773280000,D,15,15,False,59.0,46.0,8.0,2.0,28.0,33.0,18.0,26.0,5.0,15.0,,,,,90.0,76.0,7.4,16.0,1,,5.0,1.0,7.0,,,,1.0,2.0,,,1.0,,,2.0,,,1.0,1.0,2.0,,,,,,,,,,
11806463,home,1. FC Magdeburg,Herbert Bockhorn,,,herbert-bockhorn,H. Bockhorn,M,7,176,55,M,312986,EUR,791510400,M,7,7,False,26.0,18.0,6.0,2.0,10.0,10.0,9.0,18.0,2.0,3.0,,,,,90.0,53.0,6.6,16.0,2,2.0,,5.0,4.0,1.0,4.0,2.0,,3.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,
11806463,home,1. FC Magdeburg,Silas Gnaka,,,silas-gnaka,S. Gnaka,M,25,179,148,M,867399,EUR,913939200,M,25,25,False,38.0,27.0,3.0,,12.0,15.0,15.0,23.0,2.0,8.0,,,,,90.0,52.0,6.5,13.0,1,,,8.0,3.0,,5.0,1.0,1.0,,4.0,,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,,
11806463,home,1. FC Magdeburg,Amara Condé,,,amara-conde,A. Condé,M,6,173,86,M,817978,EUR,852508800,M,29,29,False,34.0,27.0,2.0,1.0,8.0,8.0,20.0,27.0,1.0,5.0,,,,,81.0,47.0,7.4,9.0,2,1.0,2.0,5.0,3.0,,,1.0,3.0,2.0,,,3.0,2.0,,2.0,,,1.0,,1.0,1.0,True,1.0,,,,,,,
11806463,home,1. FC Magdeburg,Leon Bell Bell,,,leon-bell-bell,L. B. Bell,M,19,176,55,M,807418,EUR,841968000,M,19,19,False,27.0,22.0,2.0,,6.0,8.0,16.0,20.0,1.0,9.0,,,,,90.0,57.0,6.9,19.0,1,1.0,,5.0,5.0,1.0,1.0,1.0,,3.0,1.0,,1.0,3.0,1.0,,4.0,2.0,1.0,,,,,,,,,,,,
11806463,home,1. FC Magdeburg,Xavier Amaechi,,,xavier-amaechi,X. Amaechi,F,10,179,151,M,934231,EUR,978652800,F,20,20,False,15.0,12.0,2.0,1.0,1.0,3.0,11.0,13.0,,3.0,,,,,62.0,26.0,6.2,8.0,1,1.0,1.0,9.0,3.0,,3.0,,,1.0,3.0,,2.0,2.0,,,2.0,,1.0,1.0,,,,,1.0,1.0,,,,,
11806463,home,1. FC Magdeburg,Barış Atik,,,baris-atik,B. Atik,F,23,169,372,M,229858,EUR,789609600,F,23,23,False,31.0,24.0,3.0,2.0,8.0,9.0,16.0,25.0,1.0,,,,,,81.0,45.0,7.5,15.0,1,3.0,2.0,3.0,5.0,1.0,1.0,,,2.0,1.0,,,,,,2.0,1.0,2.0,,1.0,,,1.0,,,1.0,,,,
11806463,home,1. FC Magdeburg,Luc Castaignos,,,luc-castaignos,L. Castaignos,F,,188,60,M,91047,EUR,717552000,F,9,9,False,5.0,4.0,,,1.0,1.0,3.0,4.0,,2.0,,,,,63.0,16.0,6.5,4.0,1,,,5.0,1.0,2.0,1.0,1.0,,,,,2.0,,,,,,1.0,,1.0,,,,,,,1.0,,,
11806463,home,1. FC Magdeburg,Tatsuya Ito,,,tatsuya-ito,T. Ito,M,17,166,425,M,842171,EUR,867283200,F,37,37,True,8.0,5.0,,,,1.0,5.0,8.0,,1.0,,,,,28.0,11.0,6.5,5.0,0,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
11806463,home,1. FC Magdeburg,Alexander Nollenberger,,,alexander-nollenberger,A. Nollenberger,M,17,180,57,M,857470,EUR,865296000,F,17,17,True,8.0,5.0,,,4.0,4.0,1.0,5.0,,1.0,,,,,27.0,14.0,6.5,6.0,0,1.0,,3.0,,,1.0,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,
11806463,home,1. FC Magdeburg,Andi Hoti,,,andi-hoti,A. Hoti,D,4,191,164,M,1000541,EUR,1046563200,D,3,3,True,6.0,3.0,1.0,,2.0,2.0,1.0,4.0,1.0,2.0,,,,,9.0,8.0,6.0,3.0,0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11806463,home,1. FC Magdeburg,Ahmet Arslan,,,ahmet-arslan,A. Arslan,M,70,179,113,M,265573,EUR,764985600,M,8,8,True,4.0,3.0,1.0,,1.0,1.0,2.0,3.0,1.0,2.0,,,,,9.0,8.0,6.3,2.0,1,,,1.0,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,
11806463,home,1. FC Magdeburg,Noah Kruth,Noah Kruth,,noah-kruth,N. Kruth,G,30,186,39,M,1133554,EUR,1056412800,G,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11806463,home,1. FC Magdeburg,Jamie Lawrence,,,jamie-lawrence,J. Lawrence,D,5,200,261,M,997206,EUR,1036886400,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11806463,home,1. FC Magdeburg,Tarek Chahed,,,tarek-chahed,T. Chahed,D,34,184,80,M,777093,EUR,835488000,D,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11806463,home,1. FC Magdeburg,Connor Krempicki,,,connor-krempicki,C. Krempicki,M,13,178,35,M,171995,EUR,779500800,M,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11806463,home,1. FC Magdeburg,Jonah Fabisch,,,jonah-fabisch,J. Fabisch,M,20,180,609,M,1014528,EUR,997660800,M,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11806463,away,Fortuna Düsseldorf,Karol Niemczycki,,,karol-niemczycki,K. Niemczycki,G,25,189,250,M,888440,EUR,931132800,G,1,1,False,46.0,35.0,25.0,15.0,25.0,28.0,10.0,18.0,2.0,7.0,1.0,,1.0,1.0,90.0,56.0,7.0,11.0,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
11806463,away,Fortuna Düsseldorf,Tim Christopher Oberdorf,,,tim-christopher-oberdorf,T. C. Oberdorf,D,15,185,74,M,844199,EUR,840153600,D,15,15,False,57.0,40.0,8.0,2.0,24.0,32.0,17.0,29.0,1.0,6.0,,,,,90.0,90.0,6.9,26.0,0,4.0,1.0,5.0,3.0,2.0,4.0,,3.0,1.0,,,1.0,,2.0,1.0,,,3.0,,,1.0,,,,,,,,,
11806463,away,Fortuna Düsseldorf,Jamil Siebert,,,jamil-siebert,J. Siebert,D,5,193,265,M,1014287,EUR,1017705600,D,20,20,False,47.0,39.0,5.0,1.0,30.0,33.0,9.0,14.0,4.0,5.0,,,,,90.0,64.0,7.0,10.0,0,,1.0,5.0,6.0,,1.0,,2.0,1.0,1.0,,1.0,2.0,,2.0,4.0,2.0,,,1.0,,,,,,,,,,
