match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,captain,stat_unsuccessfulTouch,stat_accurateCross,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,player_sofascoreId,stat_dispossessed,stat_blockedScoringAttempt,stat_goodHighClaim,stat_bigChanceCreated,stat_errorLeadToAShot,stat_bigChanceMissed,stat_hitWoodwork
12448301,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,35.0,24.0,15.0,4.0,0.0,22.0,25.0,2.0,10.0,1.0,5.0,3.0,4.0,1.0,1.0,90.0,43.0,7.8,11.0,0.0004715,0,0.6226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448301,home,FC Utrecht,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,39.0,29.0,4.0,,0.0,17.0,23.0,12.0,17.0,5.0,2.0,,,,,90.0,63.0,7.4,11.0,0.0419803,0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12448301,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190,158,M,152414,EUR,719107200,D,3,3,False,83.0,59.0,21.0,5.0,0.0,41.0,47.0,18.0,36.0,8.0,3.0,,,,,90.0,102.0,7.2,25.0,0.0181073,1,,,4.0,5.0,4.0,,1.0,,3.0,,,,,4.0,1.0,1.0,0.0592,,,,,,,,,,,,,,
12448301,home,FC Utrecht,Nick Viergever,,,nick-viergever,N. Viergever,D,24,182,150,M,46900,EUR,618105600,D,24,24,False,59.0,49.0,5.0,,0.0,35.0,39.0,14.0,20.0,5.0,1.0,,,,,90.0,70.0,7.1,11.0,0.0104212,0,,,1.0,4.0,4.0,1.0,,,,3.0,1.0,1.0,,2.0,,,,True,1.0,,,,,,,,,,,,
12448301,home,FC Utrecht,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,17.0,13.0,2.0,,0.0,5.0,6.0,10.0,19.0,4.0,3.0,,,,,90.0,51.0,7.9,14.0,0.12291,1,,8.0,2.0,1.0,8.0,,,,1.0,3.0,3.0,,3.0,1.0,,,0.0428,,2.0,2.0,1.0,3.0,0.2842,,,,,,,,
12448301,home,FC Utrecht,Zidane Iqbal,,,zidane-iqbal,Z. Iqbal,M,14,180,7223,M,1014225,EUR,1051401600,M,14,14,False,51.0,44.0,8.0,7.0,0.0,30.0,32.0,14.0,19.0,1.0,4.0,,,,,90.0,57.0,7.0,7.0,0.0183218,0,,,2.0,3.0,4.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,,zidaneiqbal,,,,,,,
12448301,home,FC Utrecht,Paxten Aaronson,Paxten Aaronson,,paxten-aaronson,P. Aaronson,M,31,175,898,M,1035515,EUR,1061856000,M,21,21,False,31.0,26.0,1.0,,0.0,14.0,16.0,13.0,18.0,2.0,5.0,,,,,90.0,46.0,6.7,10.0,0.106234,2,,3.0,1.0,6.0,5.0,1.0,3.0,2.0,,1.0,1.0,1.0,,1.0,1.0,,0.1601,,,1.0,,1.0,,,2.0,1.0,,,,,
12448301,home,FC Utrecht,Miliano Jonathans,,,jonathans-miliano,M. Jonathans,M,26,178,5668,M,1211982,EUR,1081123200,M,26,26,False,18.0,14.0,,,0.0,6.0,6.0,8.0,17.0,1.0,3.0,,,,,64.0,37.0,7.0,13.0,0.0105724,1,,5.0,1.0,3.0,7.0,,2.0,1.0,,2.0,1.0,1.0,,1.0,,,0.0195,,3.0,,,3.0,,,,1.0,,,,,
12448301,home,FC Utrecht,Jens Toornstra,,,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,18,18,False,20.0,17.0,,,0.0,4.0,5.0,13.0,15.0,4.0,2.0,,,,,86.0,32.0,6.6,5.0,0.0148562,1,,,,6.0,,3.0,1.0,,2.0,,,,,1.0,,,0.0734,,,,1.0,,0.5334,,1.0,,,,,,
12448301,home,FC Utrecht,Yoann Cathline,,,cathline-yoann,Y. Cathline,M,10,176,517,M,1105700,EUR,1027296000,M,20,20,False,20.0,17.0,1.0,1.0,0.0,5.0,6.0,13.0,17.0,,7.0,,,,,90.0,37.0,6.9,11.0,0.290067,2,,3.0,,6.0,5.0,,9.0,5.0,,,,1.0,2.0,1.0,1.0,,0.2271,,1.0,1.0,,,,,,1.0,,,,,
