match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_totalClearance,stat_keyPass,captain,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_penaltyConceded,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_aerialLost,stat_outfielderBlock,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_penaltyWon
12224395,home,New Mexico United,Kristopher Shakes,Kristopher Shakes,kristopher-shakes,K. Shakes,G,13,180.0,9,M,1808941,EUR,988329600,G,13,13,False,15.0,14.0,2.0,2.0,12.0,13.0,2.0,2.0,6.0,1.0,2.0,90.0,22.0,6.8,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12224395,home,New Mexico United,Jackson DuBois,Jackson,jackson-dubois,J. DuBois,D,18,183.0,3,M,1831182,EUR,1140566400,D,47,47,False,54.0,47.0,3.0,1.0,14.0,16.0,33.0,38.0,2.0,,,90.0,70.0,7.0,9.0,0,DuBois,6.0,5.0,3.0,1.0,4.0,5.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12224395,home,New Mexico United,Anthony Herbert,,anthony-herbert,A. Herbert,D,4,193.0,7,M,1177716,EUR,892512000,D,4,4,False,87.0,78.0,13.0,7.0,47.0,49.0,31.0,38.0,6.0,,,90.0,97.0,6.9,10.0,0,,3.0,3.0,1.0,1.0,,2.0,2.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12224395,home,New Mexico United,Will Seymore,,seymore-will,W. Seymore,D,16,180.0,3,M,1019912,EUR,699321600,D,16,16,False,87.0,84.0,9.0,9.0,49.0,51.0,35.0,36.0,3.0,,,90.0,91.0,7.2,3.0,0,,1.0,3.0,,,,1.0,1.0,1.0,1.0,,1.0,True,1.0,,,,,,,,,,,,,,,,,,,,,
12224395,home,New Mexico United,Avionne Flanagan,Avionne Flanagan,avionne-flanagan,A. Flanagan,M,,180.0,3,M,1114259,EUR,923356800,D,27,27,False,61.0,54.0,5.0,3.0,19.0,20.0,36.0,44.0,5.0,,,90.0,85.0,6.9,12.0,2,,8.0,7.0,1.0,5.0,,4.0,4.0,5.0,,1.0,1.0,,,3.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
12224395,home,New Mexico United,Daniel Bruce,,daniel-bruce,D. Bruce,F,25,168.0,5,M,983867,EUR,831945600,M,25,25,False,10.0,9.0,,,1.0,1.0,8.0,9.0,3.0,,,65.0,18.0,8.3,3.0,5,,2.0,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,
12224395,home,New Mexico United,Jacobo Reyes,,jacobo-reyes,J. Reyes,M,11,174.0,12,M,906026,EUR,965952000,M,20,20,False,54.0,45.0,3.0,1.0,11.0,11.0,34.0,43.0,5.0,,,90.0,66.0,7.7,11.0,4,,1.0,5.0,,,1.0,1.0,,3.0,1.0,,3.0,,3.0,,,,1.0,3.0,1.0,,1.0,,,1.0,,,3.0,1.0,,,,,,
12224395,home,New Mexico United,Mukwelle Akale,,mukwelle-akale,M. Akale,M,11,162.0,16,M,965033,EUR,853545600,M,11,11,False,52.0,42.0,5.0,2.0,4.0,4.0,40.0,54.0,3.0,,,77.0,68.0,8.4,15.0,3,,2.0,4.0,,2.0,,1.0,1.0,2.0,,,5.0,,1.0,6.0,2.0,2.0,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,
12224395,home,New Mexico United,Sergio Rivas,,sergio-rivas,S. Rivas,M,7,178.0,4,M,983726,EUR,875836800,M,7,7,False,56.0,52.0,4.0,3.0,9.0,11.0,43.0,46.0,2.0,,,65.0,68.0,7.5,6.0,2,,1.0,5.0,,,,4.0,3.0,1.0,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,
12224395,home,New Mexico United,Dominick Hernandez,Dominick Hernandez,dominick-hernandez,D. Hernandez,M,8,180.0,1,M,1065960,EUR,906336000,M,8,8,False,46.0,41.0,5.0,3.0,15.0,16.0,26.0,30.0,4.0,,,77.0,55.0,7.4,6.0,0,,3.0,7.0,2.0,2.0,1.0,2.0,2.0,,1.0,,1.0,,2.0,,,2.0,,,1.0,,,,1.0,,,,,,1.0,,,,,
