match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_errorLeadToAShot,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_outfielderBlock,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId
12450893,home,Saint-Étienne,Gautier Larsonneur,,,gautier-larsonneur,G. Larsonneur,G,30,181,266,M,810526,EUR,856656000,G,30,30,False,True,20.0,9.0,12.0,1.0,0.0,8.0,8.0,1.0,12.0,1.0,1.0,1.0,9.0,1.0,2.0,1.0,3.0,1.0,1.0,90.0,33.0,7.4,11.0,0.0001962,0,0.4274,,,,,,,,,,,,,,,,,,,,,,,,,,
12450893,home,Saint-Étienne,Dennis Appiah,,,dennis-appiah,D. Appiah,D,8,179,168,M,123164,EUR,708048000,D,8,8,False,,28.0,18.0,6.0,1.0,0.0,8.0,10.0,10.0,21.0,1.0,6.0,5.0,4.0,,,,,,,90.0,54.0,7.0,18.0,0.0319614,0,,3.0,2.0,5.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12450893,home,Saint-Étienne,Dylan Batubinsika,,,dylan-batubinsika,D. Batubinsika,D,28,184,4399,M,352912,EUR,824342400,D,21,21,False,,33.0,29.0,,,0.0,16.0,18.0,13.0,15.0,7.0,7.0,13.0,1.0,,,,,,,90.0,53.0,7.3,4.0,0.00322587,2,,,,1.0,,,,,,,1.0,1.0,2.0,1.0,1.0,0.2097,1.0,,,,,,,,,,
12450893,home,Saint-Étienne,Pierre Ekwah,,,pierre-ekwah,P. Ekwah,M,4,187,490,M,996908,EUR,1011052800,D,4,4,False,,41.0,36.0,4.0,2.0,0.0,25.0,26.0,11.0,15.0,1.0,2.0,7.0,5.0,,,,,,,90.0,53.0,7.0,8.0,0.018119,0,,,,3.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,
12450893,home,Saint-Étienne,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,,30.0,22.0,2.0,1.0,0.0,16.0,20.0,6.0,10.0,3.0,5.0,8.0,4.0,,,,,,,90.0,45.0,7.4,8.0,0.00380262,0,,,1.0,4.0,,1.0,1.0,1.0,1.0,,3.0,,,4.0,,,,,,,,,,,,,
12450893,home,Saint-Étienne,Léo Pétrot,,,leo-petrot,L. Pétrot,D,21,188,232,M,827504,EUR,861062400,D,19,19,False,,15.0,10.0,2.0,,0.0,3.0,5.0,9.0,12.0,,6.0,2.0,2.0,3.0,,,,,,90.0,42.0,7.4,11.0,0.131771,0,,2.0,,2.0,1.0,1.0,,3.0,2.0,,,,,1.0,,,1.0,2.0,1.0,,,,,,,,
12450893,home,Saint-Étienne,Augustine Boakye,Augustine Boakye,,augustine-boakye,A. Boakye,F,20,178,540,M,1138352,EUR,973209600,M,20,20,False,,14.0,12.0,,,0.0,4.0,4.0,8.0,10.0,,2.0,,2.0,,,,,,,65.0,27.0,7.0,6.0,0.161996,1,,,2.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,0.0173,3.0,,,1.0,1.0,1.0,0.0789,,,,
12450893,home,Saint-Étienne,Benjamin Bouchouari,,,benjamin-bouchouari,B. Bouchouari,M,8,165,2363,M,1046446,EUR,1005609600,M,6,6,False,,20.0,16.0,2.0,2.0,0.0,7.0,8.0,9.0,12.0,,4.0,1.0,3.0,,,,,,,71.0,34.0,7.5,8.0,0.0113927,1,,,2.0,6.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,,,2.0,,0.0672,,,,,,1.0,0.4514,1.0,,,
12450893,home,Saint-Étienne,Louis Mouton,Louis Mouton,,louis-mouton,L. Mouton,M,6,180,136,M,1172936,EUR,1023062400,M,14,14,False,,16.0,13.0,2.0,1.0,0.0,5.0,6.0,10.0,14.0,,3.0,3.0,1.0,,,,,,,70.0,34.0,7.3,7.0,0.398177,1,,4.0,,2.0,1.0,,,3.0,1.0,1.0,1.0,,,,,0.216,3.0,2.0,,,1.0,,,,1.0,,
12450893,home,Saint-Étienne,Zuriko Davitashvili,,,zuriko-davitashvili,Z. Davitashvili,F,22,175,4336,M,921369,EUR,982195200,M,22,22,False,,16.0,14.0,,,0.0,3.0,5.0,11.0,12.0,,,,1.0,,,,,,,87.0,22.0,6.5,5.0,0.0216781,2,,1.0,,3.0,1.0,,,,,1.0,2.0,1.0,,1.0,,0.4092,,,,,,2.0,0.286,,,,
12450893,home,Saint-Étienne,Ibrahim Sissoko,,,ibrahim-sissoko,I. Sissoko,F,9,190,964,M,914738,EUR,817430400,F,9,9,False,,9.0,8.0,,,0.0,1.0,1.0,7.0,8.0,1.0,6.0,2.0,2.0,2.0,,,,,,87.0,27.0,6.6,5.0,0.0145096,3,,,3.0,8.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,,0.5402,,,1.0,,,,,,2.0,,
12450893,home,Saint-Étienne,Mathieu Cafaro,,,mathieu-cafaro,M. Cafaro,M,13,175,264,M,816810,EUR,859248000,M,18,18,True,,4.0,3.0,1.0,,0.0,1.0,1.0,2.0,3.0,,1.0,,2.0,1.0,,,,,,25.0,8.0,6.6,1.0,0.00067316,1,,,,1.0,,,,,,,1.0,,1.0,,,0.0301,,,,,,,,,,,
