match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_wasFouled,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_expectedGoals,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,player_sofascoreId,stat_hitWoodwork
12530744,home,Eyüpspor,Berke Özer,berke-ozer,B. Özer,G,1,191,3020,M,847494,EUR,959212800,G,1,1,False,27.0,20.0,10.0,3.0,0.0,20.0,22.0,5.0,1.0,3.0,8.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,90.0,42.0,7.1,7.0,0.00011745,0,-0.1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530744,home,Eyüpspor,Rúben Vezo,ruben-vezo,R. Vezo,D,21,183,435,M,233180,EUR,767232000,D,14,14,False,19.0,13.0,1.0,,0.0,6.0,8.0,12.0,3.0,3.0,,,2.0,2.0,,,,,45.0,34.0,6.7,8.0,0.00698563,0,,7.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12530744,home,Eyüpspor,Robin Yalçın,robin-yalcin,R. Yalçın,D,2,183,91,M,138154,EUR,759456000,D,6,6,False,47.0,40.0,11.0,7.0,0.0,27.0,28.0,19.0,,3.0,3.0,,,,,,,,90.0,53.0,6.3,7.0,0.013851,0,,13.0,,,3.0,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
12530744,home,Eyüpspor,Luccas Claro,luccas-claro,L. Claro,D,4,182,171,M,998209,EUR,687916800,D,4,4,False,44.0,40.0,2.0,1.0,0.0,30.0,30.0,14.0,7.0,5.0,3.0,,3.0,2.0,,,,,90.0,58.0,6.9,4.0,0.0032458,0,,10.0,,2.0,1.0,,1.0,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
12530744,home,Eyüpspor,Caner Erkin,caner-erkin,C. Erkin,D,88,181,260,M,15680,EUR,591926400,D,88,88,False,22.0,15.0,7.0,1.0,0.0,9.0,10.0,16.0,,2.0,,,,,,,,,45.0,35.0,6.2,12.0,0.00580458,0,,6.0,4.0,,2.0,,2.0,,,,,1.0,1.0,,,,True,,,,,,,,,,,,,,
12530744,home,Eyüpspor,Melih Kabasakal,kabasakal-melih,M. Kabasakal,M,6,178,97,M,828872,EUR,824601600,M,57,57,False,30.0,27.0,3.0,1.0,0.0,16.0,18.0,13.0,4.0,2.0,2.0,,4.0,2.0,,,,,73.0,49.0,6.7,8.0,0.00409018,1,,11.0,1.0,,5.0,,4.0,1.0,,,2.0,1.0,1.0,,,,,1.0,1.0,0.0394,,,,,,,,,,,
12530744,home,Eyüpspor,Emre Mor,emre-mor,E. Mor,M,99,169,2594,M,826258,EUR,869702400,M,66,66,False,24.0,22.0,1.0,1.0,1.0,8.0,9.0,20.0,8.0,,4.0,,2.0,,,,,,90.0,51.0,8.1,12.0,0.794083,2,,16.0,5.0,,4.0,,,2.0,,,,,7.0,6.0,,,,3.0,,0.0775,2.0,2.0,2.0,3.0,,,,,,,
12530744,home,Eyüpspor,Yalçın Kayan,yalcin-kayan,Y. Kayan,M,20,182,80,M,945548,EUR,917654400,M,30,30,False,48.0,42.0,2.0,1.0,0.0,24.0,25.0,26.0,3.0,1.0,12.0,,,,,,,,90.0,62.0,6.6,11.0,0.0197776,0,,19.0,3.0,1.0,4.0,1.0,2.0,1.0,,,1.0,,2.0,1.0,,1.0,,1.0,,,1.0,,,2.0,1.0,,,,,,
12530744,home,Eyüpspor,Tayfur Bingöl,tayfur-bingol,T. Bingöl,M,75,180,459,M,255957,EUR,726710400,M,75,75,False,22.0,21.0,2.0,2.0,0.0,15.0,15.0,8.0,5.0,1.0,4.0,,2.0,2.0,,,,,67.0,35.0,7.4,5.0,0.00964396,1,,6.0,1.0,,4.0,1.0,,1.0,,,,1.0,2.0,2.0,,1.0,,2.0,,0.5648,,,,,,1.0,1.0,0.3384,,,
12530744,home,Eyüpspor,Prince Ampem,prince-ampem,P. Ampem,M,40,171,278,M,923888,EUR,892425600,M,40,40,False,26.0,24.0,2.0,2.0,0.0,12.0,13.0,14.0,3.0,,7.0,,2.0,1.0,,,,,67.0,38.0,6.5,6.0,0.0924026,0,,13.0,1.0,,4.0,,1.0,2.0,,,1.0,1.0,3.0,1.0,,,,,,,1.0,,,2.0,,,,,,,
