match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,captain,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_goalsPrevented,stat_goalkeeperValueNormalized,stat_errorLeadToAShot
14062151,home,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188.0,564,M,822564,EUR,890956800,G,1,1,False,42.0,33.0,13.0,4.0,0.0,31.0,31.0,2.0,11.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,90.0,44.0,8.1,9.0,0.00047301,69.854831704433,11.0,20.58,12.81,0,0.05,0.02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062151,home,FC Augsburg,Noahkai Banks,noahkai-banks,N. Banks,D,40,193.0,620,M,1597260,EUR,1164931200,D,40,40,False,50.0,44.0,7.0,3.0,0.0,24.0,27.0,20.0,23.0,5.0,2.0,,2.0,2.0,,,90.0,63.0,7.0,7.0,0.0355415,101.92030508962,12.0,39.27,29.715,0,0.2,0.03,0.14,Noahkai,Banks,1.0,1.0,5.0,1.0,2.0,1.0,2.0,3.0,29.737477381244,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14062151,home,FC Augsburg,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189.0,405,M,891651,EUR,862185600,D,31,31,False,52.0,47.0,7.0,5.0,0.0,32.0,32.0,15.0,20.0,5.0,4.0,,1.0,,,,90.0,64.0,7.6,5.0,0.00643082,85.359945587057,14.0,23.1,7.455,1,0.22,0.06,0.44,,,,2.0,2.0,,5.0,1.0,1.0,1.0,,,True,1.0,1.0,1.0,1.0,2.0,0.0667,-0.48,,,,,,,,,,,,,,,,,,
14062151,home,FC Augsburg,Cedric Zesiger,cedric-zesiger,C. Zesiger,D,16,191.0,349,M,798926,EUR,898646400,D,16,16,False,56.0,45.0,12.0,4.0,0.0,26.0,30.0,19.0,26.0,2.0,2.0,,,,,,90.0,69.0,6.9,12.0,0.0375638,105.33091147033,17.0,22.68,13.125,1,0.33,0.03,-0.04,,,,1.0,5.0,,5.0,,1.0,3.0,,,,2.0,,,,1.0,0.0179,-0.1,1.0,1.0,0.2667,,,,,,,,,,,,,,,
14062151,home,FC Augsburg,Robin Fellhauer,robin-fellhauer,R. Fellhauer,M,19,185.0,123,M,860461,EUR,885340800,M,19,19,False,23.0,17.0,2.0,1.0,0.0,7.0,9.0,10.0,14.0,4.0,2.0,,1.0,1.0,,,90.0,52.0,7.1,17.0,0.245094,69.602538283753,9.0,42.42,21.63,1,0.41,0.14,0.15,,,1.0,,4.0,2.0,1.0,,1.0,,22.516536945099,1.0,,,3.0,2.0,1.0,,0.0417,,5.0,,,2.0,1.0,2.0,2.0,,,,,,,,,,,
14062151,home,FC Augsburg,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181.0,2258,M,796206,EUR,863568000,M,17,17,False,24.0,19.0,,,0.0,8.0,8.0,11.0,16.0,4.0,4.0,,3.0,2.0,,,56.0,33.0,7.4,6.0,0.340336,68.854327272011,9.0,32.13,17.745,0,0.29,0.16,0.34,,,1.0,,2.0,,2.0,1.0,1.0,,9.6779461147498,1.0,,1.0,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,
14062151,home,FC Augsburg,Han-Noah Massengo,massengo-han-noah,H. Massengo,M,4,175.0,579,M,927340,EUR,994377600,M,4,4,False,60.0,50.0,3.0,1.0,0.0,14.0,15.0,36.0,45.0,1.0,8.0,,,,,,89.0,69.0,6.8,13.0,0.049858,138.32629636114,21.0,47.88,15.12,1,0.28,0.26,0.19,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.1179,-0.31,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,
14062151,home,FC Augsburg,Dimitrios Giannoulis,dimitrios-giannoulis,D. Giannoulis,M,13,178.0,1037,M,354878,EUR,813888000,M,13,13,False,15.0,9.0,3.0,,0.0,4.0,6.0,5.0,9.0,3.0,1.0,,1.0,1.0,,,56.0,40.0,6.8,13.0,0.00509024,32.914584509345,6.0,24.99,10.71,0,0.03,0.01,0.31,,,,,2.0,,4.0,,2.0,,11.033458388012,1.0,,,2.0,,,,,,4.0,,,,,1.0,,,,,,,,,,,,
14062151,home,FC Augsburg,Fabian Rieder,fabian-rieder,F. Rieder,M,32,181.0,1560,M,929620,EUR,1013817600,F,32,32,False,23.0,18.0,,,0.0,4.0,5.0,14.0,18.0,4.0,2.0,,,,,,78.0,40.0,6.6,15.0,0.0124147,34.419328381511,6.0,-1.47,6.09,0,-0.21,-0.24,0.18,,,,1.0,4.0,2.0,1.0,,3.0,,,,,,2.0,,,1.0,,,3.0,,,,,2.0,,,,,,,,,,,,
14062151,home,FC Augsburg,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174.0,897,M,822877,EUR,897091200,F,20,20,False,40.0,35.0,2.0,1.0,0.0,11.0,11.0,24.0,29.0,11.0,3.0,,1.0,,,,90.0,68.0,7.7,14.0,0.31795,204.23219456598,21.0,86.14,43.155,4,0.39,0.3,0.23,,,2.0,2.0,8.0,4.0,2.0,,4.0,,97.470965505228,4.0,,,6.0,4.0,2.0,,0.1371,-0.34,2.0,2.0,0.1025,,,1.0,2.0,,,,,,,,,,,
