match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_penaltyConceded,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wonTackle,captain,player_sofascoreId,stat_unsuccessfulTouch,stat_penaltyWon,stat_bigChanceCreated,stat_keyPass,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_hitWoodwork
13792255,home,Al-Taawoun,Abdulquddus Atiah,abdulquddus-atiah,A. Atiah,G,13,183.0,100,M,925459,EUR,857174400,G,13,13,False,23.0,17.0,11.0,5.0,0.0,13.0,13.0,4.0,10.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,90.0,29.0,6.6,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13792255,home,Al-Taawoun,Mohammed Mahzari,mohammed-mahzari,M. Mahzari,D,5,178.0,49,M,1092809,EUR,1021766400,D,5,5,False,41.0,41.0,3.0,3.0,0.0,19.0,19.0,23.0,23.0,,3.0,2.0,1.0,,,,,,,,90.0,59.0,5.9,3.0,0,Mohammed Mahzari,,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
13792255,home,Al-Taawoun,Andrei Girotto,andrei-girotto,A. Girotto,D,3,186.0,274,M,794836,EUR,698284800,D,3,3,False,44.0,38.0,5.0,3.0,0.0,15.0,17.0,23.0,27.0,2.0,2.0,4.0,,,,,,,,,45.0,49.0,7.4,6.0,1,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
13792255,home,Al-Taawoun,Waleed Al-Ahmed,waleed-al-ahmed,W. Al-Ahmed,D,23,189.0,197,M,978400,EUR,925689600,D,23,23,False,29.0,27.0,4.0,2.0,0.0,16.0,16.0,11.0,13.0,3.0,5.0,6.0,,1.0,,,,,,,90.0,44.0,7.4,2.0,4,,,,,,3.0,2.0,,,,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,
13792255,home,Al-Taawoun,Saad Fahad Al Nasser,saad-fahad-al-nasser,S. F. A. Nasser,D,96,172.0,581,M,1118494,EUR,978912000,D,8,8,False,35.0,33.0,2.0,2.0,0.0,16.0,16.0,17.0,20.0,,4.0,3.0,7.0,1.0,,,,,,,90.0,52.0,7.0,5.0,0,,,1.0,,,2.0,1.0,,1.0,,3.0,3.0,,,,,,,,1.0,3.0,,,,,,,,,,,
13792255,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,65.0,61.0,3.0,2.0,0.0,31.0,32.0,30.0,33.0,,,4.0,3.0,,,,,,,,90.0,73.0,6.6,4.0,0,,,,,1.0,3.0,1.0,,,,2.0,,,1.0,,,,,,,,True,,,,,,,,,,
13792255,home,Al-Taawoun,Abdelhamid Sabiri,abdelhamid-sabiri,A. Sabiri,M,11,186.0,4174,M,807400,EUR,849139200,M,70,70,False,36.0,31.0,3.0,1.0,0.0,12.0,12.0,19.0,24.0,5.0,6.0,1.0,1.0,,,,,,,,77.0,44.0,6.8,7.0,3,,,,,,2.0,,1.0,,,,1.0,,1.0,,,,2.0,1.0,,1.0,,abdelhamidsabiri,1.0,,,,,,,,
13792255,home,Al-Taawoun,Sultan Mandash,sultan-mandash,S. Mandash,F,23,175.0,362,M,818568,EUR,782352000,M,27,27,False,11.0,10.0,,,0.0,2.0,2.0,9.0,11.0,,6.0,1.0,5.0,4.0,,,,,,,88.0,27.0,6.9,6.0,1,,,2.0,1.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,2.0,,,1.0,,1.0,,1.0,,,4.0,1.0,,,,,,,
13792255,home,Al-Taawoun,Fayçal Fajr,faycal-fajr,F. Fajr,M,76,178.0,1037,M,143786,EUR,586396800,M,76,76,False,40.0,32.0,10.0,4.0,1.0,11.0,13.0,27.0,38.0,,2.0,,3.0,1.0,,,,,,,90.0,59.0,7.8,17.0,0,,,11.0,6.0,,5.0,2.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,2.0,,1.0,6.0,,,,,
13792255,home,Al-Taawoun,Musa Barrow,musa-barrow,M. Barrow,F,99,183.0,3277,M,916680,EUR,911001600,M,99,99,False,35.0,31.0,2.0,1.0,0.0,14.0,14.0,18.0,22.0,1.0,1.0,,6.0,,,,,,,,77.0,48.0,6.8,7.0,2,,,1.0,1.0,1.0,2.0,,,1.0,,,,,,1.0,,,,1.0,,,,,2.0,,,1.0,,,,,
