match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_aerialLost,player_firstName,player_lastName,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_errorLeadToAGoal,stat_penaltyConceded,stat_totalOffside,player_sofascoreId,stat_outfielderBlock,stat_goals,stat_penaltyWon,stat_goalAssist
11453139,home,Al-Fayha,Vladimir Stojković,vladimir-stojkovic,V. Stojković,G,28,194.0,228,M,13691,EUR,428198400,G,88,88,False,26.0,16.0,12.0,3.0,13.0,18.0,3.0,8.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,90.0,38.0,6.8,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453139,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,45.0,34.0,7.0,2.0,13.0,17.0,22.0,29.0,,4.0,3.0,4.0,3.0,,,,,,,90.0,66.0,6.3,14.0,0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11453139,home,Al-Fayha,Hussain Al-Shuweish,hussain-al-showaish,H. Al-Shuweish,D,33,185.0,17,M,818758,EUR,625881600,D,33,33,False,41.0,30.0,14.0,5.0,21.0,22.0,9.0,19.0,3.0,3.0,5.0,2.0,,,,,,,,90.0,51.0,6.0,12.0,0,,,3.0,,,,,,,1.0,,True,2.0,,,,,,,,,,,,,,,,,
11453139,home,Al-Fayha,Mohanad Alqaydhi,mohanad-alqaydhi,M. Alqaydhi,D,98,187.0,20,M,879649,EUR,896140800,D,98,98,False,35.0,24.0,6.0,2.0,16.0,19.0,8.0,16.0,1.0,2.0,2.0,4.0,,,,,,,,90.0,54.0,6.2,14.0,1,,,4.0,,,3.0,1.0,,1.0,1.0,,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,
11453139,home,Al-Fayha,Ghislain Konan,ghislain-konan,G. Konan,D,3,176.0,2811,M,831781,EUR,820022400,D,3,3,False,20.0,18.0,1.0,1.0,7.0,7.0,11.0,15.0,1.0,4.0,,3.0,1.0,,,,,,,45.0,38.0,6.3,6.0,2,2.0,,1.0,,,1.0,1.0,,1.0,,,,,Ghislain,Konan,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,
11453139,home,Al-Fayha,Sultan Mandash,sultan-mandash,S. Mandash,F,23,175.0,362,M,818568,EUR,782352000,M,27,27,False,26.0,15.0,2.0,,2.0,4.0,14.0,28.0,1.0,5.0,,5.0,1.0,,,,,,,90.0,45.0,6.1,23.0,1,6.0,1.0,10.0,3.0,1.0,,1.0,,2.0,1.0,1.0,,1.0,,,2.0,,,5.0,2.0,,1.0,,,,,,,,
11453139,home,Al-Fayha,Gojko Cimirot,gojko-cimirot,G. Cimirot,M,59,178.0,253,M,116604,EUR,724723200,M,13,13,False,35.0,33.0,8.0,7.0,12.0,13.0,21.0,23.0,,,,4.0,,,,,,,,90.0,39.0,6.6,6.0,0,1.0,,2.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
11453139,home,Al-Fayha,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,8,176.0,22,M,990187,EUR,733536000,M,8,8,False,37.0,28.0,4.0,3.0,11.0,16.0,17.0,23.0,,6.0,,2.0,1.0,,,,,,,89.0,55.0,5.6,15.0,0,2.0,,9.0,1.0,,,5.0,4.0,2.0,5.0,,,1.0,,,1.0,,,1.0,,,,1.0,1.0,,,,,,
11453139,home,Al-Fayha,Saud Zidan,saud-zidan,S. Zidan,M,14,167.0,29,M,1084266,EUR,941846400,M,6,6,False,48.0,41.0,2.0,1.0,21.0,23.0,20.0,25.0,,4.0,,9.0,1.0,,,,,,,89.0,57.0,6.5,10.0,0,,,4.0,,,1.0,1.0,1.0,,,,,1.0,Saud Zidan,,1.0,,,4.0,2.0,,,,,,,,,,
11453139,home,Al-Fayha,Henry Onyekuru,henry-onyekuru,H. Onyekuru,F,7,175.0,741,M,809220,EUR,865468800,M,7,7,False,15.0,14.0,,,2.0,3.0,13.0,13.0,,6.0,1.0,2.0,3.0,,,,,,,90.0,34.0,6.6,7.0,0,1.0,1.0,5.0,,,1.0,,,2.0,1.0,2.0,,,,,2.0,,,5.0,3.0,,,,,1.0,,,,,
11453139,home,Al-Fayha,Fashion Sakala,fashion-sakala,F. Sakala,F,10,178.0,8842,M,876626,EUR,858297600,F,17,17,False,20.0,15.0,1.0,,7.0,7.0,8.0,14.0,2.0,7.0,,2.0,2.0,,,,,,,90.0,42.0,6.0,15.0,2,1.0,,11.0,,,,,,2.0,3.0,1.0,,2.0,,,3.0,1.0,1.0,7.0,3.0,,1.0,,,4.0,fashionjr10,,,,
11453139,home,Al-Fayha,Yousef Hussain Haqawi,yousef-hussain-haqawi,Y. H. Haqawi,D,4,177.0,23,M,1142305,EUR,1034294400,D,12,12,True,25.0,23.0,4.0,3.0,22.0,23.0,1.0,2.0,1.0,1.0,7.0,,,,,,,,,45.0,34.0,6.9,3.0,0,,,2.0,,,,,,,1.0,,,,Yousef Hussain Haqawi,,1.0,,,,,,,,,,,1.0,,,
11453139,home,Al-Fayha,Abdulrahman Al Anzi,abdulrhman-al-anzi,A. A. Anzi,D,70,170.0,15,M,1523635,EUR,897782400,M,70,70,True,4.0,3.0,,,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,5.0,,1.0,0,,,,,,,,,,,,,,Abdulrahman Al Anzi,,,,,,,,,,,,,,,,
