match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_outfielderBlock,stat_errorLeadToAShot,stat_fouls,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,player_sofascoreId,stat_crossNotClaimed,stat_bigChanceMissed,stat_bigChanceCreated
13981526,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,True,23.0,8.0,17.0,2.0,0.0,6.0,8.0,2.0,15.0,7.0,1.0,2.0,2.0,90.0,30.0,7.3,15.0,0.00070257,0.4554,0,0.9014,0.03,0.01,0.18,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981526,home,Lecce,Danilo Veiga,,,danilo-veiga,D. Veiga,D,17,183,380,M,1002045,EUR,1032912000,D,17,17,False,,44.0,36.0,3.0,1.0,0.0,19.0,20.0,17.0,24.0,4.0,,,,90.0,76.0,7.3,18.0,0.028341,,0,,0.22,0.19,0.23,,6.0,1.0,2.0,1.0,6.0,7.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,
13981526,home,Lecce,Kialonda Gaspar,Kialonda Gaspar,,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,,43.0,34.0,5.0,1.0,0.0,17.0,21.0,17.0,22.0,1.0,,,,90.0,58.0,6.9,12.0,0.0044239,,0,,0.09,0.05,-0.04,,1.0,,1.0,3.0,3.0,5.0,1.0,,,,6.0,1.0,1.0,,2.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,
13981526,home,Lecce,Tiago Gabriel,Tiago Gabriel,,tiago-gabriel,T. Gabriel,D,44,194,1285,M,1651825,EUR,1104019200,D,44,44,False,,47.0,38.0,5.0,2.0,0.0,28.0,35.0,10.0,12.0,3.0,,,,90.0,66.0,7.7,10.0,0.00429565,,1,,0.09,0.04,0.22,,,,4.0,12.0,5.0,16.0,,,1.0,1.0,7.0,1.0,3.0,2.0,,,,,,1.0,1.0,0.0455,-0.11,,,,,,,,
13981526,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,,49.0,34.0,11.0,6.0,0.0,13.0,18.0,21.0,31.0,2.0,,,,90.0,89.0,8.0,26.0,0.217123,,0,,0.56,0.18,0.16,,5.0,2.0,3.0,3.0,3.0,7.0,,,1.0,1.0,3.0,1.0,3.0,2.0,,,3.0,,,,,,,,,,,,,,
13981526,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,,52.0,37.0,8.0,1.0,0.0,14.0,17.0,23.0,35.0,3.0,,,,90.0,67.0,7.2,17.0,0.00888014,,0,,0.25,0.01,0.17,,1.0,,,1.0,1.0,6.0,1.0,,,,2.0,,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
13981526,home,Lecce,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183,2761,M,804621,EUR,829094400,M,29,29,False,,36.0,26.0,6.0,4.0,0.0,13.0,15.0,13.0,21.0,5.0,,,,90.0,50.0,6.5,15.0,0.012587,,0,,-0.03,0.03,-0.09,,,,3.0,2.0,9.0,6.0,2.0,2.0,,,,,1.0,,2.0,3.0,,,,2.0,,,,,,,,,,,
13981526,home,Lecce,Tete Morente,,,tete-morente,T. Morente,F,15,180,435,M,605374,EUR,849657600,M,7,7,False,,22.0,15.0,3.0,2.0,0.0,2.0,3.0,13.0,19.0,2.0,,,,66.0,39.0,6.8,13.0,0.0108929,,1,,0.02,0.37,0.14,,1.0,,,1.0,3.0,5.0,,1.0,3.0,1.0,1.0,,1.0,,2.0,2.0,,,,1.0,1.0,0.0678,-0.49,,,,,,,,
13981526,home,Lecce,Medon Berisha,Medon,Berisha,medon-berisha,M. Berisha,M,10,186,1316,M,1142149,EUR,1066694400,M,10,10,False,,27.0,22.0,2.0,1.0,0.0,7.0,8.0,15.0,19.0,3.0,,,,86.0,47.0,7.1,15.0,0.0614806,,3,,0.27,0.17,0.14,,8.0,2.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,1.0,2.0,,,1.0,1.0,0.0849,-0.42,1.0,1.0,1.0,0.0541,,,,
13981526,home,Lecce,Lameck Banda,,,lameck-banda,L. Banda,M,19,165,4769,M,911350,EUR,980726400,M,19,19,False,,15.0,12.0,,,0.0,5.0,6.0,7.0,9.0,7.0,,,,77.0,40.0,6.9,17.0,0.014982,,2,,0.12,0.32,-0.04,,4.0,,1.0,,9.0,7.0,1.0,2.0,5.0,2.0,,1.0,2.0,1.0,5.0,3.0,,,,2.0,,0.1216,0.0,,2.0,,0.1513,lameckbanda.10,,,
