match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,captain,stat_wasFouled,stat_totalCross,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_penaltyWon,stat_penaltyMiss,stat_accurateCross,player_sofascoreId,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceCreated,stat_totalOffside
12513653,home,Estoril Praia,Joel Robles,joel-robles,J. Robles,G,1,195,157,M,93796,EUR,645580800,G,27,27,False,36.0,15.0,29.0,9.0,0.0,8.0,10.0,7.0,26.0,1.0,1.0,2.0,8.0,1.0,1.0,3.0,3.0,90.0,41.0,6.2,21.0,0.00154656,0,-0.2912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513653,home,Estoril Praia,Kévin Boma,kevin-boma,K. Boma,D,44,193,411,M,1049465,EUR,1037750400,D,44,44,False,55.0,42.0,7.0,2.0,0.0,27.0,32.0,15.0,23.0,1.0,2.0,4.0,8.0,,,,,90.0,68.0,6.7,15.0,0.00786262,0,,Kévin Boma,,1.0,4.0,2.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12513653,home,Estoril Praia,Felix Bacher,felix-bacher,F. Bacher,D,25,190,92,M,943525,EUR,972432000,D,25,25,False,51.0,41.0,6.0,,0.0,37.0,41.0,4.0,10.0,3.0,8.0,5.0,5.0,,,,,90.0,68.0,6.5,12.0,0.00167103,0,,,,4.0,8.0,2.0,3.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12513653,home,Estoril Praia,Pedro Álvaro,pedro-alvaro,P. Álvaro,D,,186,247,M,869330,EUR,951955200,D,23,23,False,35.0,30.0,4.0,4.0,0.0,26.0,28.0,4.0,7.0,,1.0,3.0,2.0,,,,,81.0,41.0,6.5,6.0,0.00156169,0,,,,2.0,4.0,,1.0,1.0,1.0,,1.0,,,,,True,1.0,,,,,,,,,,,,,,,,,,,
12513653,home,Estoril Praia,Pedro Carvalho,carvalho-pedro,P. Carvalho,D,22,169,64,M,1511977,EUR,1045180800,M,22,22,False,33.0,26.0,4.0,,0.0,10.0,14.0,16.0,21.0,,1.0,3.0,6.0,,,,,90.0,50.0,6.6,13.0,0.0188666,0,,,,,2.0,,2.0,2.0,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,
12513653,home,Estoril Praia,João Carvalho,joao-carvalho,J. Carvalho,F,12,170,372,M,548044,EUR,857865600,M,12,12,False,43.0,32.0,7.0,3.0,0.0,12.0,14.0,20.0,30.0,,8.0,1.0,6.0,,,,,90.0,66.0,6.2,21.0,0.0481879,1,,,,,5.0,,2.0,,2.0,,2.0,2.0,5.0,1.0,1.0,,2.0,1.0,1.0,0.0249,1.0,,,,,,,,,,,,,,,
12513653,home,Estoril Praia,Jandro Orellana,jandro-orellana,J. Orellana,M,6,178,224,M,877920,EUR,965606400,M,6,6,False,40.0,38.0,,,0.0,25.0,25.0,13.0,17.0,3.0,5.0,,4.0,,,,,64.0,48.0,6.4,5.0,0.00574166,0,,,,,1.0,,,,,1.0,,,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
12513653,home,Estoril Praia,Vinicius Zanocelo,vinicius-zanocelo,Vinicius Zanocelo,M,25,184,577,M,973841,EUR,980812800,M,7,7,False,54.0,49.0,1.0,1.0,0.0,25.0,26.0,24.0,28.0,1.0,8.0,1.0,2.0,,,,,90.0,70.0,7.6,8.0,0.0399346,2,,,,2.0,9.0,1.0,5.0,,1.0,5.0,,2.0,,,,,2.0,,1.0,0.243,2.0,1.0,1.0,1.0,1.0,0.1436,,,,,,,,,,
12513653,home,Estoril Praia,Pedro Amaral,amaral-pedro,P. Amaral,D,24,178,86,M,834247,EUR,872467200,M,24,24,False,32.0,23.0,7.0,1.0,0.0,16.0,21.0,7.0,13.0,1.0,3.0,1.0,6.0,,,,,90.0,51.0,6.5,16.0,0.00792112,1,,,,1.0,2.0,,,,3.0,,1.0,1.0,1.0,1.0,,,,2.0,1.0,0.0209,,,,,,,,,,,,,,,,
12513653,home,Estoril Praia,Yanis Begraoui,yanis-begraoui,Y. Begraoui,F,14,175,1812,M,930246,EUR,994204800,F,14,14,False,14.0,11.0,,,0.0,7.0,8.0,4.0,8.0,3.0,6.0,,1.0,,,,,71.0,29.0,6.4,12.0,0.0032443,2,,,,1.0,4.0,,,,2.0,,,2.0,2.0,1.0,,,2.0,2.0,,0.8105,1.0,1.0,1.0,,,0.6625,1.0,1.0,1.0,,,,,,,
