match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_onTargetScoringAttempt,stat_aerialWon,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_ownGoals,stat_wasFouled,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_goals,stat_keyPass,captain,stat_shotOffTarget,stat_hitWoodwork,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_totalOffside
10408531,home,Espanyol,Álvaro Fernández,alvaro-fernandez,Á. Fernández,G,25,186,269,M,852412,EUR,892425600,G,25,25,False,34.0,19.0,22.0,7.0,13.0,15.0,6.0,19.0,14.0,2.0,2.0,90.0,46.0,6.1,16.0,0.0,0.0,0.00142076,0,-2.0163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408531,home,Espanyol,Óscar Gil,oscar-gil,Ó. Gil,D,27,175,90,M,959820,EUR,893548800,D,2,2,False,12.0,9.0,5.0,2.0,9.0,11.0,,1.0,6.0,,,45.0,24.0,6.3,5.0,0.0,0.0,0.00091348,0,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10408531,home,Espanyol,Fernando Calero,fernando-calero,F. Calero,D,5,183,302,M,857205,EUR,811036800,D,5,5,False,7.0,4.0,3.0,,4.0,5.0,,2.0,3.0,,,44.0,9.0,6.4,3.0,0.1992,0.2511,2.888e-05,1,,2.0,3.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10408531,home,Espanyol,Leandro Cabrera,leandro-cabrera,L. Cabrera,D,6,190,819,M,81992,EUR,677116800,D,4,4,False,56.0,42.0,13.0,4.0,30.0,36.0,12.0,20.0,6.0,,,90.0,74.0,7.0,14.0,0.0,0.0,0.0059882,0,,,3.0,9.0,1.0,,4.0,2.0,3.0,2.0,,2.0,,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10408531,home,Espanyol,Brian Oliván,brian-olivan,B. Oliván,D,12,179,147,M,351500,EUR,765158400,D,14,14,False,31.0,18.0,3.0,,11.0,12.0,9.0,22.0,3.0,,,90.0,54.0,6.8,17.0,0.1762,0.595,0.256391,2,,,3.0,1.0,1.0,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,,,3.0,2.0,1.0,1.0,1.0,,,,,,,,
10408531,home,Espanyol,Aleix Vidal,aleix-vidal,A. Vidal,D,,178,364,,41218,EUR,619660800,M,22,22,False,12.0,9.0,1.0,1.0,4.0,6.0,5.0,6.0,2.0,,,69.0,17.0,6.3,4.0,0.0,0.0,0.00781539,0,,1.0,2.0,2.0,1.0,,,,,,1.0,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,
10408531,home,Espanyol,Sergi Darder,sergi-darder,S. Darder,M,10,180,979,M,110783,EUR,756518400,M,10,10,False,37.0,29.0,1.0,,12.0,13.0,19.0,30.0,4.0,,,90.0,60.0,7.2,17.0,0.5373,0.7715,0.12222,1,,,6.0,5.0,2.0,3.0,,1.0,1.0,1.0,1.0,,1.0,,3.0,2.0,,,,2.0,,,6.0,2.0,,1.0,4.0,True,,,,,,,
10408531,home,Espanyol,Vinícius Souza,vinicius-souza,Vinicius,M,5,187,1714,M,979290,EUR,929577600,M,12,12,False,43.0,35.0,5.0,4.0,21.0,24.0,14.0,19.0,7.0,,,89.0,60.0,7.5,11.0,0.0123,0.0957,0.00925901,1,,,1.0,12.0,,1.0,1.0,1.0,5.0,4.0,2.0,,1.0,3.0,,,,,,4.0,,,,,,,,,,,,,,,
10408531,home,Espanyol,Nicolás Melamed,nicolas-melamed,N. Melamed,M,10,173,234,M,989878,EUR,986947200,M,21,21,False,11.0,9.0,1.0,,3.0,3.0,6.0,8.0,2.0,,,45.0,19.0,6.7,4.0,0.0,0.0,0.00424023,0,,1.0,2.0,6.0,1.0,,,,2.0,,1.0,,,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,
10408531,home,Espanyol,Javi Puado,javi-puado,J. Puado,M,7,178,1352,M,891511,EUR,896054400,F,7,7,False,16.0,14.0,,,4.0,4.0,10.0,12.0,2.0,,,90.0,26.0,6.9,6.0,0.2695,0.2084,0.0177488,5,,2.0,4.0,3.0,,1.0,,,,,2.0,,2.0,3.0,1.0,,,,,,,,,,1.0,,,,2.0,1.0,,,,,
10408531,home,Espanyol,Martin Braithwaite,martin-braithwaite,M. Braithwaite,F,22,180,6808,M,66471,EUR,676080000,F,17,17,False,21.0,11.0,,,5.0,9.0,6.0,12.0,3.0,,,90.0,38.0,6.6,15.0,0.0,0.0,0.00969276,0,,8.0,13.0,13.0,1.0,3.0,1.0,,1.0,,2.0,1.0,,9.0,1.0,1.0,,,,2.0,,,,,,,,,,,braithwaite,,,,
10408531,home,Espanyol,Sergi Gómez,sergi-gomez,S. Gómez,D,5,185,195,M,125625,EUR,701740800,D,24,24,True,28.0,26.0,3.0,1.0,21.0,21.0,5.0,7.0,2.0,,,46.0,35.0,6.4,2.0,0.0,0.0,0.0032261,0,,1.0,1.0,1.0,,,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10408531,home,Espanyol,Rubén Sánchez,sanchez-saez-ruben,R. Sánchez,D,2,184,124,M,1021165,EUR,981244800,D,27,27,True,26.0,20.0,2.0,1.0,15.0,18.0,5.0,11.0,6.0,,,45.0,38.0,6.4,10.0,0.0,0.0,0.00491702,0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,,,,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,
10408531,home,Espanyol,Denis Suárez,denis-suarez,D. Suárez,M,4,176,1456,M,138383,EUR,757814400,M,6,6,True,31.0,24.0,3.0,1.0,8.0,10.0,16.0,21.0,3.0,,,45.0,41.0,6.5,9.0,0.0,0.0,0.0755407,0,,,4.0,6.0,2.0,2.0,,,2.0,1.0,,,,,2.0,2.0,,,,2.0,,,,,,,1.0,,,,,,,,
10408531,home,Espanyol,José Carlos Lazo,jose-carlos-lazo,J. C. Lazo,M,16,177,91,M,605510,EUR,824428800,M,16,16,True,6.0,4.0,,,2.0,3.0,2.0,3.0,4.0,,,21.0,10.0,7.2,3.0,0.0,0.0,0.00779126,0,,,1.0,3.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,1.0,,,,,1.0,1.0,,
10408531,home,Espanyol,José Gragera,jose-gragera,J. Gragera,M,16,186,129,M,966940,EUR,958262400,M,15,15,True,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,8.0,6.0,6.4,1.0,0.0,0.0,0.00253639,0,,,3.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10408531,home,Espanyol,Fernando Pacheco,fernando-pacheco,F. Pacheco,G,1,186,220,M,144501,EUR,706147200,G,13,13,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
