match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_blockedScoringAttempt,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_wasFouled,captain,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
12904466,home,Manchester United,Altay Bayındır,,,altay-bayindir,A. Bayındır,G,1,198.0,15107,M,altaybayindir,815890,EUR,892512000,G,1,1,False,39.0,33.0,8.0,2.0,0.0,33.0,37.0,2.0,1.0,7.0,2.0,5.0,90.0,49.0,7.1,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12904466,home,Manchester United,Diogo Dalot,,,diogo-dalot,D. Dalot,M,2,184.0,22937,M,DDalot,843200,EUR,921715200,D,20,20,False,53.0,48.0,2.0,1.0,1.0,28.0,29.0,25.0,2.0,1.0,,,90.0,66.0,6.9,10.0,0,21.0,1.0,1.0,2.0,2.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,
12904466,home,Manchester United,Matthijs de Ligt,,,matthijs-de-ligt,M. de Ligt,D,4,188.0,32670,M,mdeligt,803031,EUR,934416000,D,4,4,False,48.0,46.0,2.0,1.0,0.0,41.0,42.0,6.0,1.0,2.0,,,72.0,50.0,6.2,3.0,0,5.0,,,1.0,1.0,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12904466,home,Manchester United,Victor Lindelöf,,,victor-lindelof,V. Lindelöf,D,3,187.0,8787,M,victorlindelof,143334,EUR,774403200,D,2,2,False,72.0,66.0,5.0,3.0,0.0,56.0,58.0,14.0,3.0,2.0,,,90.0,79.0,6.7,7.0,0,10.0,,,1.0,3.0,2.0,4.0,1.0,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12904466,home,Manchester United,Lisandro Martínez,,,lisandro-martinez,L. Martínez,D,6,175.0,51493,M,LichaMartínez,859999,EUR,885081600,D,6,6,False,45.0,38.0,4.0,1.0,0.0,24.0,26.0,19.0,2.0,7.0,,,62.0,59.0,6.8,7.0,0,14.0,,,1.0,,2.0,2.0,,,,,2.0,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,
12904466,home,Manchester United,Manuel Ugarte,,,manuel-ugarte,M. Ugarte,M,25,182.0,19070,M,ugartemanu,846425,EUR,986947200,M,25,25,False,58.0,52.0,3.0,2.0,0.0,30.0,34.0,24.0,1.0,9.0,,,90.0,75.0,7.1,10.0,1,22.0,,,,2.0,2.0,6.0,1.0,,,,2.0,,3.0,1.0,,,4.0,3.0,,1.0,,,,,,,,,,,,
12904466,home,Manchester United,Casemiro,,,casemiro,Casemiro,M,18,185.0,85477,M,Casemiro,122951,EUR,698803200,M,18,18,False,47.0,36.0,12.0,8.0,0.0,21.0,27.0,20.0,4.0,4.0,,,90.0,68.0,8.8,15.0,5,15.0,,,1.0,2.0,6.0,5.0,2.0,,,,,,1.0,1.0,,1.0,2.0,,3.0,,2.0,1.0,3.0,2.0,1.0,2.0,1.0,,,,,
12904466,home,Manchester United,Marcus Rashford,,,marcus-rashford,M. Rashford,M,14,185.0,363363,M,Rashford,814590,EUR,878256000,M,10,10,False,22.0,15.0,4.0,2.0,0.0,7.0,9.0,16.0,,,,,63.0,35.0,6.6,9.0,3,10.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,,2.0,,,,1.0,,,,,,,,
12904466,home,Manchester United,Bruno Fernandes,,,bruno-fernandes,B. Fernandes,M,8,179.0,237692,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,57.0,49.0,4.0,3.0,0.0,16.0,18.0,44.0,1.0,7.0,,,90.0,78.0,9.4,16.0,5,34.0,5.0,1.0,,2.0,3.0,6.0,1.0,3.0,2.0,1.0,,,2.0,1.0,,4.0,1.0,,,2.0,,,1.0,2.0,,2.0,1.0,True,,,,
12904466,home,Manchester United,Alejandro Garnacho,,,alejandro-garnacho,A. Garnacho,F,49,180.0,137323,M,AleGarnacho,1135873,EUR,1088640000,M,17,17,False,26.0,22.0,1.0,1.0,1.0,8.0,9.0,17.0,,4.0,,,73.0,41.0,8.6,6.0,4,14.0,,,2.0,,5.0,3.0,1.0,1.0,,,3.0,,,1.0,1.0,5.0,2.0,1.0,,1.0,,,1.0,2.0,,1.0,1.0,,,,,
