match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_ownGoals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,captain,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_errorLeadToAGoal,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_accurateCross,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,player_sofascoreId,stat_goals,stat_hitWoodwork,stat_goalAssist
11408395,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,34.0,29.0,12.0,7.0,27.0,29.0,2.0,5.0,1.0,9.0,1.0,2.0,4.0,1.0,1.0,1.0,90.0,47.0,6.4,6.0,0.00065398,0,-2.4193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408395,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,47.0,36.0,2.0,1.0,24.0,29.0,12.0,21.0,6.0,6.0,,,,,,,90.0,72.0,6.6,18.0,0.00787012,0,,Zé,Carlos,3.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,
11408395,home,Gil Vicente,Gabriel Pereira,gabriel-pereira,G. Pereira,D,5,188,592,M,992652,EUR,957657600,D,13,13,False,51.0,46.0,7.0,3.0,38.0,38.0,8.0,14.0,1.0,9.0,,,,,,,90.0,61.0,6.0,8.0,0.00637245,0,,,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
11408395,home,Gil Vicente,Rúben Fernandes,ruben-fernandes,R. Fernandes,D,26,186,38,M,59751,EUR,515721600,D,26,26,False,43.0,37.0,6.0,3.0,24.0,27.0,13.0,16.0,4.0,3.0,,,,,,,90.0,52.0,6.3,6.0,0.0707828,0,,,,,3.0,3.0,1.0,,,,,,,,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11408395,home,Gil Vicente,Kiko Pereira,pereira-kiko,K. Pereira,D,5,177,18,M,1423627,EUR,936748800,D,5,5,False,20.0,16.0,1.0,1.0,9.0,10.0,7.0,10.0,1.0,3.0,,,,,,,61.0,29.0,5.8,7.0,0.00487769,0,,Kiko Pereira,,,2.0,5.0,3.0,1.0,,,2.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,
11408395,home,Gil Vicente,Mory Gbane,gbane-mory,M. Gbane,M,24,188,509,M,1003400,EUR,977702400,M,24,24,False,53.0,47.0,6.0,6.0,28.0,29.0,19.0,24.0,1.0,4.0,,,,,,,90.0,66.0,6.6,8.0,0.013307,0,,,,,,1.0,8.0,1.0,2.0,2.0,5.0,3.0,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
11408395,home,Gil Vicente,Pedro Tiba,pedro-tiba,P. Tiba,M,,174,70,M,138700,EUR,588988800,M,25,25,False,18.0,14.0,3.0,1.0,11.0,12.0,3.0,8.0,,5.0,,,,,,,45.0,28.0,6.2,9.0,0.00180152,1,,,,2.0,1.0,6.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,2.0,3.0,,,1.0,0.0294,,,,,,,,,,,
11408395,home,Gil Vicente,Maxime Dominguez,maxime-dominguez,M. Dominguez,M,10,172,688,M,282233,EUR,823132800,M,8,8,False,32.0,27.0,,,4.0,6.0,24.0,28.0,,3.0,,,,,,,73.0,41.0,6.4,7.0,0.0924255,0,,,,2.0,,2.0,1.0,,,,,,1.0,1.0,,,,,1.0,2.0,,1.0,,,1.0,,,,,,,,,,
11408395,home,Gil Vicente,Martim Neto,neto-martim,M. Neto,M,16,185,858,M,1100646,EUR,1042502400,M,76,76,False,13.0,11.0,1.0,1.0,4.0,6.0,7.0,7.0,,3.0,,,,,,,45.0,18.0,5.7,5.0,0.0126414,0,,,,,1.0,1.0,2.0,,,,1.0,,3.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,
11408395,home,Gil Vicente,Murilo Souza,murilo-souza,M. Souza,F,77,176,196,M,611880,EUR,783561600,M,77,77,False,11.0,10.0,,,6.0,6.0,4.0,7.0,,,,,,,,,45.0,16.0,6.2,4.0,0.00702182,0,,,,2.0,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,
