match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_onTargetScoringAttempt,stat_wasFouled,stat_fouls,stat_bigChanceMissed,captain,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalContest,stat_wonContest,stat_accurateCross,stat_goals,stat_totalOffside,stat_outfielderBlock,stat_errorLeadToAGoal,stat_hitWoodwork
10389991,home,Lorient,Yvon Mvogo,yvon-mvogo,Y. Mvogo,G,38,190,548,M,149656,EUR,770860800,G,38,38,False,26.0,19.0,10.0,4.0,15.0,18.0,4.0,8.0,10.0,5.0,2.0,2.0,90.0,40.0,6.4,7.0,0.0,0.0,0.000983,0,-1.4813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389991,home,Lorient,Gedeon Kalulu,gedeon-kalulu,G. Kalulu,D,2,176,4314,M,991200,EUR,872812800,D,24,24,False,49.0,42.0,3.0,,24.0,27.0,18.0,23.0,6.0,,,,90.0,66.0,6.7,11.0,0.0,0.0,0.085558,0,,,,gedeon_K2,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,
10389991,home,Lorient,Julien Laporte,julien-laporte,J. Laporte,D,15,185,87,M,791048,EUR,752371200,D,15,15,False,63.0,56.0,11.0,5.0,42.0,45.0,14.0,18.0,3.0,,,,90.0,72.0,6.7,8.0,0.0418,0.2619,0.00885455,1,,,,,,,1.0,1.0,4.0,6.0,1.0,,2.0,,3.0,3.0,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,
10389991,home,Lorient,Montassar Talbi,montassar-talbi,M. Talbi,D,3,190,3461,M,879618,EUR,896140800,D,3,3,False,58.0,49.0,5.0,1.0,41.0,45.0,8.0,13.0,7.0,,,,90.0,65.0,6.7,9.0,0.0,0.0,0.00232181,0,,,,,,,4.0,2.0,5.0,6.0,,,3.0,,4.0,2.0,,,,,1.0,,,,,,,,,,,,,
10389991,home,Lorient,Vincent Le Goff,vincent-le-goff,V. L. Goff,D,25,177,29,M,99945,EUR,624412800,D,25,25,False,36.0,32.0,2.0,1.0,15.0,16.0,17.0,20.0,9.0,,,,90.0,66.0,6.9,10.0,0.1626,0.3441,0.184274,1,,,,,,,3.0,,6.0,7.0,,3.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,,1.0,,,,,,,,,,,,
10389991,home,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,6,170,153,M,296434,EUR,728524800,M,6,6,False,41.0,40.0,1.0,1.0,20.0,20.0,20.0,21.0,2.0,,,,72.0,52.0,7.5,2.0,0.0817,0.0,0.081051,1,,,,,,,,1.0,4.0,6.0,2.0,,2.0,1.0,4.0,3.0,1.0,2.0,,1.0,2.0,,True,1.0,1.0,,,,,,,,,
10389991,home,Lorient,Bonke Innocent,bonke-innocent,B. Innocent,M,,180,154,M,587402,EUR,822096000,M,8,8,False,32.0,30.0,1.0,,19.0,21.0,11.0,11.0,3.0,,,,57.0,40.0,6.4,2.0,0.0732,0.0,0.00697128,1,,,,,,,1.0,,4.0,,1.0,,2.0,,,,,,,,2.0,,,,,1.0,,,,,,,,
10389991,home,Lorient,Stéphane Diarra,stephane-diarra,S. Diarra,F,25,173,90,M,834881,EUR,913161600,M,7,7,False,17.0,12.0,1.0,,5.0,6.0,7.0,12.0,7.0,,,,57.0,34.0,6.2,11.0,0.0604,0.0,0.00998066,1,,,,,,1.0,,,6.0,5.0,1.0,2.0,,1.0,1.0,1.0,,,,2.0,,,,,,1.0,5.0,2.0,,,,,,
10389991,home,Lorient,Enzo Le Fée,enzo-le-fee,E. Le Fée,M,28,173,3108,M,984014,EUR,949536000,M,10,10,False,51.0,47.0,1.0,1.0,22.0,23.0,26.0,33.0,3.0,,,,90.0,81.0,7.0,14.0,0.1749,0.0,0.215882,3,,,,,,5.0,,,8.0,10.0,3.0,,3.0,,3.0,1.0,2.0,1.0,,3.0,1.0,,,,1.0,2.0,8.0,4.0,1.0,,,,,
10389991,home,Lorient,Dango Ouattara,dango-ouattara,D. Ouattara,F,19,177,33926,M,1106451,EUR,1013385600,M,11,11,False,27.0,15.0,,,4.0,7.0,12.0,22.0,4.0,,,,90.0,54.0,9.1,20.0,0.1376,0.2282,0.232834,2,,Dango Ouattara,,d.ouattara15,1.0,2.0,1.0,2.0,3.0,11.0,,,1.0,3.0,2.0,,5.0,2.0,1.0,2.0,,,,1.0,,1.0,7.0,5.0,1.0,1.0,,,,
