match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_aerialLost,stat_fouls,stat_accurateCross,stat_wonContest,stat_keyPass,captain,stat_wasFouled,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside
12421094,home,KRC Genk,Tolu Arokodare,,,tolu-arokodare,T. Arokodare,F,14,196,5773,M,987734,EUR,974937600,F,99,99,False,21.0,18.0,2.0,1.0,1.0,8.0,9.0,10.0,12.0,2.0,2.0,,,85.0,36.0,8.5,6.0,0.0682726,4,,,,5.0,10.0,,1.0,2.0,1.0,,,1.0,,1.0,1.02,1.3244,5.0,,4.0,2.0,2.0,1.0,,2.0,3.0,,2.0,,,
12421094,home,KRC Genk,Ken Nkuba,,,nkuba-ken,K. Nkuba,M,27,180,165,M,961902,EUR,1011571200,D,27,27,True,9.0,8.0,1.0,1.0,0.0,4.0,5.0,4.0,4.0,,1.0,,,12.0,17.0,6.6,3.0,0.00343686,0,,,,3.0,2.0,2.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,1.0,,,
12421094,home,KRC Genk,Yira Collins Sor,,,yira-collins-sor,Y. C. Sor,F,14,174,386,M,985162,EUR,964396800,F,14,14,True,8.0,5.0,,,0.0,4.0,5.0,1.0,3.0,,1.0,,,12.0,11.0,6.6,4.0,0.00132425,2,,,,,,,,,,,,,,1.0,0.0817,,,,,1.0,,,,,,,,,1.0,
12421094,home,KRC Genk,Noah Adedeji-Sternberg,Noah Adedeji-Sternberg,,noah-adedeji-sternberg,N. Adedeji-Sternberg,M,32,182,619,M,1512197,EUR,1119139200,F,32,32,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,2.0,,,13.0,9.0,6.5,2.0,0.00472658,0,,,,3.0,2.0,,,,,,,2.0,1.0,,,,,,2.0,,1.0,,,,,,,,,
12421094,home,KRC Genk,Hyun-gyu Oh,,,hyun-gyu-oh,H. Oh,F,9,185,4405,M,1010634,EUR,987033600,F,9,9,True,4.0,3.0,,,0.0,,,3.0,4.0,,1.0,,,12.0,7.0,6.6,2.0,0.0188447,1,,,,2.0,1.0,,,,,,,,,,0.017,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,
12421094,home,KRC Genk,Mike Penders,Mike Penders,,mike-penders,M. Penders,G,39,199,4402,M,1149148,EUR,1122768000,G,39,39,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421094,home,KRC Genk,Josue Ndenge Kongolo,,,josue-ndenge-kongolo,J. N. Kongolo,D,44,184,312,M,1396029,EUR,1144886400,D,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421094,home,KRC Genk,Adrian Palacios,,,palacios-adrian,A. Palacios,D,34,186,281,M,1393681,EUR,1086566400,D,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421094,home,KRC Genk,Thomas Claes,,,claes-thomas,T. Claes,M,8,181,137,M,1188173,EUR,1080259200,M,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421094,home,KRC Genk,Konstantinos Karetsas,,,konstantinos-karetsas,K. Karetsas,M,20,171,6599,M,1468744,EUR,1195430400,M,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421094,away,Sint-Truidense VV,Léo Kokubo,,,leo-kokubo,L. Kokubo,G,16,193,966,M,997020,EUR,980208000,G,16,16,False,34.0,28.0,14.0,8.0,0.0,27.0,28.0,1.0,6.0,1.0,4.0,4.0,4.0,90.0,40.0,6.8,6.0,0.00029178,0,-0.1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421094,away,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187,193,M,1047163,EUR,1027468800,D,20,20,False,33.0,27.0,6.0,,0.0,25.0,26.0,2.0,7.0,4.0,8.0,,,90.0,49.0,6.4,7.0,0.00056037,0,,,,7.0,7.0,3.0,,,,2.0,,3.0,1.0,,,,3.0,,2.0,,3.0,,,1.0,,,,,,
12421094,away,Sint-Truidense VV,Shogo Taniguchi,Shogo,Taniguchi,shogo-taniguchi,S. Taniguchi,D,5,182,732,M,386958,EUR,679536000,D,5,5,False,6.0,4.0,1.0,,0.0,2.0,3.0,2.0,3.0,1.0,1.0,,,15.0,7.0,3.0,2.0,0.00029005,0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
12421094,away,Sint-Truidense VV,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190,68,M,247321,EUR,705456000,D,31,31,False,47.0,37.0,9.0,5.0,0.0,32.0,39.0,5.0,8.0,5.0,6.0,,,87.0,58.0,6.4,10.0,0.00246989,1,,,,4.0,5.0,1.0,,,,,,1.0,1.0,,0.0369,,1.0,,1.0,,1.0,2.0,,1.0,,True,2.0,,1.0,
12421094,away,Sint-Truidense VV,Louis Patris,,,louis-patris,L. Patris,M,27,187,275,M,923972,EUR,991872000,M,19,19,False,21.0,13.0,3.0,,1.0,7.0,10.0,6.0,11.0,,2.0,,,90.0,40.0,6.6,13.0,0.269014,0,,,,8.0,4.0,2.0,,,,,5.0,3.0,1.0,2.0,,,,2.0,1.0,,2.0,2.0,,1.0,1.0,,,,,
12421094,away,Sint-Truidense VV,Joel Chima Fujita,,,joel-chima-fujita,J. C. Fujita,M,16,175,1436,M,1002461,EUR,1013817600,M,8,8,False,31.0,25.0,4.0,1.0,0.0,18.0,22.0,7.0,9.0,2.0,8.0,,,87.0,41.0,6.3,7.0,0.0157262,0,,,,5.0,2.0,1.0,,,,,1.0,2.0,1.0,,,,,1.0,,,,3.0,,,,,,,,
12421094,away,Sint-Truidense VV,Ryotaro Ito,Ryotaro,Ito,ryotaro-ito,R. Ito,M,13,174,672,M,831697,EUR,886723200,M,13,13,False,22.0,19.0,3.0,2.0,0.0,13.0,15.0,6.0,8.0,,5.0,,,78.0,35.0,6.2,9.0,0.0111734,3,,,1.0,4.0,4.0,,1.0,,,,,2.0,2.0,2.0,0.3883,,,2.0,1.0,1.0,1.0,,,,,,2.0,,2.0,
12421094,away,Sint-Truidense VV,Ryoya Ogawa,,,ryoya-ogawa,R. Ogawa,M,7,182,155,M,790973,EUR,848793600,M,2,2,False,39.0,31.0,2.0,,1.0,24.0,30.0,8.0,13.0,1.0,5.0,,,90.0,76.0,6.9,20.0,0.28259,0,,,4.0,6.0,5.0,1.0,,,,1.0,1.0,4.0,3.0,2.0,,,,2.0,4.0,,,,1.0,1.0,2.0,,,1.0,,
12421094,away,Sint-Truidense VV,Billal Brahimi,,,billal-brahimi,B. Brahimi,F,26,183,3098,M,948250,EUR,952992000,F,7,7,False,28.0,21.0,6.0,4.0,0.0,9.0,11.0,13.0,21.0,1.0,4.0,,,90.0,45.0,6.7,16.0,0.254474,3,,,4.0,8.0,2.0,2.0,,1.0,,,,,,1.0,0.1477,0.2142,,2.0,3.0,,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,
12421094,away,Sint-Truidense VV,Adriano Bertaccini,,,adriano-bertaccini,A. Bertaccini,F,91,173,746,M,867250,EUR,966124800,F,91,91,False,12.0,10.0,1.0,1.0,0.0,5.0,6.0,5.0,6.0,,1.0,,,78.0,23.0,8.6,5.0,0.010782,6,,,,2.0,,1.0,,4.0,2.0,,,,,3.0,0.5977,1.5623,,,,1.0,1.0,,,,,,,,1.0,
12421094,away,Sint-Truidense VV,Kahveh Zahiroleslam,Kahveh Zahiroleslam,,kahveh-zahiroleslam,K. Zahiroleslam,F,18,193,237,M,1519355,EUR,1023926400,F,15,15,False,6.0,5.0,1.0,1.0,0.0,3.0,3.0,2.0,3.0,,,,,24.0,11.0,6.5,3.0,0.00140789,0,,,,3.0,2.0,,,,,,,,,,,,,2.0,1.0,,,1.0,,1.0,,,1.0,,,
12421094,away,Sint-Truidense VV,Robert-Jan Vanwesemael,,,vanwesemael-robert-jan,R. Vanwesemael,M,60,175,67,M,1047164,EUR,1017100800,D,60,60,True,23.0,19.0,2.0,,0.0,12.0,13.0,7.0,10.0,2.0,3.0,,,66.0,37.0,6.1,10.0,0.00387664,0,,,,3.0,,1.0,,,,,,,,4.0,,,,2.0,,,,,,,1.0,,,,,
12421094,away,Sint-Truidense VV,Rihito Yamamoto,,,rihito-yamamoto,R. Yamamoto,M,6,179,455,M,1030211,EUR,1008115200,M,6,6,True,8.0,5.0,1.0,1.0,0.0,4.0,5.0,1.0,3.0,,2.0,,,12.0,13.0,6.5,4.0,0.00012442,0,,,,3.0,2.0,1.0,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,1.0,,,
12421094,away,Sint-Truidense VV,Joselpho Barnes,,,joselpho-barnes,J. Barnes,F,,185,65,M,1100555,EUR,1008115200,F,23,23,True,2.0,1.0,,,0.0,,,1.0,2.0,,2.0,,,12.0,7.0,6.6,3.0,0.00124927,0,,,,1.0,2.0,,,,,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,
12421094,away,Sint-Truidense VV,Isaías Delpupo,Isaias Del Pupo,,delpupo-isaias,I. Delpupo,M,11,176,147,M,1046241,EUR,1049068800,M,11,11,True,1.0,1.0,,,0.0,1.0,1.0,,,,1.0,,,10.0,5.0,6.6,1.0,2.06e-06,0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,
12421094,away,Sint-Truidense VV,Andrés Ferrari,,,andres-ferrari,A. Ferrari,F,9,183,452,M,1177406,EUR,1041552000,F,9,9,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,10.0,2.0,6.6,,0.00220669,0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,
12421094,away,Sint-Truidense VV,Jo Coppens,,,jo-coppens,J. Coppens,G,12,190,48,M,45854,EUR,661737600,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421094,away,Sint-Truidense VV,Hugo Lambotte,Hugo Lambotte,,hugo-lambotte,H. Lambotte,D,34,180,27,M,1888649,EUR,1150675200,D,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421094,away,Sint-Truidense VV,Zineddine Belaid,,,zineddine-belaid,Z. Belaid,D,5,187,3379,M,1018822,EUR,921888000,D,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421094,away,Sint-Truidense VV,Olivier Dumont,Olivier Dumont,,olivier-dumont,O. Dumont,M,14,182,41,M,1127338,EUR,1015372800,M,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
