match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_wonContest,stat_outfielderBlock,stat_lastManTackle,player_sofascoreId,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_hitWoodwork,stat_blockedScoringAttempt,stat_challengeLost,stat_bigChanceCreated,stat_totalOffside,stat_goodHighClaim,stat_goals,stat_clearanceOffLine
12117146,home,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189,1142,M,358524,EUR,829353600,G,22,22,False,30.0,27.0,4.0,1.0,0.0,26.0,28.0,1.0,2.0,1.0,8.0,1.0,1.0,1.0,3.0,3.0,90.0,38.0,6.7,3.0,0.00034337,0,-0.3169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117146,home,Bahia,Santiago Arias,santiago-arias,S. Arias,D,13,177,3440,M,158583,EUR,695260800,D,13,13,False,28.0,22.0,,,0.0,7.0,7.0,16.0,25.0,1.0,1.0,,,,,,59.0,48.0,6.5,14.0,0.0255219,0,,,,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12117146,home,Bahia,Kanu,kanu,Kanu,D,4,186,926,M,871705,EUR,857692800,D,4,4,False,81.0,74.0,1.0,1.0,0.0,48.0,51.0,26.0,30.0,8.0,8.0,2.0,,,,,90.0,93.0,7.3,7.0,0.00959477,0,,,,,,6.0,,1.0,4.0,2.0,1.0,1.0,,3.0,,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,
12117146,home,Bahia,Víctor Cuesta,victor-cuesta,Víctor Cuesta,D,31,187,553,M,587148,EUR,595900800,D,15,15,False,74.0,65.0,3.0,,0.0,48.0,51.0,17.0,23.0,6.0,4.0,2.0,,,,,74.0,84.0,6.8,11.0,0.00421664,0,,,,,,2.0,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,,,3.0,,,1.0,,,,,,,,,,,,,,,
12117146,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176,3659,M,1017264,EUR,935884800,D,46,46,False,48.0,42.0,4.0,1.0,0.0,24.0,26.0,19.0,24.0,,2.0,,,,,,59.0,51.0,6.5,7.0,0.126527,0,,,,2.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12117146,home,Bahia,Everton Ribeiro,everton-ribeiro,E. Ribeiro,M,10,174,5845,M,145063,EUR,608169600,M,10,10,False,75.0,66.0,4.0,3.0,0.0,11.0,12.0,55.0,66.0,5.0,2.0,1.0,,,,,90.0,96.0,7.0,19.0,0.12183,1,,,,3.0,,8.0,2.0,3.0,,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,evertonri,True,1.0,1.0,0.0645,0.38,,,,,,,,,
12117146,home,Bahia,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,19,19,False,90.0,81.0,4.0,2.0,0.0,36.0,38.0,45.0,53.0,8.0,4.0,1.0,,,,,90.0,105.0,7.5,12.0,0.0399498,1,,,,1.0,,4.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,,1.0,1.0,2.0,,,,,,,0.2627,,1.0,1.0,,,,,,,
12117146,home,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181,3752,M,927975,EUR,898473600,M,6,6,False,38.0,35.0,3.0,1.0,0.0,15.0,16.0,20.0,22.0,7.0,3.0,3.0,,,,,81.0,53.0,6.6,8.0,0.0401727,0,,,,,,8.0,2.0,3.0,,,2.0,,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12117146,home,Bahia,Cauly,cauly,Cauly,M,8,175,2903,M,255873,EUR,811123200,M,8,8,False,42.0,34.0,2.0,1.0,0.0,7.0,8.0,27.0,36.0,4.0,4.0,2.0,,,,,74.0,54.0,7.0,12.0,0.031177,3,,,,2.0,,2.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,0.1977,,1.0,,2.0,,,,,,
12117146,home,Bahia,Thaciano,thaciano,Thaciano,M,16,182,1796,M,872039,EUR,800236800,F,16,16,False,16.0,14.0,,,0.0,5.0,5.0,9.0,11.0,3.0,2.0,1.0,,,,,90.0,25.0,7.3,3.0,0.0618669,3,,,,,,3.0,,,3.0,,,,1.0,,2.0,1.0,2.0,,,,,,,1.0,0.2296,0.05,2.0,,,2.0,1.0,,,,
