match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_challengeLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_wasFouled,stat_keyPass,captain,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,player_sofascoreId,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed
11391452,home,Metz,Simon Elisor,elisor-simon,S. Elisor,F,12,186,169,M,1049526,EUR,932515200,F,11,11,False,21.0,13.0,,,2.0,4.0,12.0,18.0,1.0,4.0,,,,,90.0,37.0,7.6,15.0,0.100225,1,,1.0,2.0,6.0,8.0,11.0,3.0,1.0,1.0,,,1.0,1.0,0.5547,,,4.0,3.0,,,,3.0,1.0,,,1.0,,,,1.0,1.0,1.0,
11391452,home,Metz,Fali Candé,fali-cande,F. Candé,D,5,184,402,M,892430,EUR,885600000,D,5,5,True,3.0,3.0,,,1.0,1.0,2.0,2.0,2.0,,,,,,22.0,8.0,6.9,,0.00066222,0,,,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
11391452,home,Metz,Kévin N'Doram,kevin-ndoram,K. N'Doram,M,96,184,91,M,823476,EUR,822268800,M,6,6,True,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,11.0,3.0,6.6,,0.00012972,0,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11391452,home,Metz,Joel Asoro,joel-asoro,J. Asoro,F,99,175,213,M,825901,EUR,925171200,F,99,99,True,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,11.0,6.0,7.5,1.0,0.00014501,1,,1.0,,,,1.0,,1.0,1.0,,,,,0.1207,,,,,,,,,,,,,,,,1.0,1.0,,
11391452,home,Metz,Jean N'Guessan,jean-nguessan,J. N'Guessan,M,79,170,159,M,1110705,EUR,1050537600,M,21,21,True,3.0,2.0,,,1.0,2.0,1.0,1.0,,1.0,,,,,1.0,5.0,,3.0,0.00023222,0,,,,,1.0,,1.0,,,,,,,,,,1.0,,Jean N'Guessan,,,,,,,,,,,,,,
11391452,home,Metz,Malick Mbaye,mbaye-malick,M. Mbaye,F,11,173,790,M,1463503,EUR,1081209600,M,26,26,True,,,,,,,,,,,,,,,1.0,1.0,,1.0,,0,,,,,1.0,,1.0,,,,,,,,,,,,Malick Mbaye,,,,,,,,,,,,,,
11391452,home,Metz,Guillaume Dietsch,guillaume-dietsch,G. Dietsch,G,30,184,78,M,986770,EUR,987465600,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391452,home,Metz,Koffi Kouao,kouao-koffi,K. Kouao,D,39,173,315,M,867575,EUR,895622400,D,39,39,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391452,home,Metz,Ibou Sane,sane-ibou,I. Sane,F,29,180,636,M,1470032,EUR,1111968000,F,37,37,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Ibou,Sane,,,,,,,,,,,,,
11391452,home,Metz,Benjamin Tetteh,benjamin-tetteh,B. Tetteh,F,30,193,539,M,796324,EUR,868492800,F,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391452,away,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,32.0,27.0,8.0,3.0,27.0,28.0,,4.0,1.0,10.0,1.0,,1.0,1.0,90.0,43.0,6.3,5.0,0.00010409,0,-1.3641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391452,away,Nantes,Jean-Kévin Duverne,jean-kevin-duverne,J. Duverne,D,29,184,2643,M,845930,EUR,868665600,D,2,2,False,63.0,53.0,7.0,3.0,29.0,29.0,24.0,35.0,,7.0,,,,,90.0,73.0,6.2,12.0,0.0683283,0,,1.0,4.0,1.0,8.0,2.0,,1.0,1.0,,1.0,,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,
11391452,away,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,97.0,88.0,7.0,4.0,59.0,62.0,29.0,35.0,3.0,12.0,,,,,90.0,105.0,6.8,9.0,0.0251508,0,,,1.0,2.0,1.0,4.0,,,,,1.0,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,
11391452,away,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,60.0,51.0,3.0,1.0,23.0,26.0,29.0,36.0,2.0,4.0,,,,,54.0,75.0,7.1,11.0,0.163168,0,,2.0,4.0,,6.0,3.0,1.0,,,,1.0,3.0,1.0,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,,,
11391452,away,Nantes,Marcus Coco,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,M,11,11,False,34.0,28.0,3.0,,16.0,16.0,12.0,21.0,1.0,3.0,,,,,54.0,51.0,6.5,10.0,0.0198778,1,,3.0,3.0,1.0,6.0,4.0,,2.0,1.0,1.0,,1.0,1.0,0.0445,1.0,,,1.0,,,,1.0,,,,,,,,,,,
11391452,away,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,89.0,77.0,9.0,4.0,38.0,40.0,39.0,49.0,1.0,7.0,,,,,90.0,92.0,6.8,12.0,0.0660548,0,,,1.0,3.0,1.0,3.0,,,,,1.0,,,,,,,1.0,,,,,,True,,,,,,,,,
11391452,away,Nantes,Samuel Moutoussamy,moutoussamy-samuel,S. Moutoussamy,M,92,178,6604,M,892624,EUR,839808000,M,8,8,False,32.0,26.0,1.0,,12.0,14.0,14.0,18.0,1.0,2.0,,,,,81.0,42.0,6.7,6.0,0.0102762,1,,,1.0,1.0,4.0,4.0,,,,,,3.0,2.0,0.0626,1.0,,,2.0,Samuel,Moutoussamy,1.0,,,,,,,,,,,,
11391452,away,Nantes,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173,1164,M,1102502,EUR,1021507200,M,29,29,False,36.0,25.0,3.0,,12.0,14.0,13.0,25.0,,4.0,,,,,60.0,56.0,6.5,16.0,0.0141706,0,,3.0,,1.0,1.0,1.0,,1.0,,,2.0,,,,,,1.0,,Quentin Merlin,,,,,,,,,,,,,,
11391452,away,Nantes,Florent Mollet,florent-mollet,F. Mollet,M,91,174,195,M,234230,EUR,690508800,F,25,25,False,43.0,33.0,2.0,1.0,12.0,12.0,22.0,37.0,,2.0,,,,,90.0,61.0,6.7,19.0,0.07207,3,,6.0,,1.0,2.0,4.0,1.0,2.0,1.0,1.0,,,,0.4665,,,2.0,,,,2.0,2.0,2.0,,,1.0,,,,,,,1.0
11391452,away,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,F,27,27,False,34.0,28.0,2.0,2.0,5.0,5.0,25.0,34.0,,,,,,,90.0,52.0,7.7,12.0,0.169064,3,,5.0,1.0,2.0,5.0,5.0,3.0,3.0,3.0,,,,,0.3799,1.0,,,,,,,,3.0,,,2.0,,,,3.0,1.0,1.0,1.0
11391452,away,Nantes,Mostafa Mohamed,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,False,13.0,12.0,3.0,3.0,7.0,8.0,5.0,5.0,,,,,,,54.0,20.0,6.7,2.0,0.0564914,2,,,1.0,,3.0,1.0,,1.0,1.0,1.0,,,,0.1012,1.0,,1.0,1.0,,,1.0,,1.0,,,,,mostafamohamed11,,,,,
11391452,away,Nantes,Eray Cömert,eray-comert,E. Cömert,D,24,183,508,M,814023,EUR,886550400,D,24,24,True,27.0,24.0,4.0,3.0,16.0,16.0,8.0,11.0,,2.0,,,,,36.0,35.0,6.9,4.0,0.00486261,1,,,,1.0,2.0,5.0,,,,1.0,,2.0,1.0,0.0725,,,,2.0,,,,2.0,1.0,,,,,,,,,,
11391452,away,Nantes,Matthis Abline,abline-matthis,M. Abline,F,10,182,1315,M,999070,EUR,1048809600,F,39,39,True,9.0,7.0,1.0,1.0,2.0,2.0,5.0,7.0,,1.0,,,,,36.0,13.0,6.6,3.0,0.0129492,2,,,2.0,,2.0,1.0,,,,1.0,,,,0.0854,,,1.0,,,,1.0,1.0,,,,,,,,,,,
11391452,away,Nantes,Ignatius Ganago,ignatius-ganago,I. Ganago,F,37,176,477,M,890329,EUR,919123200,F,7,7,True,10.0,7.0,,,3.0,3.0,5.0,10.0,,3.0,,,,,36.0,21.0,7.1,7.0,0.396327,2,,3.0,1.0,1.0,3.0,1.0,,1.0,,1.0,1.0,,,0.1245,1.0,,1.0,,,,1.0,,2.0,,,1.0,2.0,,,,,,
11391452,away,Nantes,Jaouen Hadjam,jaouen-hadjam,J. Hadjam,D,3,184,9178,M,1049534,EUR,1048636800,D,26,26,True,23.0,21.0,1.0,,11.0,11.0,10.0,13.0,,3.0,,,,,30.0,34.0,6.7,5.0,0.00556032,1,,1.0,,,3.0,2.0,2.0,,,1.0,2.0,1.0,,0.0381,,,,1.0,Jaouen Hadjam,,,1.0,1.0,,,,,jaouen.h3,,,,,
11391452,away,Nantes,Adson,adson,Adson,M,28,171,2146,M,1105970,EUR,970790400,M,20,20,True,13.0,12.0,,,5.0,5.0,7.0,8.0,,1.0,,,,,9.0,17.0,6.8,2.0,0.00750312,0,,,,,,2.0,,,,,,2.0,2.0,,,,1.0,,Adson,,,,,,,,,,,,,,
11391452,away,Nantes,Rémy Descamps,remy-descamps,R. Descamps,G,40,194,488,M,788180,EUR,835660800,G,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391452,away,Nantes,Ronaël Pierre-Gabriel,ronael-pierre-gabriel,R. Pierre-Gabriel,D,18,175,899,M,826293,EUR,897696000,D,18,18,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391452,away,Nantes,Abdoul Kader Bamba,abdoul-kader-bamba,K. Bamba,M,32,176,177,M,938270,EUR,769824000,F,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391452,away,Nantes,Moussa Sissoko,moussa-sissoko,M. Sissoko,M,17,187,1081,M,27014,EUR,619228800,M,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
