match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_aerialLost,stat_shotOffTarget,stat_expectedGoals,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,player_firstName,player_lastName,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,player_sofascoreId,stat_clearanceOffLine,stat_blockedScoringAttempt
11396338,home,SV Werder Bremen,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,30,30,False,34.0,28.0,16.0,10.0,25.0,27.0,3.0,7.0,1.0,2.0,1.0,10.0,1.0,1.0,2.0,5.0,7.0,2.0,1.0,90.0,52.0,8.4,7.0,0.00521373,0,1.6927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396338,home,SV Werder Bremen,Christian Groß,christian-gross,C. Groß,D,,182,27,M,40323,EUR,602899200,D,36,36,False,40.0,35.0,5.0,3.0,29.0,32.0,7.0,11.0,,1.0,2.0,5.0,,1.0,,,,,,82.0,49.0,6.2,8.0,0.0511998,0,,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396338,home,SV Werder Bremen,Marco Friedl,marco-friedl,M. Friedl,D,32,187,536,M,825771,EUR,890006400,D,32,32,False,51.0,45.0,9.0,7.0,37.0,40.0,8.0,11.0,1.0,7.0,8.0,10.0,4.0,1.0,,,,,,90.0,76.0,7.5,10.0,0.0230617,0,,,,4.0,1.0,,,,,True,2.0,2.0,1.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,
11396338,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,D,3,3,False,78.0,70.0,9.0,8.0,49.0,52.0,21.0,26.0,,,3.0,8.0,,,,,,,,90.0,84.0,7.0,8.0,0.00685266,0,,,,4.0,1.0,,,1.0,,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,
11396338,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,36.0,29.0,4.0,3.0,15.0,17.0,15.0,20.0,,3.0,1.0,7.0,2.0,,,,,,,90.0,57.0,6.8,14.0,0.270561,1,,1.0,1.0,4.0,,,3.0,,1.0,,,4.0,1.0,,1.0,1.0,1.0,1.0,0.0567,,,,,,,,,,,,,
11396338,home,SV Werder Bremen,Leonardo Bittencourt,leonardo-bittencourt,L. Bittencourt,M,10,171,295,M,111969,EUR,756259200,M,10,10,False,27.0,26.0,,,14.0,14.0,13.0,14.0,,1.0,,5.0,,,,,,,,82.0,40.0,6.6,9.0,0.397924,1,,1.0,1.0,9.0,,,5.0,4.0,2.0,,,4.0,1.0,,,,2.0,1.0,0.0288,1.0,,,,,,,,,,,,
11396338,home,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,46.0,31.0,5.0,2.0,21.0,30.0,10.0,16.0,3.0,6.0,3.0,5.0,2.0,1.0,,,,,,90.0,59.0,6.9,15.0,0.0230696,1,,,,6.0,2.0,,,3.0,1.0,,,,,1.0,1.0,2.0,1.0,1.0,0.2897,,1.0,1.0,,,,,,,,,,
11396338,home,SV Werder Bremen,Felix Agu,agu-felix,F. Agu,M,27,180,629,M,933398,EUR,938390400,M,27,27,False,33.0,25.0,2.0,1.0,15.0,17.0,11.0,17.0,,5.0,2.0,5.0,1.0,2.0,,,,,,82.0,61.0,6.7,14.0,0.0482239,0,,1.0,1.0,5.0,,,1.0,1.0,1.0,,1.0,5.0,2.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,
11396338,home,SV Werder Bremen,Justin Njinmah,justin-njinmah,J. Njinmah,F,11,185,714,M,1005343,EUR,974246400,F,17,17,False,18.0,15.0,,,9.0,9.0,6.0,9.0,,6.0,1.0,2.0,1.0,3.0,,,,,,87.0,34.0,7.3,7.0,0.0144906,3,,,,5.0,1.0,,3.0,1.0,,,,3.0,2.0,,,,2.0,2.0,0.4048,,,1.0,,,1.0,1.0,1.0,0.2973,,,,
11396338,home,SV Werder Bremen,Marvin Ducksch,marvin-ducksch,M. Ducksch,F,33,187,1088,M,258325,EUR,762998400,F,7,7,False,17.0,8.0,,,4.0,5.0,4.0,13.0,1.0,1.0,,1.0,,,,,,,,90.0,27.0,6.8,14.0,0.0192447,3,,1.0,,3.0,,,2.0,,1.0,,2.0,,,,1.0,,1.0,3.0,0.4763,,,,,,,,,,1.0,,,
11396338,home,SV Werder Bremen,Rafael Borré,rafael-borre,R. Borré,F,19,174,5880,M,560116,EUR,811123200,F,19,19,False,23.0,16.0,1.0,1.0,10.0,13.0,7.0,12.0,1.0,3.0,2.0,3.0,,,,,,,,62.0,40.0,7.3,12.0,0.224755,2,,2.0,1.0,3.0,,,1.0,,2.0,,2.0,2.0,2.0,,1.0,,1.0,1.0,0.2534,1.0,,,,,1.0,1.0,,,,rafaelsantosborre,,
11396338,home,SV Werder Bremen,Romano Schmid,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,M,20,20,True,12.0,10.0,,,3.0,4.0,7.0,8.0,,1.0,,2.0,1.0,,,,,,,28.0,15.0,6.6,4.0,0.00868304,0,,,,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
11396338,home,SV Werder Bremen,Olivier Deman,deman-olivier,O. Deman,D,2,181,445,M,960114,EUR,954979200,D,2,2,True,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,1.0,,,,,,,,,8.0,5.0,6.5,1.0,0.00671085,0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396338,home,SV Werder Bremen,Senne Lynen,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,True,4.0,3.0,,,1.0,1.0,2.0,3.0,,,1.0,1.0,,,,,,,,8.0,6.0,6.6,1.0,0.00214478,0,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
11396338,home,SV Werder Bremen,Nick Woltemade,nick-woltemade,N. Woltemade,F,27,198,55679,M,980623,EUR,1013644800,F,29,29,True,5.0,3.0,,,1.0,2.0,2.0,3.0,1.0,1.0,,1.0,,,,,,,,8.0,6.0,6.5,2.0,0.00140367,0,,,,2.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
11396338,home,SV Werder Bremen,Dawid Kownacki,dawid-kownacki,D. Kownacki,F,9,186,2579,M,286103,EUR,858297600,F,9,9,True,1.0,1.0,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,9.0,3.0,6.5,2.0,0.00688672,0,,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11396338,home,SV Werder Bremen,Jiří Pavlenka,jiri-pavlenka,J. Pavlenka,G,1,196,521,M,154040,EUR,703209600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396338,home,SV Werder Bremen,Jakob Löpping,jakob-lopping,J. Löpping,M,,178,6,M,1137891,EUR,1056067200,M,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396338,home,SV Werder Bremen,Cimo Röcker,cimo-rocker,C. Röcker,M,40,186,11,M,138151,EUR,759110400,D,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396338,home,SV Werder Bremen,Kein Sato,kein-sato,K. Sato,F,16,178,182,M,1154636,EUR,994809600,F,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Kein Sato,,,,,,,,,
11396338,away,RB Leipzig,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,21,21,False,49.0,45.0,13.0,9.0,37.0,37.0,8.0,12.0,,,,7.0,,,3.0,,1.0,,,90.0,59.0,6.9,4.0,0.00483126,0,-0.7027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396338,away,RB Leipzig,Benjamin Henrichs,benjamin-henrichs,B. Henrichs,D,39,182,1142,M,319857,EUR,856656000,D,39,39,False,65.0,54.0,6.0,4.0,26.0,29.0,28.0,39.0,,2.0,,8.0,2.0,,,,,,,90.0,85.0,7.1,18.0,0.0792217,0,,3.0,,3.0,,,2.0,1.0,2.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11396338,away,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,717,M,319853,EUR,833760000,D,16,16,False,73.0,64.0,10.0,4.0,48.0,52.0,16.0,21.0,2.0,3.0,3.0,7.0,1.0,,,,,,,90.0,81.0,6.6,9.0,0.0192831,0,,,,4.0,2.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
