match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_outfielderBlock,stat_totalCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_fouls,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim,player_sofascoreId,stat_clearanceOffLine
11618169,home,RWDM Brussels,Theo Defourny,,,theo-defourny,T. Defourny,G,33,194.0,37,M,156736,EUR,704160000,G,33,33,False,True,38.0,25.0,18.0,5.0,22.0,23.0,3.0,15.0,1.0,3.0,5.0,5.0,5.0,1.0,90.0,50.0,7.1,14.0,0.0,0.0,0.00094661,0,-1.1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11618169,home,RWDM Brussels,William Klaus,,,william-klaus,W. Klaus,D,4,187.0,154,M,866721,EUR,758246400,D,4,4,False,,55.0,49.0,5.0,2.0,36.0,39.0,13.0,16.0,7.0,9.0,7.0,,,,90.0,73.0,6.9,7.0,0.045,0.074,0.0117428,1,,4.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11618169,home,RWDM Brussels,Luis Segovia,,,luis-segovia,Luis Segovia,D,4,182.0,357,M,827141,EUR,877824000,D,2,2,False,,73.0,56.0,12.0,2.0,42.0,50.0,14.0,23.0,5.0,8.0,11.0,,,,90.0,90.0,6.7,17.0,0.0,0.0,0.0101918,0,,2.0,3.0,2.0,,,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
11618169,home,RWDM Brussels,Florian Le Joncour,,,florian-le-joncour,F. L. Joncour,D,3,192.0,51,M,787816,EUR,791769600,D,3,3,False,,29.0,25.0,1.0,1.0,20.0,21.0,5.0,8.0,5.0,2.0,3.0,,,,41.0,40.0,6.7,5.0,0.0,0.0,0.00084898,0,,1.0,3.0,2.0,,,,2.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
11618169,home,RWDM Brussels,Junior Marsoni Sambu Mansoni​,,,junior-marsoni-sambu-mansoni,J. M. S. Mansoni,D,70,185.0,79,M,874855,EUR,833760000,M,21,21,False,,42.0,34.0,4.0,1.0,24.0,29.0,10.0,14.0,7.0,4.0,12.0,,,,90.0,83.0,6.6,22.0,0.5494,0.2762,0.0696532,1,,1.0,,7.0,,1.0,,3.0,3.0,4.0,1.0,,1.0,1.0,1.0,7.0,3.0,1.0,1.0,,,,,,,,,,,
11618169,home,RWDM Brussels,Pierre Dwomoh,,,pierre-dwomoh,P. Dwomoh,M,14,185.0,434,M,996993,EUR,1087776000,M,6,6,False,,43.0,42.0,3.0,3.0,26.0,27.0,16.0,16.0,5.0,,11.0,,,,73.0,58.0,8.8,3.0,0.2918,0.8543,0.325379,1,,1.0,,3.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,
11618169,home,RWDM Brussels,Shuto Abe,,,abe-shuto,S. Abe,M,13,171.0,137,M,986780,EUR,881280000,M,8,8,False,,25.0,16.0,3.0,,7.0,11.0,9.0,14.0,4.0,2.0,5.0,,,,52.0,36.0,6.3,11.0,0.2157,0.6041,0.00445718,2,,1.0,1.0,5.0,,2.0,,2.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,3.0,,,,,,,,,,,
11618169,home,RWDM Brussels,Abner,,,abner,Abner,D,30,177.0,87,M,330061,EUR,833414400,M,26,26,False,,34.0,25.0,3.0,2.0,15.0,21.0,10.0,15.0,6.0,3.0,6.0,,,,90.0,60.0,7.0,15.0,0.0,0.0,0.0101884,0,,2.0,,2.0,,,2.0,,,1.0,3.0,,,,2.0,3.0,3.0,,,,,,,,,,,,,
11618169,home,RWDM Brussels,Xavier Mercier,,,xavier-mercier,X. Mercier,F,,171.0,74,M,102806,EUR,617328000,F,30,30,False,,30.0,24.0,4.0,3.0,12.0,13.0,14.0,23.0,5.0,,4.0,,,,73.0,47.0,7.7,14.0,0.0,0.0,0.458946,0,,,,3.0,,,,1.0,1.0,1.0,1.0,4.0,3.0,,6.0,3.0,3.0,,,,2.0,,2.0,,,,,,,
11618169,home,RWDM Brussels,Mickaël Biron,,,mickael-biron,M. Biron,F,7,170.0,132,M,986817,EUR,872553600,F,7,7,False,,24.0,19.0,1.0,1.0,7.0,8.0,12.0,16.0,7.0,2.0,3.0,,,,90.0,47.0,6.7,14.0,0.1013,0.0,0.0225844,2,,2.0,,8.0,1.0,,,1.0,1.0,4.0,3.0,,,,,8.0,3.0,,,,,,,1.0,1.0,1.0,,,,
11618169,home,RWDM Brussels,Makhtar Gueye,,,makhtar-gueye,M. Gueye,F,29,186.0,439,M,941164,EUR,881193600,F,9,9,False,,23.0,10.0,2.0,,4.0,10.0,6.0,13.0,9.0,3.0,1.0,,,,90.0,44.0,7.3,21.0,0.8133,0.748,0.0614878,2,,8.0,6.0,12.0,1.0,1.0,1.0,1.0,,5.0,1.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,,1.0,,,
11618169,home,RWDM Brussels,Moussa Sissako,,,sissako-moussa,M. Sissako,D,5,184.0,223,M,904998,EUR,973814400,D,44,44,True,,25.0,19.0,6.0,3.0,15.0,18.0,4.0,7.0,7.0,6.0,4.0,,,,49.0,38.0,6.8,7.0,0.0,0.0,0.00102804,0,,2.0,2.0,4.0,1.0,,,3.0,2.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,
11618169,home,RWDM Brussels,Jeff Reine-Adélaïde,,,jeff-reine-adelaide,J. Reine-Adélaïde,M,11,184.0,466,M,794269,EUR,884995200,M,77,77,True,,25.0,23.0,3.0,2.0,16.0,17.0,7.0,8.0,2.0,1.0,2.0,,,,38.0,31.0,6.5,2.0,0.014,0.1188,0.00246513,1,,,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,
