match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,player_firstName,player_lastName,stat_wonContest,stat_unsuccessfulTouch,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceCreated,player_sofascoreId,stat_shotOffTarget,stat_bigChanceMissed,stat_punches,stat_hitWoodwork,stat_totalOffside
12437751,home,Real Valladolid,Karl Hein,karl-hein,K. Hein,G,13,193,4102,M,991591,EUR,1018656000,G,13,13,False,27.0,19.0,17.0,9.0,0.0,12.0,14.0,7.0,13.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,90.0,34.0,7.5,8.0,0.00352197,0,0.5209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437751,home,Real Valladolid,Luis Pérez,luis-perez,L. Pérez,D,2,173,199,M,843180,EUR,791856000,D,2,2,False,26.0,21.0,5.0,2.0,0.0,13.0,16.0,11.0,17.0,,5.0,2.0,2.0,4.0,1.0,,,,90.0,56.0,7.3,12.0,0.295378,1,,True,7.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0148,0.0086,3.0,,,,,,,,,,,,,,,,,
12437751,home,Real Valladolid,Abdulay Juma Bah,abdulay-juma-bah,A. J. Bah,D,28,195,5965,M,1606792,EUR,1144713600,D,35,35,False,20.0,16.0,4.0,1.0,0.0,12.0,12.0,4.0,8.0,1.0,3.0,2.0,1.0,1.0,,,,,78.0,30.0,7.5,4.0,0.0019952,0,,,,,,,3.0,1.0,1.0,,,,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,
12437751,home,Real Valladolid,Cenk Özkaçar,cenk-ozkacar,C. Özkaçar,D,39,190,733,M,953097,EUR,970790400,D,6,6,False,4.0,4.0,,,0.0,4.0,4.0,,,,,,,1.0,,,,,14.0,5.0,6.6,,3.046e-05,0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12437751,home,Real Valladolid,Lucas Rosa,lucas-rosa,L. Rosa,D,2,177,706,M,970860,EUR,954720000,D,22,22,False,24.0,15.0,6.0,1.0,0.0,8.0,10.0,8.0,17.0,,3.0,3.0,,5.0,,,,,90.0,50.0,6.9,14.0,0.0211099,0,,,3.0,1.0,2.0,,1.0,2.0,2.0,2.0,,,,,4.0,,,,,1.0,1.0,,,,,,,,,
12437751,home,Real Valladolid,Víctor Meseguer,victor-meseguer,V. Meseguer,M,8,184,93,M,1010335,EUR,928886400,M,4,4,False,31.0,20.0,1.0,1.0,0.0,8.0,10.0,12.0,21.0,2.0,4.0,3.0,1.0,5.0,,,,,90.0,37.0,6.7,12.0,0.0352261,1,,,,,,,,1.0,1.0,1.0,0.019,,,1.0,2.0,,,,,,,1.0,1.0,,,,,,,
12437751,home,Real Valladolid,Stanko Jurić,juric-stanko,S. Jurić,M,24,189,498,M,921417,EUR,840153600,M,20,20,False,26.0,22.0,3.0,2.0,0.0,12.0,13.0,10.0,13.0,3.0,4.0,8.0,1.0,2.0,,,,,90.0,44.0,7.4,6.0,0.0217634,0,,,,,,,3.0,5.0,2.0,1.0,,,2.0,2.0,3.0,,,,,,2.0,,,1.0,,,,,,
12437751,home,Real Valladolid,Darwin Machís,darwin-machis,D. Machís,F,11,174,1580,M,252863,EUR,729043200,M,18,18,False,20.0,14.0,3.0,1.0,0.0,5.0,7.0,10.0,21.0,1.0,2.0,1.0,1.0,2.0,,,,,61.0,33.0,6.5,14.0,0.0193722,2,,,8.0,1.0,1.0,,,,,,0.0612,,1.0,,,,,,,,,,2.0,,,,,,,
12437751,home,Real Valladolid,Selim Amallah,amallah-selim,S. Amallah,M,21,187,6523,M,801211,EUR,848016000,M,21,21,False,10.0,8.0,,,0.0,1.0,1.0,7.0,10.0,1.0,5.0,3.0,,3.0,,,,,45.0,22.0,6.4,7.0,0.00482687,1,,,1.0,,3.0,,,1.0,,2.0,0.0134,,,,,,,,,1.0,1.0,1.0,,,selim_amallah,1.0,,,,
12437751,home,Real Valladolid,Raúl Moro,raul-moro,R. Moro,M,18,169,1584,M,980383,EUR,1039046400,M,11,11,False,15.0,12.0,3.0,3.0,0.0,5.0,6.0,7.0,10.0,1.0,6.0,6.0,1.0,2.0,1.0,,,,78.0,35.0,7.0,9.0,0.0798641,4,,,1.0,,6.0,1.0,1.0,2.0,2.0,,0.3358,0.2344,1.0,1.0,1.0,,,,,2.0,,,2.0,,,1.0,1.0,,,
