match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_ballRecovery,stat_totalTackle,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_fouls,stat_shotOffTarget,stat_wonTackle,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_goalAssist,stat_totalOffside,stat_keyPass,stat_wonContest,captain,stat_blockedScoringAttempt,stat_goals,stat_punches,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,player_sofascoreId,stat_bigChanceMissed
11452939,home,Abha,Devis Epassy,,,devis-epassy,D. Epassy,G,1,187.0,1481,M,362758,EUR,728611200,G,60,60,False,28.0,12.0,25.0,9.0,6.0,7.0,6.0,21.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,5.0,1.0,1.0,90.0,39.0,6.2,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452939,home,Abha,Saleh Al Qumayzi,,,saleh-al-qumayzi,S. Al Qumayzi,D,,180.0,9,M,160891,EUR,688780800,D,17,17,False,14.0,13.0,2.0,1.0,8.0,8.0,5.0,8.0,,1.0,,5.0,,,,,,,90.0,33.0,6.5,4.0,0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11452939,home,Abha,Ahmad Al Hbeab,Ahmad,Al Hbeab,ahmad-al-hbeab,A. A. Hbeab,D,76,176.0,1,M,818761,EUR,725932800,D,6,6,False,17.0,8.0,9.0,2.0,7.0,9.0,1.0,8.0,4.0,2.0,,2.0,,,,,,,90.0,25.0,6.0,9.0,0,,6.0,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11452939,home,Abha,Zakaria Al-Sudani,,,zakaria-al-sudani,Z. Al-Sudani,M,,183.0,5,M,328851,EUR,712195200,D,21,21,False,18.0,10.0,5.0,1.0,5.0,7.0,5.0,11.0,1.0,1.0,,2.0,,,,,,,90.0,31.0,6.7,8.0,1,,6.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
11452939,home,Abha,Mohammed Naji,Mohammed,Naji,mohammed-naji,M. Naji,D,4,170.0,4,M,893173,EUR,751939200,D,3,3,False,16.0,14.0,4.0,3.0,11.0,12.0,3.0,4.0,3.0,5.0,1.0,2.0,3.0,,,,,,90.0,36.0,6.7,4.0,0,,5.0,1.0,5.0,,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,
11452939,home,Abha,Fahad Bin Jumayah,,,fahad-bin-jumayah,F. B. Jumayah,D,14,170.0,22,M,893514,EUR,800064000,M,14,14,False,20.0,14.0,1.0,,7.0,7.0,7.0,16.0,8.0,9.0,1.0,3.0,6.0,,,,,,90.0,46.0,6.6,15.0,1,3.0,3.0,,,,2.0,3.0,2.0,,5.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,
11452939,home,Abha,Grzegorz Krychowiak,Grzegorz,Krychowiak,grzegorz-krychowiak,G. Krychowiak,M,4,187.0,2715,M,76227,EUR,633571200,M,5,5,False,36.0,25.0,7.0,5.0,13.0,18.0,12.0,18.0,1.0,3.0,,6.0,2.0,,,,,,90.0,51.0,7.9,12.0,2,,,2.0,2.0,1.0,,,,1.0,2.0,,1.0,,1.0,1.0,1.0,5.0,,,,,,,,,,
11452939,home,Abha,Uroš Matić,,,uros-matic,U. Matić,M,,185.0,66,M,63273,EUR,643420800,M,8,8,False,21.0,17.0,6.0,4.0,8.0,9.0,9.0,12.0,3.0,2.0,3.0,7.0,1.0,,,,,,90.0,30.0,6.6,5.0,1,,3.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11452939,home,Abha,François Kamano,,,francois-kamano,F. Kamano,M,45,182.0,1456,M,580800,EUR,830995200,M,11,11,False,19.0,15.0,2.0,2.0,7.0,8.0,8.0,12.0,7.0,4.0,3.0,4.0,3.0,,,,,,90.0,33.0,6.4,11.0,1,1.0,,,,,2.0,,3.0,1.0,1.0,5.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,
11452939,home,Abha,Saad Bguir,Saad,Bguir,bguir-saad,S. Bguir,M,18,178.0,637,M,563030,EUR,764294400,F,10,10,False,28.0,21.0,5.0,3.0,11.0,13.0,10.0,18.0,2.0,2.0,,7.0,,,,,,,89.0,42.0,7.5,12.0,3,3.0,,,,2.0,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,,,True,1.0,1.0,,,,,,
11452939,home,Abha,Saad Al-Salouli,,,saad-alselouli,S. Al-Salouli,M,24,168.0,15,M,917266,EUR,896054400,F,88,88,False,11.0,8.0,,,4.0,5.0,4.0,6.0,1.0,3.0,,4.0,,,,,,,90.0,22.0,6.9,6.0,2,,,,2.0,2.0,,1.0,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,
11452939,home,Abha,Nawaf Al Sadi,Nawaf Alsadi,,nawaf-alsadi,N. A. Sadi,M,18,172.0,64,M,1115888,EUR,972086400,F,64,64,True,2.0,1.0,,,,,1.0,2.0,1.0,,,1.0,,,,,,,8.0,5.0,6.5,2.0,1,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
11452939,home,Abha,Abdullah Al Shammari,,,abdullah-al-shammari,A. A. Shammari,G,,182.0,5,M,802092,EUR,690940800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452939,home,Abha,Mansour Jawhar,,,mansour-jawhar,M. Jawhar,G,1,180.0,2,M,793872,EUR,795571200,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452939,home,Abha,Mohammed Al-Konaideri,,,mohammed-al-konaideri,M. Al-Konaideri,D,12,175.0,21,M,1019340,EUR,971222400,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452939,home,Abha,Yousef Al Aqil,Yousef Al Aqil,,yousef-al-aqil,Y. A. Aqil,D,25,,6,M,1522213,EUR,857779200,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452939,home,Abha,Meshal Al Mutairi,Meshal Al Mutairi,,meshal-al-mutairi,M. A. Mutairi,M,10,170.0,44,M,1522212,EUR,922320000,M,77,77,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452939,home,Abha,Mohammed Said Al-Qahtani,,,mohammed-said-al-qahtani,M. S. Al-Qahtani,M,,176.0,8,M,1177090,EUR,1016323200,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452939,home,Abha,Sulaiman Asiri,Sulaiman Asiri,,sulaiman-asiri,S. Asiri,F,,,1,M,1168790,EUR,984182400,F,32,32,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452939,home,Abha,Omar Al-Ruwaili,,,omar-al-ruwaili,O. Al-Ruwaili,F,,179.0,6,M,868543,EUR,835056000,F,90,90,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452939,away,Al-Hilal,Abdullah Al-Mayouf,,,abdullah-al-mayouf,A. Al-Mayouf,G,,187.0,197,M,118159,EUR,538358400,G,1,1,False,21.0,15.0,8.0,2.0,13.0,14.0,2.0,7.0,,1.0,,11.0,,,3.0,3.0,,,90.0,33.0,7.0,6.0,0,,2.0,,,,,1.0,,,,,,,,,,,,True,,,1.0,,,,,
11452939,away,Al-Hilal,Mohammed Al-Burayk,,,mohammed-al-burayk,M. Al-Burayk,D,2,173.0,281,M,804096,EUR,716515200,D,2,2,False,48.0,40.0,3.0,3.0,21.0,23.0,21.0,32.0,,,,6.0,,,,,,,76.0,66.0,7.2,15.0,1,7.0,1.0,1.0,,,,,,1.0,,2.0,,,,1.0,,2.0,,,,,,2.0,,,,
11452939,away,Al-Hilal,Mohammed Jahfali,,,mohammed-jahfali,M. Jahfali,D,70,185.0,103,M,791561,EUR,656726400,D,70,70,False,71.0,64.0,4.0,2.0,44.0,45.0,20.0,26.0,4.0,3.0,1.0,5.0,1.0,,,,,,90.0,80.0,6.7,8.0,0,,3.0,,2.0,,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
11452939,away,Al-Hilal,Ali Albulayhi,,,ali-albulayhi,A. Albulayhi,D,3,182.0,1057,M,1138857,EUR,627609600,D,5,5,False,72.0,66.0,1.0,,33.0,35.0,33.0,37.0,3.0,4.0,,7.0,1.0,,,,,,90.0,80.0,6.9,6.0,1,,1.0,,2.0,1.0,3.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,
11452939,away,Al-Hilal,Nasser Al-Dawsari,,,nasser-al-dawsari,N. Al-Dawsari,M,16,178.0,1153,M,872607,EUR,914025600,D,16,16,False,66.0,59.0,4.0,2.0,17.0,19.0,44.0,49.0,1.0,6.0,,5.0,3.0,,,,,,90.0,85.0,8.3,8.0,1,2.0,3.0,,,,,2.0,,,3.0,,1.0,1.0,,1.0,1.0,6.0,1.0,,1.0,,,2.0,1.0,,,
11452939,away,Al-Hilal,Musab Al Juwayr,Musab Fahz Aljuwayr,,musab-fahd-aljuwayr,M. A. Juwayr,M,10,175.0,850,M,1106234,EUR,1056067200,M,43,43,False,85.0,78.0,8.0,8.0,21.0,21.0,57.0,65.0,3.0,,,10.0,,,,,,,90.0,94.0,7.7,10.0,2,1.0,1.0,,,,,,2.0,,,1.0,1.0,,1.0,,,3.0,,,1.0,,,,,1.0,,
11452939,away,Al-Hilal,Rúben Neves,,,ruben-neves,R. Neves,M,8,181.0,15472,M,280955,EUR,858211200,M,8,8,False,90.0,85.0,5.0,3.0,32.0,32.0,55.0,62.0,,2.0,,7.0,1.0,,,,,,90.0,104.0,7.7,7.0,3,4.0,,,1.0,1.0,,,,2.0,,,,,1.0,,,2.0,,,,,,2.0,,,rubenneves,1.0
11452939,away,Al-Hilal,Michael,,,michael,Michael,M,96,166.0,9025,M,878084,EUR,826588800,M,96,96,False,16.0,14.0,2.0,1.0,,,14.0,17.0,7.0,7.0,,2.0,,,,,,,76.0,37.0,6.9,10.0,1,1.0,,,,3.0,2.0,,,,,2.0,2.0,7.0,,,,2.0,4.0,,1.0,,,,,,Michael19,
11452939,away,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171.0,13905,M,551772,EUR,856915200,M,77,77,False,29.0,24.0,1.0,,3.0,3.0,21.0,26.0,3.0,1.0,,1.0,,,,,,,81.0,39.0,9.7,6.0,6,,,,,,1.0,1.0,1.0,2.0,,,1.0,,4.0,,,2.0,,,,3.0,,,,,malcomoliveira_97,
11452939,away,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171.0,11126,M,160893,EUR,682560000,M,29,29,False,52.0,48.0,2.0,1.0,12.0,12.0,37.0,44.0,6.0,6.0,,8.0,1.0,,,,,,82.0,76.0,7.5,16.0,3,4.0,,,,1.0,,,1.0,2.0,,4.0,2.0,7.0,,,,3.0,4.0,,1.0,,,1.0,2.0,1.0,29salem,
11452939,away,Al-Hilal,Abdullah Al-Hamdan,,,abdullah-al-hamdan,A. Al-Hamdan,F,9,185.0,1411,M,915991,EUR,937094400,F,14,14,False,14.0,11.0,,,4.0,4.0,7.0,10.0,4.0,1.0,,,,,,,,,66.0,32.0,6.7,8.0,6,,1.0,,,,1.0,1.0,1.0,2.0,,2.0,2.0,,2.0,,,2.0,,,2.0,,,,,1.0,,2.0
11452939,away,Al-Hilal,Mohamed Kanno,,,mohamed-kanno,M. Kanno,M,28,191.0,1575,M,828524,EUR,780192000,M,28,28,True,15.0,13.0,,,2.0,2.0,11.0,13.0,,,,,,,,,,,24.0,15.0,7.0,2.0,0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,
