match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_aerialLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_accurateCross,stat_dispossessed,stat_wasFouled,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_errorLeadToAGoal
10385752,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,38.0,31.0,12.0,5.0,1.0,28.0,30.0,3.0,8.0,1.0,13.0,1.0,5.0,6.0,90.0,51.0,8.7,7.0,0.0,0.0,0.00128888,1.0,0,1.3289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385752,home,Liverpool,James Milner,james-milner,J. Milner,M,20,175,3367,M,,791,EUR,505180800,D,7,7,False,30.0,19.0,8.0,3.0,,12.0,17.0,7.0,18.0,,6.0,,,,90.0,54.0,7.4,16.0,0.0374,0.0,0.0198936,,1,,True,5.0,3.0,1.0,6.0,1.0,1.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
10385752,home,Liverpool,Joe Gomez,joe-gomez,J. Gomez,D,2,188,14125,M,joegomez5,318927,EUR,864345600,D,2,2,False,55.0,45.0,11.0,5.0,,40.0,44.0,5.0,11.0,,10.0,,,,90.0,69.0,7.4,12.0,0.0,0.0,0.00341249,,0,,,,1.0,3.0,4.0,,,6.0,1.0,3.0,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,
10385752,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,49.0,41.0,5.0,3.0,,36.0,40.0,5.0,9.0,,4.0,,,,90.0,61.0,7.5,8.0,0.0,0.0,0.00103067,,0,,,,,1.0,2.0,,,7.0,1.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,
10385752,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,53.0,41.0,7.0,2.0,,29.0,34.0,13.0,24.0,,10.0,,,,90.0,76.0,7.1,22.0,0.0902,0.0,0.0109763,,1,,,5.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,,,,,,,2.0,,1.0,1.0,1.0,,,,,,,,
10385752,home,Liverpool,Fabinho,fabinho,Fabinho,M,8,187,9273,M,Fabinho,243585,EUR,751334400,M,3,3,False,26.0,22.0,1.0,,,12.0,14.0,10.0,12.0,,3.0,,,,73.0,37.0,6.8,5.0,0.0,0.0,0.00869504,,0,,,,1.0,3.0,5.0,2.0,,3.0,,2.0,,,,,2.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,
10385752,home,Liverpool,Thiago Alcântara,thiago-alcantara,Thiago,M,,174,8236,M,thiago6,53825,EUR,671328000,M,6,6,False,48.0,39.0,4.0,2.0,,23.0,25.0,16.0,23.0,,3.0,,,,90.0,61.0,7.2,10.0,0.0,0.0,0.0291347,,0,,,,1.0,4.0,7.0,,,,1.0,4.0,3.0,,,1.0,2.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,
10385752,home,Liverpool,Harvey Elliott,harvey-elliott,H. Elliott,M,9,170,21132,M,harvelliott,955245,EUR,1049414400,M,19,19,False,27.0,23.0,6.0,2.0,,6.0,8.0,17.0,19.0,1.0,6.0,,,,73.0,36.0,6.5,7.0,0.0851,0.0,0.377217,1.0,2,,,,,7.0,,3.0,,1.0,,,,,,1.0,,1.0,1.0,,,,2.0,,2.0,,,,,
10385752,home,Liverpool,Roberto Firmino,roberto-firmino,R. Firmino,M,9,181,31054,M,BobbyFirmino,143697,EUR,686361600,M,9,9,False,33.0,21.0,1.0,,,9.0,15.0,12.0,19.0,1.0,6.0,,,,72.0,48.0,6.9,21.0,0.0,0.0,0.197867,2.0,0,,,1.0,2.0,10.0,5.0,1.0,,,,3.0,2.0,,,4.0,1.0,3.0,,,5.0,,,,,,,,,
10385752,home,Liverpool,Diogo Jota,diogo-jota,D. Jota,F,,178,31287,M,DiogoJ18,606164,EUR,849657600,M,20,20,False,23.0,15.0,2.0,1.0,,8.0,11.0,8.0,13.0,1.0,5.0,,,,89.0,46.0,7.2,15.0,0.1122,0.0682,0.0496892,4.0,1,,,1.0,1.0,7.0,8.0,,,1.0,,5.0,4.0,,,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,,
10385752,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,F,11,11,False,12.0,10.0,,,,2.0,2.0,9.0,11.0,,1.0,,,,89.0,31.0,6.5,15.0,0.8599,0.6679,0.343,,3,,,1.0,,7.0,,,2.0,,,,,,,1.0,1.0,6.0,1.0,1.0,5.0,,1.0,,,1.0,1.0,1.0,1.0,
10385752,home,Liverpool,Darwin Núñez,darwin-nunez,D. Núñez,F,7,188,70760,M,Darwin,924871,EUR,930182400,F,27,27,True,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,,,,18.0,7.0,6.7,1.0,0.3342,0.0,0.544762,1.0,3,,,,,2.0,2.0,,2.0,,,,,,,2.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,
10385752,home,Liverpool,Jordan Henderson,jordan-henderson,J. Henderson,M,6,183,6378,M,jordanhenderson,42694,EUR,645580800,M,14,14,True,4.0,2.0,2.0,,,1.0,1.0,1.0,3.0,,2.0,,,,17.0,9.0,6.7,2.0,0.0319,0.0,0.00011326,1.0,1,,,,,1.0,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,
10385752,home,Liverpool,Fabio Carvalho,fabio-carvalho,F. Carvalho,F,14,170,4025,M,_fabio.10,991604,EUR,1030665600,M,28,28,True,5.0,3.0,1.0,,,3.0,4.0,,1.0,,2.0,,,,17.0,10.0,6.4,3.0,0.0,0.0,2.391e-05,,0,,,,,3.0,1.0,,,,,1.0,1.0,,,,,,2.0,,1.0,,,,,,,,,
10385752,home,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,True,3.0,,1.0,,,,1.0,,2.0,,1.0,,,,10.0,5.0,6.3,4.0,0.5191,0.0,0.0,,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
10385752,home,Liverpool,Konstantinos Tsimikas,konstantinos-tsimikas,K. Tsimikas,D,12,178,16200,M,TK21,786259,EUR,831859200,D,21,21,True,,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
