match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_interceptionWon,stat_fouls,player_firstName,player_lastName,stat_clearanceOffLine,stat_keyPass,stat_dispossessed,stat_totalCross,stat_accurateCross,stat_totalOffside,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,stat_hitWoodwork,stat_goalAssist
11453117,home,Damac FC,Moustapha Zeghba,moustapha-zeghba,M. Zeghba,G,1,190.0,852,M,888378,EUR,659145600,G,30,30,False,28.0,23.0,8.0,3.0,22.0,25.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,40.0,6.6,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453117,home,Damac FC,Ramzi Sawlan,sawlan-ramzi,R. Sawlan,D,15,,23,M,965309,EUR,892857600,D,51,51,False,19.0,17.0,3.0,2.0,12.0,12.0,5.0,7.0,1.0,,4.0,6.0,2.0,3.0,,,,,,90.0,37.0,7.0,4.0,0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
11453117,home,Damac FC,Farouk Chafaï,farouk-chafai,F. Chafaï,D,5,182.0,329,M,880083,EUR,646099200,D,15,15,False,47.0,40.0,6.0,2.0,35.0,38.0,5.0,9.0,1.0,1.0,1.0,3.0,1.0,3.0,,,,,,90.0,54.0,6.8,8.0,0,,,,,2.0,2.0,1.0,,True,3.0,1.0,,,,,,,,,,,,,,,,,
11453117,home,Damac FC,Abdelkader Bedrane,abdelkader-bedrane,A. Bedrane,D,3,185.0,1163,M,906407,EUR,702172800,D,3,3,False,49.0,39.0,12.0,6.0,29.0,32.0,10.0,17.0,1.0,2.0,1.0,3.0,9.0,10.0,,,,,,90.0,70.0,7.7,13.0,0,,1.0,1.0,1.0,,,3.0,,,3.0,,,,1.0,,,,,,,,,,,,,,
11453117,home,Damac FC,Dhari Al-Enezi,dhari-al-enezi,D. Al-Enezi,D,20,170.0,42,M,1214301,EUR,957571200,D,20,20,False,21.0,13.0,5.0,2.0,6.0,6.0,7.0,15.0,,,2.0,8.0,7.0,6.0,,,,,,90.0,49.0,7.5,12.0,0,1.0,1.0,1.0,,4.0,3.0,3.0,3.0,,2.0,2.0,Dhari Al-Enezi,,,1.0,,,,,,,,,,,,,
11453117,home,Damac FC,Tarek Hamed,hamed-tarek,T. Hamed,M,8,165.0,561,M,560168,EUR,593654400,M,8,8,False,56.0,49.0,12.0,7.0,39.0,41.0,10.0,15.0,,2.0,3.0,7.0,2.0,7.0,,,,,,90.0,65.0,7.1,7.0,0,1.0,1.0,1.0,1.0,3.0,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,
11453117,home,Damac FC,Domagoj Antolić,domagoj-antolic,D. Antolić,M,8,180.0,103,M,67645,EUR,646704000,M,17,17,False,24.0,22.0,1.0,1.0,16.0,17.0,6.0,7.0,,,3.0,1.0,1.0,7.0,,,,,,89.0,30.0,6.5,4.0,0,,1.0,1.0,,,,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,
11453117,home,Damac FC,Ahmad Zain,ahmad-zain,A. Zain,M,49,177.0,14,M,818809,EUR,678412800,M,49,49,False,32.0,22.0,2.0,,15.0,16.0,9.0,18.0,1.0,,5.0,2.0,,4.0,,,,,,88.0,41.0,6.6,13.0,0,1.0,1.0,,,,,2.0,2.0,,,2.0,,,,2.0,,2.0,2.0,1.0,,,,,,,,,
11453117,home,Damac FC,Nicolae Stanciu,nicolae-stanciu,N. Stanciu,M,8,171.0,4005,M,108673,EUR,736732800,M,31,31,False,27.0,22.0,5.0,2.0,13.0,13.0,9.0,16.0,,,4.0,1.0,1.0,3.0,,,,,,89.0,36.0,6.7,9.0,3,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,1.0,2.0,,,1.0,1.0,1.0,,,,,,
11453117,home,Damac FC,Georges-Kévin N'Koudou,georges-kevin-nkoudou,G. N'Koudou,M,11,172.0,2369,M,342909,EUR,792633600,M,10,10,False,21.0,18.0,2.0,2.0,11.0,11.0,7.0,11.0,1.0,,5.0,5.0,,,,,,,,90.0,33.0,6.7,10.0,0,,3.0,1.0,,,,3.0,4.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,
