match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_blockedScoringAttempt,stat_wasFouled,player_firstName,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_challengeLost,player_lastName,stat_keyPass,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_accurateCross,stat_errorLeadToAShot,stat_punches,stat_errorLeadToAGoal,stat_outfielderBlock,stat_hitWoodwork
12436913,home,Arsenal,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,22,22,False,37.0,26.0,16.0,5.0,0.0,21.0,22.0,5.0,15.0,1.0,4.0,2.0,3.0,90.0,44.0,6.9,11.0,0.00156099,0,0.0507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436913,home,Arsenal,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21624,M,jurrientimber,958959,EUR,992736000,D,12,12,False,23.0,17.0,1.0,,0.0,4.0,6.0,13.0,17.0,3.0,2.0,,,90.0,43.0,6.5,10.0,0.00467568,1,,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0423,,,,,,,,,,,,,,,,,,,,,,,
12436913,home,Arsenal,William Saliba,william-saliba,W. Saliba,D,2,193,43258,M,WSaliba4,941168,EUR,985392000,D,2,2,False,43.0,42.0,3.0,2.0,0.0,30.0,30.0,12.0,14.0,2.0,7.0,,,90.0,50.0,6.7,3.0,0.00486168,0,,1.0,4.0,,,,,3.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12436913,home,Arsenal,Gabriel Magalhães,gabriel-magalhaes,Gabriel,D,6,190,49131,M,GabrielMagalhães,869792,EUR,882489600,D,6,6,False,58.0,54.0,4.0,1.0,0.0,33.0,34.0,21.0,25.0,5.0,2.0,,,90.0,71.0,7.0,6.0,0.0167114,1,,1.0,2.0,,,,,1.0,,,,0.0479,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
12436913,home,Arsenal,Myles Lewis-Skelly,lewis-skelly-myles,M. Lewis-Skelly,D,49,178,16151,M,myleslewisskelly,1423711,EUR,1159228800,D,49,49,False,25.0,23.0,1.0,,0.0,9.0,9.0,14.0,16.0,2.0,5.0,,,89.0,41.0,7.5,4.0,0.0151399,1,,1.0,8.0,1.0,1.0,,,2.0,1.0,,,0.0424,,,2.0,,3.0,Myles Lewis-Skelly,1.0,1.0,1.0,0.1871,,,,,,,,,,,,,
12436913,home,Arsenal,Martin Ødegaard,martin-odegaard,M. Ødegaard,M,8,178,78911,M,Ødegaard,547410,EUR,913852800,M,8,8,False,35.0,28.0,1.0,1.0,0.0,12.0,14.0,16.0,24.0,,7.0,,,84.0,45.0,7.3,12.0,0.0388355,2,,6.0,2.0,1.0,,,,2.0,2.0,,3.0,0.1356,3.0,1.0,,1.0,,,,1.0,1.0,0.8621,True,1.0,,,,,,,,,,,
12436913,home,Arsenal,Thomas Partey,thomas-partey,T. Partey,M,16,185,42575,M,TPartey5,316148,EUR,739929600,M,5,5,False,51.0,45.0,4.0,3.0,0.0,27.0,28.0,18.0,23.0,2.0,7.0,,,90.0,64.0,7.9,7.0,0.0207462,1,,2.0,6.0,,1.0,,2.0,5.0,2.0,,1.0,0.0496,,1.0,,,,,1.0,1.0,1.0,0.5425,,,,1.0,,,,,,,,,
12436913,home,Arsenal,Declan Rice,declan-rice,D. Rice,M,41,188,64734,M,DeclanRice,856714,EUR,916272000,M,41,41,False,45.0,40.0,4.0,2.0,2.0,14.0,15.0,26.0,32.0,2.0,3.0,,,90.0,53.0,8.4,8.0,0.201383,0,,1.0,1.0,,1.0,,2.0,,,1.0,,,2.0,1.0,,,,,1.0,,,,,,,5.0,1.0,,,,,,,,
12436913,home,Arsenal,Gabriel Martinelli,gabriel-martinelli,G. Martinelli,F,11,180,68888,M,GabiMartinelli,922573,EUR,992822400,F,11,11,False,17.0,14.0,1.0,1.0,1.0,2.0,3.0,12.0,16.0,,2.0,,,90.0,26.0,7.1,9.0,0.0570461,1,,2.0,,2.0,,,,,,2.0,,0.1669,2.0,,,,,,,1.0,,0.2852,,,,2.0,,2.0,,,,,,,
12436913,home,Arsenal,Kai Havertz,kai-havertz,K. Havertz,F,29,193,67778,M,KaiHav,836705,EUR,929059200,F,29,29,False,28.0,26.0,,,1.0,9.0,9.0,17.0,19.0,1.0,2.0,,,89.0,37.0,8.2,3.0,0.252354,4,,3.0,5.0,,,1.0,,1.0,,1.0,,0.4936,,2.0,3.0,1.0,2.0,,,2.0,1.0,0.7608,,1.0,,1.0,1.0,1.0,1.0,,,,,,
12436913,home,Arsenal,Leandro Trossard,leandro-trossard,L. Trossard,F,19,172,31477,M,leandrotrossard,135666,EUR,786499200,F,19,19,False,17.0,15.0,2.0,2.0,0.0,6.0,6.0,9.0,12.0,2.0,1.0,,,84.0,38.0,6.8,11.0,0.00532254,0,,5.0,4.0,4.0,4.0,,,,,3.0,,,1.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,
12436913,home,Arsenal,Ethan Nwaneri,ethan-nwaneri,E. Nwaneri,M,22,176,28926,M,ethan_nwaneri,1401702,EUR,1174435200,M,53,53,True,5.0,5.0,,,0.0,1.0,1.0,5.0,6.0,,,,,10.0,12.0,7.6,3.0,0.0207988,1,,2.0,2.0,2.0,2.0,,,,,,,0.0245,2.0,,,,,,2.0,1.0,1.0,0.369,,,,1.0,,,,1.0,,,,,
12436913,home,Arsenal,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,mikelmerino,592010,EUR,835401600,M,23,23,True,6.0,4.0,,,0.0,1.0,1.0,3.0,5.0,,1.0,,,10.0,8.0,6.6,3.0,0.0005495,0,,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,
12436913,home,Arsenal,Riccardo Calafiori,riccardo-calafiori,R. Calafiori,D,33,188,24414,M,richycala,957602,EUR,1021766400,D,33,33,True,4.0,4.0,,,0.0,,,4.0,4.0,,,,,1.0,4.0,,,0.00201812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
