match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_errorLeadToAGoal
14147154,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,1,1,False,19.0,7.0,14.0,2.0,0.0,5.0,6.0,2.0,13.0,1.0,5.0,1.0,1.0,1.0,1.0,90.0,24.0,6.1,12.0,0.00040651,0.1242,0,-0.7448,0.14,0.0,-0.34,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14147154,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,False,33.0,23.0,4.0,1.0,0.0,15.0,16.0,8.0,17.0,1.0,3.0,,,,,76.0,54.0,6.1,15.0,0.0381039,,0,,0.27,0.02,-0.38,,4.0,1.0,2.0,1.0,7.0,3.0,1.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
14147154,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,24.0,16.0,8.0,1.0,0.0,13.0,15.0,3.0,9.0,4.0,4.0,,,,,81.0,37.0,6.2,10.0,0.00190646,,0,,0.06,0.01,-0.27,,1.0,,2.0,2.0,2.0,6.0,,1.0,1.0,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
14147154,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,23.0,13.0,6.0,2.0,0.0,5.0,8.0,8.0,15.0,9.0,2.0,,,,,90.0,39.0,5.8,10.0,0.0874825,,1,,-0.32,0.18,-0.46,,1.0,1.0,4.0,5.0,6.0,7.0,,,1.0,2.0,1.0,,1.0,1.0,,1.0,2.0,0.0094,-0.15,,,,,,,,,,,,,
14147154,home,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4840,M,,980634,EUR,1037059200,D,21,21,False,22.0,17.0,3.0,2.0,1.0,8.0,10.0,9.0,12.0,,3.0,,,,,90.0,49.0,6.8,14.0,0.257565,,0,,0.34,0.23,-0.56,,3.0,2.0,,,3.0,6.0,,,3.0,,1.0,,,,,,2.0,,,1.0,5.0,3.0,1.0,,,,,,,,,
14147154,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,28.0,20.0,6.0,1.0,0.0,7.0,7.0,13.0,21.0,,9.0,,,,,90.0,51.0,7.3,20.0,0.0225652,,1,,0.09,0.1,0.13,,1.0,,1.0,,13.0,7.0,2.0,4.0,3.0,4.0,,,3.0,2.0,,,,0.1695,0.51,2.0,6.0,1.0,,True,1.0,1.0,0.86,,,,,
14147154,home,Newcastle United,Sandro Tonali,,,sandro-tonali,S. Tonali,M,8,181,14225,M,sandrotonali,892673,EUR,957744000,M,8,8,False,17.0,14.0,2.0,,0.0,8.0,8.0,6.0,9.0,1.0,3.0,,,,,66.0,30.0,6.4,6.0,0.010287,,2,,-0.22,0.43,-0.13,,1.0,,,,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,1.0,1.0,0.0899,-0.19,,,,,,,,,1.0,,,,
14147154,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,M,7,7,False,11.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,9.0,1.0,2.0,,,,,76.0,21.0,6.8,4.0,0.00314115,,1,,0.07,0.06,-0.09,,,,1.0,3.0,3.0,6.0,,1.0,1.0,1.0,,,2.0,,,,1.0,0.0442,-0.07,1.0,,,,,,,,1.0,,,,
14147154,home,Newcastle United,Anthony Elanga,,,anthony-elanga,A. Elanga,M,20,178,10434,M,anthonyelanga,979232,EUR,1019865600,F,20,20,False,16.0,9.0,1.0,1.0,0.0,6.0,8.0,3.0,8.0,1.0,,,,,,90.0,29.0,6.2,17.0,0.0591953,,0,,-0.25,0.29,0.14,,10.0,1.0,5.0,,6.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
14147154,home,Newcastle United,Anthony Gordon,,,gordon-anthony,A. Gordon,F,10,183,15696,M,AGordon,914902,EUR,982972800,F,10,10,False,12.0,10.0,1.0,,0.0,3.0,4.0,7.0,8.0,,3.0,,,,,48.0,23.0,6.2,2.0,0.0160035,,3,,-0.21,0.27,0.0,,,,,3.0,2.0,9.0,,,3.0,2.0,1.0,,,,,2.0,,0.5226,-0.18,,3.0,3.0,,,1.0,,0.3189,,2.0,,,
