match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_wasFouled,stat_interceptionWon,stat_dispossessed,captain,stat_totalTackle,stat_wonTackle,stat_goalAssist,stat_hitWoodwork,player_firstName,player_lastName,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_clearanceOffLine,stat_errorLeadToAGoal,stat_totalOffside
11877086,home,Fulham,Marek Rodák,marek-rodak,M. Rodák,G,1,188,518,M,358694,EUR,850435200,G,1,1,False,28.0,21.0,8.0,1.0,20.0,22.0,1.0,6.0,5.0,1.0,1.0,90.0,31.0,6.6,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11877086,home,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,190877,EUR,813196800,D,2,2,False,71.0,65.0,2.0,1.0,22.0,23.0,45.0,58.0,10.0,,,90.0,93.0,7.2,17.0,1,10.0,2.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11877086,home,Fulham,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10512,M,352668,EUR,875059200,D,4,4,False,103.0,94.0,7.0,5.0,38.0,41.0,56.0,62.0,2.0,,,90.0,109.0,7.6,9.0,3,,,2.0,2.0,2.0,3.0,,,,,,,,,tosinadarabioyo,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11877086,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,825719,EUR,852768000,D,31,31,False,87.0,84.0,4.0,2.0,43.0,43.0,41.0,44.0,6.0,,,90.0,95.0,7.1,5.0,1,,,,1.0,3.0,1.0,1.0,,,,,2.0,2.0,,,1.0,,3.0,,1.0,,,,,,,,,,,,,,,,
11877086,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2313,M,329417,EUR,818121600,D,21,21,False,61.0,57.0,3.0,2.0,22.0,23.0,35.0,41.0,5.0,,,82.0,81.0,7.2,10.0,0,3.0,,3.0,1.0,6.0,4.0,,3.0,2.0,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11877086,home,Fulham,Harrison Reed,harrison-reed,H. Reed,M,6,176,357,M,365802,EUR,791164800,M,6,6,False,55.0,50.0,,,17.0,19.0,33.0,36.0,4.0,,,74.0,70.0,6.7,8.0,2,,,3.0,,6.0,2.0,,1.0,,2.0,,1.0,1.0,,,,,,,2.0,1.0,True,2.0,,,,,,,,,,,,,
11877086,home,Fulham,Saša Lukić,sasa-lukic,S. Lukić,M,20,183,2071,M,371222,EUR,839894400,M,28,28,False,68.0,64.0,2.0,1.0,28.0,28.0,36.0,41.0,4.0,,,90.0,76.0,7.2,6.0,0,1.0,,,2.0,1.0,5.0,,1.0,1.0,,,,,,,,,,,2.0,1.0,,2.0,2.0,,,,,,,,,,,,
11877086,home,Fulham,Harry Wilson,harry-wilson,H. Wilson,M,8,173,4930,M,355528,EUR,858988800,M,8,8,False,55.0,50.0,6.0,5.0,12.0,12.0,38.0,46.0,3.0,,,74.0,67.0,7.7,12.0,2,3.0,,1.0,,2.0,2.0,,1.0,,,,2.0,,3.0,,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,
11877086,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14310,M,285949,EUR,820454400,M,18,18,False,58.0,49.0,4.0,1.0,10.0,10.0,44.0,61.0,3.0,,,82.0,81.0,8.0,20.0,3,13.0,5.0,,,3.0,1.0,,1.0,1.0,1.0,,,,7.0,andreaspereira,2.0,,,,,3.0,,,,,1.0,,,,,,,,,,
11877086,home,Fulham,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170,1214,M,151499,EUR,728611200,M,14,14,False,41.0,36.0,1.0,,14.0,14.0,22.0,29.0,6.0,,,90.0,54.0,7.3,12.0,3,2.0,,1.0,,2.0,,,,,2.0,,3.0,,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,
