match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_accurateCross,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
12624938,home,Al-Kholood,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400,G,34,34,False,True,23.0,17.0,11.0,5.0,0.0,17.0,19.0,4.0,14.0,6.0,8.0,90.0,42.0,8.9,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624938,home,Al-Kholood,Abdullah Al-Hawsawi,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176.0,23,M,1127819,EUR,823132800,D,24,24,False,,32.0,27.0,,,0.0,14.0,14.0,18.0,4.0,,,90.0,54.0,7.6,7.0,0,Abdullah Al-Hawsawi,,13.0,1.0,3.0,5.0,5.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12624938,home,Al-Kholood,William Troost-Ekong,william-troost-ekong,W. Troost-Ekong,D,5,191.0,2266,M,338991,EUR,746841600,D,5,5,False,,31.0,25.0,11.0,7.0,0.0,19.0,22.0,9.0,2.0,,,90.0,44.0,7.4,6.0,1,,,6.0,1.0,1.0,4.0,,,5.0,,2.0,1.0,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,
12624938,home,Al-Kholood,Norbert Gyömbér,norbert-gyomber,N. Gyömbér,D,23,189.0,303,M,224456,EUR,710121600,D,23,23,False,,24.0,22.0,1.0,1.0,1.0,16.0,18.0,6.0,4.0,,,90.0,35.0,7.5,2.0,0,,,6.0,,,2.0,,,7.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
12624938,home,Al-Kholood,Hamdan Al-Shamrani,hamdan-al-shamrani,H. Al-Shamrani,D,27,176.0,29,M,882132,EUR,850521600,D,27,27,False,,36.0,26.0,4.0,1.0,0.0,14.0,16.0,24.0,6.0,,,85.0,59.0,7.0,16.0,0,,,12.0,1.0,5.0,4.0,1.0,1.0,2.0,,2.0,2.0,3.0,1.0,,,2.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,
12624938,home,Al-Kholood,Kévin N'Doram,kevin-ndoram,K. N'Doram,M,96,184.0,92,M,823476,EUR,822268800,M,96,96,False,,35.0,31.0,4.0,3.0,0.0,9.0,12.0,24.0,4.0,,,90.0,49.0,7.3,6.0,1,,,22.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,
12624938,home,Al-Kholood,Hammam Al-Hammami,al-hammami-hammam,H. Al-Hammami,F,22,169.0,198,M,1836904,EUR,1075420800,M,22,22,False,,30.0,22.0,3.0,,0.0,7.0,9.0,23.0,8.0,,,89.0,67.0,8.0,21.0,1,Hammam Al-Hammami,,15.0,1.0,8.0,17.0,12.0,8.0,,,2.0,1.0,2.0,2.0,1.0,,1.0,6.0,2.0,1.0,,6.0,,1.0,1.0,,,,,,,,
12624938,home,Al-Kholood,Alex Collado,alex-collado,A. Collado,M,8,177.0,1606,M,859767,EUR,924739200,M,10,10,False,,44.0,37.0,1.0,1.0,0.0,8.0,10.0,38.0,3.0,,,90.0,69.0,8.3,15.0,4,Alex,Collado,32.0,1.0,5.0,2.0,4.0,1.0,3.0,,1.0,1.0,1.0,4.0,,1.0,,,4.0,,,3.0,2.0,1.0,1.0,3.0,1.0,1.0,,,,,
12624938,home,Al-Kholood,Aliou Dieng,aliou-dieng,A. Dieng,M,23,184.0,13659,M,933780,EUR,876960000,M,15,15,False,,48.0,42.0,1.0,1.0,0.0,13.0,17.0,31.0,6.0,,,90.0,62.0,7.2,8.0,0,,,29.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,2.0,1.0,1.0,,,,,,,alioudieng_18,,,,
12624938,home,Al-Kholood,Myziane Maolida,maolida-myziane,M. Maolida,M,9,180.0,638,M,851262,EUR,918950400,M,9,9,False,,24.0,19.0,,,0.0,5.0,6.0,20.0,3.0,,,90.0,53.0,7.5,14.0,6,,,15.0,,5.0,6.0,8.0,5.0,3.0,,,,1.0,4.0,,4.0,,1.0,2.0,,1.0,2.0,2.0,,,1.0,,,,1.0,,,
