match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,captain,stat_shotOffTarget,stat_expectedGoals,stat_interceptionWon,stat_wonTackle,stat_ownGoals,stat_wasFouled,stat_onTargetScoringAttempt,stat_lastManTackle,stat_expectedGoalsOnTarget,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyWon,stat_goals,stat_outfielderBlock,stat_hitWoodwork,stat_totalOffside,stat_penaltyConceded,stat_penaltyFaced
11396316,home,Borussia Dortmund,Alexander Meyer,alexander-meyer,A. Meyer,G,33,196,878,M,138491,EUR,671500800,G,33,33,False,60.0,47.0,18.0,6.0,46.0,49.0,1.0,11.0,12.0,3.0,4.0,90.0,71.0,7.0,13.0,0.00092429,0,-0.6823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396316,home,Borussia Dortmund,Thomas Meunier,thomas-meunier,T. Meunier,D,12,190,2762,M,128587,EUR,684633600,D,24,24,False,68.0,54.0,6.0,2.0,30.0,37.0,24.0,32.0,5.0,,,90.0,96.0,6.9,17.0,0.0245794,0,,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11396316,home,Borussia Dortmund,Niklas Süle,niklas-sule,N. Süle,D,25,195,4025,M,168937,EUR,810086400,D,25,25,False,74.0,66.0,7.0,4.0,51.0,54.0,15.0,20.0,6.0,,,90.0,84.0,6.7,9.0,0.00574747,1,,,2.0,3.0,3.0,3.0,,1.0,,,3.0,,,,,,,NiklasSule,True,1.0,0.1573,,,,,,,,,,,,,,,,,,
11396316,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,940871,EUR,944006400,D,4,4,False,54.0,49.0,4.0,3.0,29.0,31.0,20.0,23.0,6.0,,,90.0,74.0,7.0,6.0,0.0128569,2,,,5.0,2.0,7.0,8.0,2.0,,,,3.0,4.0,1.0,,,,,nico.schlotterbeck,,2.0,0.1331,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,
11396316,home,Borussia Dortmund,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178,5460,M,976263,EUR,1015718400,D,22,22,False,61.0,47.0,8.0,4.0,15.0,19.0,32.0,46.0,5.0,,,90.0,90.0,7.4,23.0,0.0794539,2,,4.0,1.0,,6.0,8.0,,3.0,3.0,3.0,,4.0,,2.0,,,,maatsen_,,1.0,0.0882,1.0,3.0,,1.0,1.0,1.0,0.0995,,,,,,,,,,,
11396316,home,Borussia Dortmund,Salih Özcan,salih-ozcan,S. Özcan,M,6,180,2466,M,795005,EUR,884476800,M,6,6,False,51.0,41.0,3.0,,23.0,25.0,18.0,26.0,6.0,,,90.0,64.0,7.0,11.0,0.044376,0,,,1.0,2.0,4.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,,,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,
11396316,home,Borussia Dortmund,Marcel Sabitzer,marcel-sabitzer,M. Sabitzer,M,20,177,8484,M,133908,EUR,763862400,M,20,20,False,31.0,25.0,2.0,1.0,8.0,12.0,20.0,26.0,2.0,,,90.0,53.0,7.6,15.0,0.527171,1,,7.0,,,5.0,1.0,2.0,1.0,2.0,1.0,3.0,,3.0,1.0,5.0,,,marcel7sabitzer,,,0.0703,1.0,,,,1.0,,0.282,1.0,3.0,1.0,,,,,,,,
11396316,home,Borussia Dortmund,Donyell Malen,donyell-malen,D. Malen,F,14,176,12595,M,803039,EUR,916704000,M,21,21,False,8.0,5.0,,,1.0,1.0,5.0,9.0,,,,71.0,21.0,7.2,7.0,0.016703,1,,2.0,,1.0,3.0,6.0,,2.0,2.0,2.0,,,1.0,1.0,,,,donyellmalen,,,0.1341,,,,3.0,,,,,1.0,,1.0,1.0,,,,,,
11396316,home,Borussia Dortmund,Jadon Sancho,sancho-jadon,J. Sancho,M,19,180,67931,M,851100,EUR,953942400,M,10,10,False,43.0,35.0,1.0,1.0,5.0,8.0,30.0,36.0,6.0,,,83.0,56.0,7.3,12.0,0.239936,0,,1.0,,,4.0,5.0,,1.0,6.0,4.0,,1.0,,1.0,1.0,,,JSancho,,,,,1.0,,,,,,,,,,,,,,,,
11396316,home,Borussia Dortmund,Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,9,188,9884,M,132645,EUR,729216000,F,14,14,False,33.0,22.0,1.0,1.0,9.0,10.0,13.0,23.0,3.0,,,90.0,54.0,9.7,14.0,0.313232,4,,,8.0,5.0,10.0,10.0,1.0,,3.0,2.0,2.0,,2.0,,2.0,,,niclas.fuellkrug24,,1.0,1.8056,1.0,,,3.0,3.0,,2.6924,,,,,,3.0,1.0,,,,
