match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_shotOffTarget,stat_totalCross,stat_penaltyConceded,stat_blockedScoringAttempt,stat_goals,stat_wonContest,stat_keyPass,stat_penaltyWon,stat_totalOffside,stat_accurateCross,stat_bigChanceMissed
11409114,home,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,36.0,26.0,22.0,12.0,17.0,18.0,9.0,18.0,2.0,11.0,1.0,1.0,1.0,2.0,1.0,90.0,49.0,7.3,10.0,0.00270605,0,0.1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409114,home,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,33.0,23.0,5.0,,17.0,22.0,6.0,11.0,1.0,6.0,,,,,,90.0,62.0,6.9,17.0,0.0106972,0,,Zé,Carlos,2.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,7.0,4.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,
11409114,home,Gil Vicente,Gabriel Pereira,gabriel-pereira,G. Pereira,D,5,188,592,M,992652,EUR,957657600,D,13,13,False,53.0,44.0,7.0,4.0,37.0,40.0,7.0,13.0,9.0,3.0,,,,,,90.0,67.0,7.0,11.0,0.0413673,1,,,,1.0,2.0,3.0,2.0,,,1.0,,,,1.0,,1.0,1.0,1.0,0.0469,0.0742,,,,,,,,,,,,
11409114,home,Gil Vicente,Rúben Fernandes,ruben-fernandes,R. Fernandes,D,26,186,38,M,59751,EUR,515721600,D,26,26,False,40.0,34.0,7.0,3.0,30.0,31.0,4.0,9.0,1.0,3.0,,,,,,90.0,49.0,6.6,6.0,0.00085413,1,,,,4.0,2.0,6.0,2.0,1.0,,,4.0,,,,1.0,1.0,,,0.1801,,True,1.0,,,,,,,,,,
11409114,home,Gil Vicente,Leonardo Buta,leonardo-buta,L. Buta,D,24,182,172,M,1120038,EUR,1023235200,D,23,23,False,23.0,16.0,5.0,1.0,10.0,13.0,6.0,11.0,2.0,1.0,,,,,,90.0,36.0,5.8,11.0,0.00351612,0,,,,2.0,,6.0,1.0,,1.0,,,,,2.0,1.0,3.0,,,,,,,1.0,1.0,,,,,,,,
11409114,home,Gil Vicente,Pedro Tiba,pedro-tiba,P. Tiba,M,,174,70,M,138700,EUR,588988800,M,25,25,False,39.0,26.0,4.0,3.0,18.0,20.0,8.0,22.0,1.0,5.0,,,,,,90.0,59.0,7.6,18.0,0.00490995,2,,,,,,1.0,5.0,1.0,,1.0,2.0,3.0,3.0,1.0,2.0,,,1.0,0.81,0.9946,,,3.0,,1.0,1.0,,,,,,
11409114,home,Gil Vicente,Martim Neto,neto-martim,M. Neto,M,16,185,858,M,1100646,EUR,1042502400,M,76,76,False,18.0,16.0,,,6.0,7.0,10.0,11.0,,5.0,,,,,,77.0,31.0,7.0,4.0,0.0192134,1,,,,,,2.0,2.0,1.0,1.0,,1.0,,,2.0,1.0,1.0,,,0.0247,,,1.0,,,,,1.0,2.0,,,,
11409114,home,Gil Vicente,Félix Correia,felix-correia,F. Correia,M,27,178,1349,M,934498,EUR,980121600,M,70,70,False,23.0,19.0,,,7.0,9.0,12.0,14.0,,1.0,,,,,,89.0,33.0,6.6,8.0,0.106852,0,,,,,,5.0,4.0,,3.0,,1.0,1.0,,1.0,3.0,2.0,,,,,,,,,,,,1.0,,,,
11409114,home,Gil Vicente,Kanya Fujimoto,kanya-fujimoto,K. Fujimoto,M,27,176,609,M,925987,EUR,930787200,M,10,10,False,17.0,12.0,3.0,2.0,6.0,7.0,6.0,13.0,,2.0,,,,,,61.0,29.0,7.1,9.0,0.016586,1,,,,,,,3.0,,,,3.0,1.0,1.0,1.0,2.0,,,,0.0702,,,1.0,3.0,,,,,,,,,
11409114,home,Gil Vicente,Tidjany Touré,tidjany-toure,T. Touré,F,7,184,147,M,1445615,EUR,1026691200,M,7,7,False,11.0,9.0,,,4.0,5.0,5.0,6.0,,3.0,,,,,,62.0,26.0,7.1,7.0,0.0231634,1,,,,1.0,,5.0,6.0,1.0,,,1.0,,,3.0,6.0,1.0,2.0,,0.0179,,,,,,1.0,,,1.0,1.0,,,
11409114,home,Gil Vicente,Ali Alipour,ali-alipour,A. Alipourghara,F,9,181,1677,M,791368,EUR,816048000,F,9,9,False,15.0,8.0,1.0,,3.0,4.0,5.0,11.0,,1.0,,,,,,62.0,19.0,6.6,8.0,0.0623269,1,,,,3.0,5.0,5.0,5.0,,,,,,,,,1.0,1.0,,0.0271,,,,,,1.0,,,,,,,
11409114,home,Gil Vicente,Maxime Dominguez,maxime-dominguez,M. Dominguez,M,10,172,688,M,282233,EUR,823132800,M,8,8,True,16.0,14.0,1.0,1.0,2.0,2.0,12.0,14.0,,5.0,,,,,,29.0,22.0,7.0,4.0,0.0484615,1,,,,,,1.0,2.0,,2.0,,,1.0,1.0,1.0,,,,,0.0941,,,1.0,,,,,1.0,1.0,,1.0,,
11409114,home,Gil Vicente,Murilo Souza,murilo-souza,M. Souza,F,77,176,196,M,611880,EUR,783561600,F,77,77,True,5.0,4.0,,,,,5.0,8.0,,,,,,,,28.0,17.0,6.5,7.0,0.0192123,2,,,,1.0,,4.0,,,1.0,,,,,2.0,,2.0,,1.0,0.112,0.2267,,,3.0,,1.0,,,1.0,,,1.0,
