match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_totalOffside,stat_blockedScoringAttempt,stat_outfielderBlock,stat_dispossessed,stat_keyPass,stat_accurateCross,stat_challengeLost,player_sofascoreId,stat_punches,stat_bigChanceMissed
13981490,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,839,M,256667,EUR,797644800,G,30,30,False,True,22.0,14.0,12.0,4.0,0.0,11.0,12.0,3.0,10.0,13.0,2.0,1.0,2.0,90.0,31.0,7.0,8.0,0.00448235,0.0637,0,0.2694,0.06,-0.03,0.26,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981490,home,Lecce,Danilo Veiga,,,danilo-veiga,D. Veiga,D,17,183,380,M,1002045,EUR,1032912000,D,17,17,False,,26.0,19.0,7.0,3.0,0.0,9.0,11.0,10.0,15.0,2.0,,,,90.0,72.0,7.3,18.0,0.0171185,,1,,0.06,-0.04,0.15,,2.0,1.0,3.0,5.0,11.0,4.0,2.0,1.0,9.0,1.0,5.0,2.0,1.0,4.0,1.0,2.0,0.0736,0.5685,0.02,,,,,,,,,,,
13981490,home,Lecce,Kialonda Gaspar,Kialonda Gaspar,,kialonda-gaspar,K. Gaspar,D,4,193,1228,M,1090374,EUR,875318400,D,4,4,False,,53.0,48.0,2.0,,0.0,31.0,33.0,17.0,20.0,3.0,,,,90.0,66.0,7.1,7.0,0.00463824,,1,,0.13,0.05,0.3,,,,2.0,1.0,4.0,1.0,,,6.0,,2.0,,,1.0,,,0.1154,,-0.35,1.0,1.0,,,,,,,,,
13981490,home,Lecce,Tiago Gabriel,Tiago Gabriel,,tiago-gabriel,T. Gabriel,D,44,194,1285,M,1651825,EUR,1104019200,D,44,44,False,,42.0,38.0,4.0,2.0,0.0,25.0,26.0,13.0,16.0,2.0,,,,90.0,53.0,7.5,5.0,0.00300099,,1,,0.05,0.06,0.61,,1.0,,3.0,1.0,4.0,,,,5.0,,1.0,1.0,,,,1.0,0.0622,,-0.05,,,1.0,3.0,,,,,,,
13981490,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,673,M,945616,EUR,947030400,D,25,25,False,,33.0,22.0,6.0,3.0,0.0,5.0,8.0,17.0,25.0,8.0,,,,90.0,56.0,7.5,18.0,0.0170853,,0,,0.13,0.13,0.3,,3.0,,1.0,1.0,6.0,2.0,2.0,,2.0,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
13981490,home,Lecce,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183,2761,M,804621,EUR,829094400,M,29,29,False,,18.0,13.0,,,0.0,2.0,3.0,11.0,15.0,3.0,,,,64.0,21.0,6.2,6.0,0.113692,,0,,-0.29,0.13,-0.01,,,2.0,1.0,4.0,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,2.0,,,,,
13981490,home,Lecce,Ylber Ramadani,,,ylber-ramadani,Y. Ramadani,M,20,185,1041,M,841977,EUR,829267200,M,20,20,False,,69.0,59.0,9.0,2.0,0.0,23.0,25.0,36.0,44.0,8.0,,,,90.0,83.0,7.1,13.0,0.0255844,,1,,0.2,0.23,0.36,,,1.0,,6.0,6.0,2.0,,,1.0,2.0,1.0,1.0,,1.0,5.0,3.0,0.0573,,-0.11,1.0,,,,,2.0,,,,,
13981490,home,Lecce,Medon Berisha,Medon,Berisha,medon-berisha,M. Berisha,M,10,186,1316,M,1142149,EUR,1066694400,M,10,10,False,,70.0,61.0,12.0,6.0,0.0,28.0,30.0,33.0,40.0,5.0,,,,86.0,85.0,7.3,13.0,0.218123,,2,,0.36,0.27,0.15,,6.0,,,1.0,1.0,,,,,2.0,,,,,1.0,1.0,0.0439,,-0.05,2.0,,,,,2.0,3.0,,,,
13981490,home,Lecce,Santiago Pierotti,,,santiago-pierotti,S. Pierotti,F,50,189,760,M,984998,EUR,986256000,F,50,50,False,,27.0,22.0,,,0.0,3.0,4.0,19.0,23.0,5.0,,,,74.0,43.0,6.8,13.0,0.274785,,1,,0.31,0.2,0.15,,1.0,2.0,1.0,5.0,3.0,,,,1.0,1.0,1.0,,,6.0,1.0,3.0,0.0289,,-0.08,1.0,,,,1.0,2.0,,,,,
13981490,home,Lecce,Nikola Štulić,,,nikola-stulic,N. Štulić,F,9,188,1231,M,1029748,EUR,999907200,F,9,9,False,,12.0,7.0,,,0.0,,,7.0,12.0,,,,,64.0,21.0,6.3,8.0,0.0256531,,2,,-0.11,0.12,0.16,,,4.0,3.0,6.0,4.0,,,,,,1.0,1.0,,3.0,,2.0,0.1738,,-0.53,1.0,,1.0,,,2.0,,,,,
13981490,home,Lecce,Tete Morente,,,tete-morente,T. Morente,F,15,180,435,M,605374,EUR,849657600,F,7,7,False,,26.0,22.0,5.0,3.0,0.0,5.0,5.0,17.0,21.0,,,,,86.0,42.0,6.7,12.0,0.0291902,,1,,0.06,0.06,-0.04,,4.0,1.0,,5.0,4.0,4.0,2.0,,,,,,,2.0,2.0,1.0,0.0579,,-0.11,,,1.0,,,,,1.0,,,
13981490,home,Lecce,Þórir Jóhann Helgason,,,thorir-johann-helgason,J. T. Helgason,M,14,187,318,M,886628,EUR,970099200,M,14,14,True,,5.0,4.0,,,0.0,,,4.0,5.0,,,,,26.0,10.0,6.7,3.0,0.0282412,,1,,-0.02,0.03,-0.02,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,0.0827,0.5391,0.13,,,,,,,1.0,,,,
13981490,home,Lecce,Francesco Camarda,,,camarda-francesco,F. Camarda,F,22,189,9850,M,1520771,EUR,1205107200,F,22,22,True,,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,,26.0,7.0,6.5,3.0,0.00136526,,0,,-0.02,0.0,0.0,,,,1.0,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,camardafrancesco9,,
13981490,home,Lecce,Lameck Banda,,,lameck-banda,L. Banda,M,19,165,4769,M,911350,EUR,980726400,M,19,19,True,,3.0,3.0,,,0.0,,,3.0,3.0,,,,,16.0,9.0,6.7,2.0,0.00925473,,0,,0.08,0.09,0.13,,,,,2.0,2.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,lameckbanda.10,,
13981490,home,Lecce,Balthazar Pierret,,,balthazar-pierret,B. Pierret,M,4,186,216,M,1014651,EUR,958348800,M,75,75,True,,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,,,,,11.0,6.0,6.6,1.0,0.00332489,,0,,0.06,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981490,home,Lecce,Konan N'Dri,,,ndri-konan,K. N'Dri,F,11,174,429,M,978327,EUR,972604800,F,11,11,True,,,,,,0.0,,,,,2.0,,,,11.0,6.0,6.8,2.0,,,0,,,0.11,0.19,,,,1.0,1.0,3.0,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
13981490,home,Lecce,Jasper Samooja,,,samooja-jasper,J. Samooja,G,32,189,137,M,999192,EUR,1058745600,G,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981490,home,Lecce,Christian Früchtl,,,christian-fruchtl,C. Früchtl,G,1,193,348,M,845024,EUR,949017600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981490,home,Lecce,Christ-Owen Kouassi,Owen Kouassi,,owen-kouassi,O. Kouassi,D,22,184,265,M,1910643,EUR,1050364800,D,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981490,home,Lecce,Corrie Ndaba,,,ndaba-corrie,C. Ndaba,D,3,188,181,M,981470,EUR,946080000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981490,home,Lecce,Jamil Siebert,,,jamil-siebert,J. Siebert,D,5,193,263,M,1014287,EUR,1017705600,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981490,home,Lecce,Mohamed Kaba,,,mohamed-kaba,M. Kaba,M,21,185,693,M,1127590,EUR,1004140800,M,77,77,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981490,home,Lecce,Niko Kovač,Niko Kovač,,niko-kovac,N. Kovač,M,80,184,198,M,1149067,EUR,1112918400,M,80,80,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981490,home,Lecce,Alex Sala,Alex Sala,,alex-sala,A. Sala,M,6,185,201,M,1157382,EUR,986774400,M,6,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981490,home,Lecce,Youssef Maleh,,,maleh-youssef,Y. Maleh,M,29,177,1361,M,849274,EUR,903744000,M,93,93,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981490,away,Sassuolo,Arijanet Murić,,,arijanet-muric,A. Murić,G,49,198,1886,M,888971,EUR,910396800,G,49,49,False,,43.0,28.0,23.0,8.0,0.0,22.0,27.0,6.0,16.0,10.0,4.0,1.0,2.0,90.0,57.0,7.6,15.0,0.00155202,0.3051,0,1.1076,0.08,0.01,0.37,0.31,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,
