match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_blockedScoringAttempt,stat_accurateCross,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_goals,stat_goodHighClaim,stat_punches,stat_hitWoodwork,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed
12117182,home,Atlético Goianiense,Pedro Rangel,,,pedro-rangel,Pedro Rangel,G,12,192,199,M,1092614,EUR,962236800,G,1,1,False,29.0,22.0,16.0,9.0,0.0,14.0,15.0,8.0,14.0,1.0,4.0,3.0,2.0,6.0,2.0,2.0,90.0,37.0,7.7,7.0,0.00586083,0,0.4172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117182,home,Atlético Goianiense,Maguinho,,,maguinho,Maguinho,D,26,175,81,M,871209,EUR,694656000,D,2,2,False,40.0,29.0,3.0,,0.0,12.0,16.0,17.0,25.0,3.0,7.0,,,,,,90.0,60.0,6.7,17.0,0.0204754,1,,1.0,1.0,3.0,5.0,9.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0153,1.0,,,,,,,,,,,,,,,,,
12117182,home,Atlético Goianiense,Adriano Martins,,,adriano-martins,Adriano Martins,D,4,193,138,M,1008459,EUR,859852800,D,3,3,False,31.0,28.0,4.0,4.0,0.0,18.0,20.0,10.0,11.0,4.0,3.0,,,,,,90.0,45.0,6.7,4.0,0.00389175,0,,,,4.0,5.0,6.0,1.0,,1.0,1.0,,,,,4.0,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,
12117182,home,Atlético Goianiense,Luiz Felipe,,,luiz-felipe,Luiz Felipe,D,3,187,139,M,831993,EUR,747532800,D,4,4,False,28.0,24.0,6.0,3.0,0.0,18.0,19.0,6.0,9.0,7.0,2.0,,,,,,90.0,37.0,6.0,4.0,0.00351469,1,,,1.0,3.0,6.0,3.0,4.0,,,,,,,,1.0,,0.0469,,,1.0,,,1.0,,,,,,,,,,,,
12117182,home,Atlético Goianiense,Guilherme Romão,,,guilherme-romao,G. Romão,D,5,179,114,M,883908,EUR,876182400,D,6,6,False,22.0,16.0,3.0,,0.0,3.0,5.0,16.0,21.0,,2.0,,,,,,90.0,49.0,6.9,16.0,0.307327,0,,4.0,,,1.0,6.0,1.0,,3.0,3.0,,4.0,,2.0,1.0,,,3.0,,2.0,1.0,1.0,,3.0,1.0,,,,,,,,,,
12117182,home,Atlético Goianiense,Shaylon,,,shaylon,Shaylon,M,7,180,381,M,874723,EUR,862099200,M,10,10,False,24.0,20.0,2.0,1.0,0.0,7.0,7.0,13.0,19.0,3.0,3.0,,,,,,66.0,35.0,6.9,7.0,0.0183117,1,,2.0,,1.0,,1.0,,,,,,1.0,,,,,0.0537,,,1.0,,,,,,1.0,0.0154,,,,,,,,
12117182,home,Atlético Goianiense,Gonzalo Freitas,,,gonzalo-freitas,G. Freitas,M,5,186,80,M,162579,EUR,686361600,M,5,5,False,30.0,23.0,5.0,2.0,0.0,10.0,12.0,13.0,18.0,5.0,4.0,,,,,,90.0,49.0,6.7,9.0,0.0730332,2,,,2.0,5.0,8.0,10.0,1.0,1.0,1.0,,1.0,,1.0,1.0,3.0,,0.0549,,,2.0,4.0,3.0,,,,1.0,0.0741,True,,,,,,,
12117182,home,Atlético Goianiense,Gabriel Baralhas,,,gabriel-baralhas,G. Baralhas,M,44,178,849,M,922575,EUR,907977600,M,8,8,False,23.0,19.0,4.0,2.0,0.0,7.0,8.0,12.0,16.0,1.0,2.0,,,,,,73.0,35.0,6.5,9.0,0.0107302,1,,1.0,,,4.0,4.0,1.0,1.0,1.0,,,2.0,,2.0,1.0,,0.0164,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,
12117182,home,Atlético Goianiense,Joel Campbell,,,joel-campbell,J. Campbell,F,10,178,1405,M,154508,EUR,709516800,F,7,7,False,37.0,30.0,2.0,,0.0,10.0,13.0,21.0,29.0,,8.0,,,,,,90.0,56.0,7.0,18.0,0.105682,2,,5.0,2.0,1.0,8.0,3.0,,2.0,3.0,,,2.0,,2.0,1.0,,0.977,2.0,,2.0,,,1.0,1.0,,1.0,0.7862,,1.0,,,,,,
12117182,home,Atlético Goianiense,Emiliano Rodriguez,,,rodriguez-emiliano,E. Rodriguez,F,,190,298,M,1177548,EUR,1058313600,F,9,9,False,9.0,7.0,1.0,1.0,0.0,3.0,3.0,4.0,6.0,2.0,1.0,,,,,,73.0,21.0,6.6,6.0,0.00701169,0,,,1.0,4.0,6.0,6.0,1.0,,3.0,,,1.0,,2.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
12117182,home,Atlético Goianiense,Luiz Fernando,,,luiz-fernando,Luiz Fernando,M,32,178,624,M,874143,EUR,845424000,F,11,11,False,26.0,17.0,2.0,1.0,0.0,3.0,4.0,14.0,22.0,1.0,8.0,,,,,,90.0,40.0,6.9,13.0,0.0255468,1,,,2.0,2.0,6.0,5.0,,2.0,4.0,2.0,,,,1.0,,,0.0851,,,1.0,,,1.0,,,,,,,,,,,,
12117182,home,Atlético Goianiense,Janderson,,,janderson,Janderson,M,99,161,276,M,870898,EUR,919987200,F,20,20,True,5.0,3.0,,,0.0,2.0,2.0,2.0,4.0,,,,,,,,27.0,9.0,6.4,3.0,0.0308613,0,,1.0,,,3.0,2.0,1.0,,,,,1.0,,1.0,2.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,
12117182,home,Atlético Goianiense,Alejo Cruz,Alejo Cruz Techera,,alejo-cruz,A. Cruz,M,15,169,217,M,1086925,EUR,967766400,F,18,18,True,2.0,2.0,,,0.0,,,3.0,4.0,,,,,,,,17.0,6.0,6.6,1.0,0.0339629,0,,2.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,
12117182,home,Atlético Goianiense,Jan Hurtado,,,jan-hurtado,J. Hurtado,F,9,181,694,M,868777,EUR,952214400,F,19,19,True,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,,,,,,,,17.0,5.0,6.4,2.0,0.00281864,0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12117182,home,Atlético Goianiense,Emerson  Júnior,Emerson  Júnior,,emerson-junior,E. Júnior,G,1,195,50,M,1066552,EUR,949881600,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117182,home,Atlético Goianiense,Luiz Gustavo,Luiz Gustavo,,luiz-gustavo,L. Gustavo,D,22,193,30,M,1645851,EUR,1054252800,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117182,home,Atlético Goianiense,Yeferson Rodallega,,,yeferson-rodallega,Y. Rodallega,D,17,178,46,M,1017363,EUR,974937600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117182,home,Atlético Goianiense,Marcão,,,marcao,Marcão,D,14,192,33,M,1641101,EUR,989884800,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117182,home,Atlético Goianiense,Rhaldney,,,rhaldney,Rhaldney,M,26,184,223,M,992024,EUR,911520000,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117182,home,Atlético Goianiense,Campanharo,,,campanharo,Campanharo,M,,178,121,M,220094,EUR,702345600,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117182,away,Botafogo,John Victor,,,john-victor,John,G,12,197,3318,M,840103,EUR,824169600,G,12,12,False,27.0,18.0,12.0,3.0,0.0,15.0,17.0,3.0,10.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,90.0,38.0,7.0,9.0,0.00051755,0,-0.1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,
12117182,away,Botafogo,Mateo Ponte,,,mateo-ponte,M. Ponte,D,4,183,1429,M,1099163,EUR,1053734400,D,4,4,False,26.0,18.0,5.0,3.0,0.0,11.0,15.0,7.0,15.0,1.0,3.0,,,,,,90.0,51.0,7.1,15.0,0.0261538,0,,4.0,1.0,4.0,3.0,8.0,1.0,,1.0,,,1.0,,,,,,1.0,,4.0,4.0,3.0,,,,,,,,,,,,,
12117182,away,Botafogo,Bastos,,,bastos,Bastos,D,15,184,3202,M,215956,EUR,670032000,D,15,15,False,55.0,46.0,6.0,2.0,0.0,32.0,36.0,14.0,19.0,3.0,8.0,,,,,,90.0,64.0,6.8,9.0,0.00428649,0,,,,1.0,3.0,2.0,1.0,,,,,,,,2.0,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,
12117182,away,Botafogo,Alexander Barboza,,,alexander-barboza,A. Barboza,D,20,193,2577,M,801044,EUR,795312000,D,20,20,False,49.0,42.0,5.0,1.0,0.0,32.0,34.0,10.0,15.0,1.0,3.0,,,,,,90.0,55.0,6.6,7.0,0.0370383,0,,,3.0,,4.0,1.0,,,,,,,,,3.0,,,,2.0,,1.0,,,,,,,,,,,,,,
12117182,away,Botafogo,Cuiabano,Cuiabano,,cuiabano,Cuiabano,D,6,179,2699,M,1160554,EUR,1045353600,D,66,66,False,23.0,16.0,3.0,,0.0,6.0,9.0,10.0,17.0,2.0,2.0,,,,,,72.0,37.0,6.3,14.0,0.0106741,1,,3.0,2.0,2.0,6.0,4.0,1.0,,,,1.0,3.0,1.0,,3.0,,0.0322,,,2.0,2.0,1.0,,,,,,,,,,1.0,,,
12117182,away,Botafogo,Luiz Henrique,Luiz Henrique,,luiz-henrique,L. Henrique,M,11,182,12999,M,1035995,EUR,978393600,M,7,7,False,19.0,17.0,1.0,1.0,0.0,6.0,7.0,11.0,12.0,,6.0,,,,,,90.0,41.0,8.7,6.0,0.470129,2,,,2.0,,8.0,9.0,2.0,2.0,8.0,6.0,,,,3.0,,2.0,0.8066,2.0,,1.0,,,,,1.0,2.0,1.0441,,1.0,,,,luizhenrique_07,1.0,
12117182,away,Botafogo,Danilo Barbosa,,,danilo-barbosa,D. Barbosa,M,5,182,801,M,330063,EUR,825465600,M,5,5,False,29.0,22.0,5.0,2.0,0.0,14.0,16.0,8.0,13.0,,3.0,,,,,,59.0,36.0,7.0,8.0,0.00648748,1,,,1.0,,2.0,2.0,,,1.0,,,,,,,,0.0156,1.0,2.0,,2.0,2.0,1.0,,,,,True,,,,,,1.0,
