match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_dispossessed,stat_interceptionWon,stat_errorLeadToAGoal,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_wonTackle,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_bigChanceMissed,stat_errorLeadToAShot,stat_totalOffside,stat_shotOffTarget,stat_aerialWon,stat_goals,stat_goodHighClaim
12437721,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196.0,1913,M,164343,EUR,694310400,G,13,13,False,37.0,36.0,8.0,7.0,0.0,35.0,35.0,1.0,2.0,1.0,6.0,5.0,5.0,1.0,1.0,90.0,46.0,7.2,1.0,0.00017085,0,-0.5164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437721,home,Girona FC,Alejandro Francés,alejandro-frances,A. Francés,D,16,180.0,576,M,1002347,EUR,1028160000,D,16,16,False,32.0,28.0,7.0,3.0,0.0,15.0,17.0,13.0,17.0,3.0,2.0,,,,,85.0,51.0,6.0,7.0,0.00637654,1,,2.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0203,,,,,,,,,,,,,,,,,,,,,,
12437721,home,Girona FC,David López,david-lopez,D. López,D,5,185.0,551,M,135116,EUR,623894400,D,5,5,False,54.0,49.0,9.0,7.0,0.0,39.0,42.0,10.0,12.0,4.0,3.0,,,,,90.0,67.0,5.6,10.0,0.00333715,0,,,,4.0,,1.0,,,,2.0,,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12437721,home,Girona FC,Daley Blind,daley-blind,D. Blind,D,17,180.0,2785,M,44864,EUR,636940800,D,17,17,False,50.0,42.0,5.0,1.0,0.0,31.0,35.0,11.0,15.0,9.0,5.0,,,,,90.0,75.0,6.5,11.0,0.00534056,0,,,,2.0,5.0,,,,4.0,,,1.0,,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,
12437721,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180.0,4281,M,908716,EUR,996192000,D,3,3,False,39.0,31.0,2.0,1.0,0.0,21.0,26.0,12.0,17.0,2.0,7.0,,,,,90.0,69.0,6.8,17.0,0.164473,1,,4.0,,1.0,2.0,,,,2.0,2.0,,1.0,0.0295,,1.0,,,,,,1.0,MGutiérrez,2.0,1.0,1.0,0.0168,2.0,,,,,,,,
12437721,home,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178.0,895,M,973699,EUR,918950400,M,23,23,False,48.0,43.0,1.0,1.0,0.0,29.0,32.0,14.0,16.0,,6.0,,,,,90.0,57.0,6.3,8.0,0.0130949,0,,,,3.0,2.0,,,,1.0,1.0,,1.0,,1.0,1.0,,,,2.0,1.0,,,,,,,1.0,True,,,,,,,
12437721,home,Girona FC,Jhon Solís,jhon-solis,J. Solís,M,14,186.0,1595,M,1106573,EUR,1096761600,M,22,22,False,40.0,36.0,,,0.0,27.0,29.0,10.0,12.0,2.0,2.0,,,,,90.0,64.0,6.3,12.0,0.0571434,0,,1.0,,11.0,5.0,4.0,,1.0,3.0,3.0,1.0,2.0,,5.0,1.0,,Jhon Solis,,1.0,1.0,3.0,,1.0,,,,1.0,,,,,,,,
12437721,home,Girona FC,Bryan Gil,bryan-gil,B. Gil,M,21,176.0,3585,M,910026,EUR,981849600,M,20,20,False,18.0,16.0,,,0.0,5.0,6.0,11.0,13.0,,2.0,,,,,54.0,32.0,6.3,7.0,0.0201277,2,,1.0,1.0,5.0,3.0,,,,1.0,2.0,,2.0,0.5484,1.0,1.0,,,,3.0,2.0,,bryan11gil,,,2.0,0.2698,1.0,,1.0,1.0,1.0,,,,
12437721,home,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178.0,5432,M,319735,EUR,879552000,M,8,8,False,16.0,13.0,,,0.0,6.0,7.0,7.0,9.0,,1.0,,,,,69.0,19.0,6.2,4.0,0.0107171,1,,,1.0,2.0,1.0,1.0,,,,1.0,,,0.0247,,,,,,1.0,1.0,,viktortsygankov,,,,,,,,,,1.0,,,
12437721,home,Girona FC,Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,178.0,3536,M,827064,EUR,854668800,M,11,11,False,8.0,7.0,,,0.0,4.0,4.0,4.0,5.0,,4.0,,,,,55.0,15.0,6.2,5.0,0.0965072,0,,1.0,1.0,4.0,1.0,1.0,,,1.0,1.0,,,,,,,,,2.0,,1.0,,1.0,,,,1.0,,,,2.0,,,,
