match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside
12117269,home,Corinthians,Hugo Souza,hugo-souza,H. Souza,G,1,199,25650,M,hugosouza,950454,EUR,917740800,G,1,1,False,True,27.0,23.0,7.0,3.0,0.0,23.0,24.0,3.0,1.0,1.0,3.0,8.0,1.0,1.0,4.0,1.0,90.0,41.0,7.0,4.0,7.176e-05,0,0.2395,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117269,home,Corinthians,Matheuzinho,matheuzinho,Matheuzinho,D,2,171,7286,M,mateuzinhoo,931540,EUR,968371200,D,2,2,False,,75.0,63.0,9.0,3.0,0.0,34.0,42.0,33.0,,3.0,1.0,4.0,,,,,90.0,90.0,7.0,12.0,0.0208104,1,,29.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,0.0337,0.542,1.0,,,,,,,,,,,,,,,,,
12117269,home,Corinthians,André Ramalho,andre-ramalho,A. Ramalho,D,5,182,5367,M,,148155,EUR,698198400,D,5,5,False,,60.0,50.0,7.0,1.0,0.0,40.0,44.0,16.0,2.0,2.0,4.0,4.0,,,,,90.0,70.0,6.4,11.0,0.00313257,0,,10.0,3.0,5.0,,,,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,
12117269,home,Corinthians,Cacá,caca,Cacá,D,25,185,3939,M,,929200,EUR,924998400,D,25,25,False,,53.0,49.0,3.0,2.0,0.0,43.0,45.0,8.0,1.0,3.0,1.0,2.0,,,,,90.0,62.0,7.1,4.0,0.00166775,2,,6.0,4.0,7.0,1.0,1.0,1.0,,2.0,0.9156,0.9426,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,
12117269,home,Corinthians,Matheus Bidu,matheus-bidu,M. Bidu,D,21,172,6254,M,,981703,EUR,925776000,D,21,21,False,,75.0,69.0,9.0,7.0,0.0,40.0,45.0,31.0,,5.0,3.0,6.0,,,,,90.0,107.0,7.1,13.0,0.0632245,1,,30.0,,4.0,1.0,1.0,,1.0,5.0,0.1462,0.3369,1.0,1.0,3.0,1.0,,3.0,1.0,1.0,1.0,2.0,,,,,,,,
12117269,home,Corinthians,José Martínez,jose-martinez,J. Martínez,M,70,177,7398,M,elBrujo,979325,EUR,776217600,M,70,70,False,,40.0,27.0,6.0,1.0,0.0,19.0,25.0,15.0,2.0,4.0,1.0,1.0,,,,,65.0,48.0,6.3,15.0,0.00353791,0,,8.0,,2.0,,,,1.0,2.0,,,,,,,,2.0,,,2.0,,,,,,,,,
12117269,home,Corinthians,André Carrillo,andre-carrillo,A. Carrillo,M,19,180,14534,M,18andrecarrillo,115182,EUR,676857600,M,19,19,False,,65.0,60.0,2.0,1.0,0.0,30.0,33.0,32.0,,5.0,,7.0,,,,,84.0,81.0,7.2,9.0,0.0167048,2,,30.0,1.0,2.0,,1.0,,1.0,3.0,0.0906,0.0325,,,2.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,,
12117269,home,Corinthians,Rodrigo Garro,rodrigo-garro,R. Garro,M,8,174,33134,M,rodrigarroo,994454,EUR,883872000,M,10,10,False,,42.0,31.0,4.0,2.0,1.0,12.0,12.0,32.0,,7.0,1.0,2.0,,,,,85.0,58.0,8.4,15.0,0.169732,1,,20.0,,3.0,2.0,1.0,1.0,,2.0,0.3102,0.2034,4.0,,2.0,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,3.0,,,,,,
12117269,home,Corinthians,Breno Bidon,breno-bidon,B. Bidon,M,27,174,9937,M,BrenoBidon,1199261,EUR,1108857600,M,27,27,False,,31.0,26.0,4.0,3.0,0.0,12.0,13.0,19.0,,3.0,,5.0,,,,,45.0,38.0,6.6,8.0,0.013584,0,,14.0,,1.0,,,,,1.0,,,,,1.0,,,1.0,1.0,,1.0,,,2.0,,,,,,
12117269,home,Corinthians,Yuri Alberto,yuri-alberto,Y. Alberto,F,9,183,45110,M,yurialberto,905463,EUR,984873600,F,9,9,False,,19.0,13.0,1.0,1.0,0.0,6.0,6.0,14.0,,3.0,,3.0,,,,,90.0,31.0,7.5,11.0,0.00767016,3,,7.0,2.0,8.0,1.0,1.0,1.0,,,0.3246,0.7779,1.0,,1.0,2.0,1.0,,1.0,,3.0,3.0,3.0,,1.0,,,,,
12117269,home,Corinthians,Memphis Depay,memphis-depay,M. Depay,F,10,176,75964,M,Memphis,138833,EUR,761097600,F,94,94,False,,26.0,23.0,1.0,,0.0,10.0,11.0,15.0,,4.0,,2.0,,,,,76.0,42.0,7.3,11.0,0.164918,3,,13.0,,5.0,,2.0,1.0,1.0,1.0,0.0683,0.5895,1.0,,3.0,,,1.0,,,3.0,4.0,2.0,1.0,1.0,,,,,
12117269,home,Corinthians,Ángel Romero,angel-romero,Á. Romero,F,29,177,10605,M,ÁRomero,1197041,EUR,710208000,F,11,11,True,,19.0,18.0,,,0.0,5.0,5.0,14.0,1.0,2.0,1.0,2.0,,,,,45.0,28.0,6.5,3.0,0.0213663,0,,13.0,2.0,5.0,2.0,,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,
12117269,home,Corinthians,Charles,charles,Charles,M,35,187,3576,M,,845178,EUR,835142400,M,8,8,True,,11.0,10.0,1.0,1.0,0.0,3.0,4.0,7.0,,4.0,,2.0,,,,,25.0,18.0,7.1,2.0,0.00680206,0,,7.0,1.0,1.0,,,,,3.0,,,,1.0,1.0,,,2.0,,,,1.0,1.0,,,,,,,
12117269,home,Corinthians,Talles Magno,talles-magno,T. Magno,F,43,186,7732,M,TallesMagico,985860,EUR,1025049600,F,43,43,True,,7.0,6.0,,,1.0,3.0,4.0,3.0,,4.0,,2.0,,,,,14.0,15.0,7.3,3.0,0.0769055,1,,3.0,1.0,3.0,1.0,,,,1.0,0.0228,,1.0,,1.0,,1.0,,,,,4.0,3.0,,,,,,,
12117269,home,Corinthians,Raniele,raniele,Raniele,M,14,184,6186,M,R14niele,866392,EUR,851990400,M,14,14,True,,9.0,7.0,2.0,2.0,0.0,4.0,5.0,4.0,1.0,1.0,,,,,,,11.0,9.0,6.6,2.0,0.00110378,0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117269,home,Corinthians,Igor Coronado,igor-coronado,I. Coronado,M,77,170,5336,M,igor_coronado,152098,EUR,714096000,M,77,77,True,,6.0,3.0,,,0.0,2.0,4.0,2.0,,,1.0,1.0,,,,,10.0,12.0,6.5,5.0,0.00103941,0,,1.0,1.0,1.0,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,
12117269,home,Corinthians,Matheus Donelli,matheus-donelli,M. Donelli,G,32,187,3371,M,,1002609,EUR,1021593600,G,32,32,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117269,home,Corinthians,Fagner,fagner,Fagner,D,23,168,3781,M,Fagner,25554,EUR,613526400,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117269,home,Corinthians,Gustavo Henrique,gustavo-henrique,G. Henrique,D,13,195,5441,M,,243181,EUR,732931200,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117269,home,Corinthians,Caetano,caetano,Caetano,D,16,182,910,M,,959006,EUR,930182400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117269,home,Corinthians,Pedro Henrique,pedro-henrique,P. Henrique,M,7,179,1742,M,,219190,EUR,645580800,F,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117269,home,Corinthians,Giovane,giovane,Giovane,F,23,184,4963,M,,1170773,EUR,1069632000,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
