match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_lastName,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_aerialLost,stat_shotOffTarget,stat_interceptionWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated
13472867,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,28.0,15.0,19.0,6.0,0.0,12.0,16.0,3.0,12.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,90.0,36.0,7.3,13.0,0.00029616,0,1.0287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472867,home,Palmeiras,Agustín Giay,agustin-giay,A. Giay,D,4,180,5030,M,,1106603,EUR,1074211200,D,4,4,False,38.0,31.0,2.0,1.0,0.0,14.0,17.0,17.0,21.0,3.0,6.0,,,,,,,90.0,60.0,7.3,14.0,0.0286868,0,,Agustín Giay,3.0,1.0,2.0,4.0,7.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
13472867,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,79.0,70.0,6.0,1.0,0.0,47.0,50.0,23.0,29.0,2.0,3.0,,,,,,,90.0,86.0,7.3,9.0,0.014282,1,,,,,3.0,,5.0,,1.0,1.0,,1.0,,,,True,1.0,1.0,0.0109,,,,,,,,,,,,
13472867,home,Palmeiras,Bruno Fuchs,bruno-fuchs,B. Fuchs,D,3,190,3790,M,,973737,EUR,922924800,D,3,3,False,76.0,71.0,8.0,6.0,0.0,38.0,39.0,33.0,37.0,3.0,3.0,,,,,,,90.0,87.0,7.5,6.0,0.0193429,1,,,,,1.0,2.0,2.0,,1.0,,1.0,,1.0,,,,,,0.0411,1.0,1.0,3.0,,,,,,,,,
13472867,home,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183,6392,M,,881110,EUR,903916800,D,22,22,False,47.0,41.0,,,0.0,20.0,22.0,21.0,25.0,,5.0,,,,,,,90.0,76.0,7.5,12.0,0.192336,0,,,4.0,2.0,1.0,6.0,7.0,,4.0,3.0,,,,3.0,,,,,,2.0,,,3.0,3.0,2.0,,,,,,
13472867,home,Palmeiras,Lucas Evangelista,lucas-evangelista,L. Evangelista,M,30,181,3216,M,,331397,EUR,799718400,M,30,30,False,44.0,40.0,2.0,1.0,0.0,18.0,20.0,22.0,24.0,,5.0,,,,,,,70.0,51.0,6.9,5.0,0.0249199,1,,,,,1.0,4.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,,,,,,0.0253,,,1.0,,,,1.0,0.0144,,,,
13472867,home,Palmeiras,Emiliano Martínez,emiliano-martinez,E. Martínez,M,32,184,3839,M,,973533,EUR,934848000,M,32,32,False,76.0,74.0,4.0,4.0,0.0,34.0,34.0,40.0,42.0,1.0,8.0,,,,,,,90.0,85.0,6.8,4.0,0.0257852,1,,,,,1.0,10.0,3.0,5.0,2.0,1.0,2.0,,3.0,,,,,,0.0388,2.0,1.0,1.0,,,,,,,,,
13472867,home,Palmeiras,Facundo Torres,facundo-torres,F. Torres,M,17,177,5945,M,,874572,EUR,955584000,M,17,17,False,45.0,38.0,1.0,,0.0,16.0,19.0,22.0,26.0,2.0,4.0,,,,,,,82.0,57.0,7.5,10.0,0.0327684,2,,,1.0,,,2.0,3.0,1.0,1.0,,1.0,1.0,,,,,,,0.1847,,1.0,1.0,1.0,1.0,1.0,1.0,0.6951,1.0,,,
13472867,home,Palmeiras,Mauricio,mauricio,Mauricio,M,18,174,5655,M,,986233,EUR,993168000,M,18,18,False,38.0,35.0,1.0,1.0,1.0,13.0,13.0,22.0,25.0,,,,,,,,,58.0,43.0,7.1,5.0,0.132282,1,,,,,,1.0,2.0,1.0,,,2.0,2.0,,1.0,,,,,0.1404,,1.0,,,,,,,,,,
13472867,home,Palmeiras,Luighi Hanri,luighi,Luighi,F,31,182,3805,M,,1597267,EUR,1146355200,M,31,31,False,31.0,23.0,2.0,,0.0,7.0,9.0,16.0,22.0,1.0,3.0,,,,,,,59.0,46.0,6.5,14.0,0.0259733,0,,Luighi,,,2.0,10.0,8.0,,3.0,1.0,1.0,2.0,2.0,1.0,,,,,,3.0,,,2.0,4.0,1.0,,,,,,
13472867,home,Palmeiras,Vitor Roque,vitor-roque,V. Roque,F,9,174,72751,M,VRoque,1150391,EUR,1109548800,F,9,9,False,6.0,5.0,,,0.0,,,5.0,6.0,,3.0,,,,,,,58.0,23.0,7.6,5.0,0.0336171,1,,Vitor Roque,1.0,,,3.0,10.0,,2.0,2.0,3.0,6.0,2.0,1.0,,,,,0.0437,1.0,,,,2.0,2.0,1.0,0.0296,,,,
13472867,home,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,raphaelveiga,840020,EUR,803520000,M,23,23,True,17.0,14.0,2.0,2.0,0.0,5.0,6.0,9.0,11.0,1.0,,,,,,,,32.0,23.0,6.9,4.0,0.0161237,1,,,,,1.0,2.0,4.0,,1.0,1.0,1.0,2.0,2.0,1.0,,,,,0.0342,,1.0,,,,,,,,,,
13472867,home,Palmeiras,José López,jose-lopez,J. López,F,42,188,16738,M,,1094179,EUR,976060800,F,42,42,True,10.0,8.0,2.0,2.0,0.0,3.0,4.0,5.0,6.0,,2.0,,,,,,,32.0,17.0,6.4,8.0,0.007092,0,,José López,,,,6.0,1.0,,,,4.0,1.0,3.0,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,
