match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,captain,stat_shotOffTarget,stat_bigChanceMissed,player_lastName,stat_totalOffside,stat_goals
12436975,home,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,1,1,False,29.0,27.0,2.0,0.0,27.0,28.0,1.0,1.0,6.0,3.0,4.0,1.0,1.0,1.0,90.0,40.0,7.3,2.0,8.432e-05,0,1.0869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436975,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,pedroporro29,913654,EUR,937180800,D,23,23,False,50.0,41.0,6.0,0.0,26.0,30.0,26.0,3.0,6.0,,,,,,90.0,80.0,7.7,12.0,0.3463,0,,2.0,20.0,6.0,5.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,
12436975,home,Tottenham Hotspur,Archie Gray,archie-gray,A. Gray,D,14,187,5627,M,ArchieGray06,1142335,EUR,1142121600,D,14,14,False,77.0,73.0,7.0,0.0,57.0,59.0,18.0,4.0,1.0,,,,,,90.0,85.0,6.6,6.0,0.00406246,0,,4.0,16.0,,,1.0,2.0,2.0,,1.0,,,,,1.0,1.0,,,Archie Gray,1.0,,,,,,,,,,,,,
12436975,home,Tottenham Hotspur,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,,794953,EUR,906163200,D,4,4,False,91.0,85.0,5.0,0.0,68.0,69.0,22.0,1.0,3.0,,,,,,90.0,104.0,7.5,9.0,0.00543224,2,,1.0,17.0,,,1.0,3.0,3.0,1.0,,,,1.0,1.0,3.0,1.0,1.0,,,1.0,2.0,4.0,0.0542,0.1028,,,,,,,,,
12436975,home,Tottenham Hotspur,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,udogiethree,983572,EUR,1038441600,D,13,13,False,37.0,36.0,,0.0,22.0,22.0,15.0,1.0,5.0,,,,,,67.0,53.0,7.2,3.0,0.00349549,0,,,14.0,,,,3.0,9.0,,,,,7.0,5.0,1.0,2.0,2.0,,,,,,,,1.0,,,,,,,,
12436975,home,Tottenham Hotspur,Lucas Bergvall,bergvall-lucas,L. Bergvall,M,15,186,9218,M,lucasbergvall,1391251,EUR,1138838400,M,15,15,False,54.0,47.0,4.0,0.0,27.0,32.0,22.0,,4.0,,,,,,90.0,73.0,6.9,14.0,0.0141547,0,,3.0,20.0,,,1.0,4.0,8.0,1.0,4.0,,,5.0,2.0,4.0,,1.0,,,,,1.0,,,,2.0,,,,,,,
12436975,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,rodrigo_bentancur,791190,EUR,867196800,M,30,30,False,44.0,38.0,1.0,0.0,26.0,27.0,17.0,1.0,5.0,,,,,,67.0,59.0,7.5,6.0,0.0145896,2,,1.0,12.0,,,3.0,5.0,11.0,2.0,2.0,,2.0,4.0,1.0,,2.0,2.0,,,1.0,1.0,,0.1321,0.1791,,2.0,1.0,,,,,,
12436975,home,Tottenham Hotspur,James Maddison,james-maddison,J. Maddison,M,10,175,15672,M,Madders,356398,EUR,848707200,M,10,10,False,56.0,42.0,5.0,0.0,23.0,26.0,38.0,1.0,5.0,,,,,,82.0,79.0,7.1,24.0,0.228672,0,,,22.0,8.0,3.0,,5.0,7.0,,4.0,,,4.0,3.0,1.0,2.0,1.0,4.0,,,,,,,1.0,1.0,,True,,,,,
12436975,home,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,brenjohnson_,1085180,EUR,990576000,F,22,22,False,19.0,16.0,,0.0,9.0,9.0,11.0,1.0,4.0,,,,,,90.0,32.0,7.0,6.0,0.114605,1,,,7.0,1.0,,,2.0,3.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,0.0517,,,1.0,,,1.0,,,,
12436975,home,Tottenham Hotspur,Mathys Tel,mathys-tel,M. Tel,F,11,183,11348,M,m.tel14,1048888,EUR,1114560000,F,11,11,False,5.0,4.0,,0.0,2.0,2.0,3.0,1.0,1.0,,,,,,66.0,13.0,6.6,4.0,0.00068239,1,,,2.0,,,,6.0,1.0,1.0,2.0,,,,,,1.0,1.0,,,1.0,1.0,,0.0371,0.5557,1.0,,,,,,,,
12436975,home,Tottenham Hotspur,Wilson Odobert,wilson-odobert,W. Odobert,F,28,182,4519,M,,1142679,EUR,1101600000,F,28,28,False,25.0,19.0,2.0,0.0,5.0,6.0,20.0,,3.0,,,,,,67.0,36.0,6.7,11.0,0.0222834,2,,1.0,14.0,1.0,,,3.0,2.0,,4.0,,1.0,,,1.0,,,,,1.0,1.0,,0.2314,0.4415,,2.0,,,1.0,1.0,,,
12436975,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,dejan_k10,928124,EUR,956620800,M,21,21,True,3.0,3.0,,0.0,2.0,2.0,1.0,,1.0,,,,,,24.0,12.0,6.6,5.0,0.0011451,0,,,1.0,,,,2.0,2.0,,2.0,,,,,3.0,1.0,,,,,,,,,1.0,1.0,,,,,,,
12436975,home,Tottenham Hotspur,Djed Spence,djed-spence,D. Spence,D,24,184,4534,M,,945798,EUR,965779200,D,24,24,True,18.0,15.0,1.0,0.0,7.0,8.0,10.0,1.0,3.0,,,,,,23.0,24.0,6.4,7.0,0.095201,0,,,8.0,,,1.0,4.0,2.0,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,
12436975,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,pape,1002711,EUR,1031961600,M,29,29,True,9.0,9.0,,0.0,5.0,5.0,4.0,,2.0,,,,,,23.0,16.0,6.6,,0.00985294,2,,,4.0,,,,2.0,3.0,,,,1.0,2.0,1.0,,1.0,2.0,,,,,,0.5603,,,,1.0,,1.0,1.0,,,
12436975,home,Tottenham Hotspur,Heung-min Son,heung-min-son,H. M. Son,F,7,184,117494,M,HMSon,111505,EUR,710553600,F,7,7,True,9.0,7.0,,0.0,2.0,2.0,7.0,,,,,,,,23.0,11.0,7.0,3.0,0.19988,1,,,5.0,,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,0.2614,0.421,,,,,,,,,
12436975,home,Tottenham Hotspur,Timo Werner,timo-werner,T. Werner,F,36,180,19084,M,timowerner,232306,EUR,826070400,F,16,16,True,3.0,3.0,,0.0,1.0,1.0,2.0,,,,,,,,8.0,4.0,6.5,1.0,0.00858129,0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436975,home,Tottenham Hotspur,Antonín Kinský,antonin-kinsky,A. Kinský,G,31,190,3150,M,,1031251,EUR,1047513600,G,31,31,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436975,home,Tottenham Hotspur,Sergio Reguilón,sergio-reguilon,S. Reguilón,D,,178,5856,M,sergio_regui,858195,EUR,850694400,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436975,home,Tottenham Hotspur,Yves Bissouma,yves-bissouma,Y. Bissouma,M,8,181,19170,M,YB8,844842,EUR,841363200,M,8,8,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436975,home,Tottenham Hotspur,Dane Scarlett,scarlett-dane,D. Scarlett,F,44,180,2445,M,,998772,EUR,1080086400,F,44,44,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436975,away,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,25.0,21.0,7.0,0.0,21.0,22.0,3.0,2.0,13.0,6.0,6.0,1.0,,,90.0,45.0,8.4,4.0,0.00016874,0,1.7001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436975,away,Manchester City,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,matheusnunes,945122,EUR,904176000,D,27,27,False,41.0,36.0,4.0,0.0,19.0,21.0,23.0,1.0,4.0,,,,,,90.0,66.0,7.2,11.0,0.220017,0,,3.0,18.0,3.0,1.0,,5.0,2.0,1.0,1.0,1.0,1.0,,,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,
12436975,away,Manchester City,Abdukodir Khusanov,abdukodir-khusanov,A. Khusanov,D,45,186,85407,M,abdukodir_khusanov,1194333,EUR,1078012800,D,45,45,False,48.0,40.0,7.0,0.0,25.0,28.0,20.0,4.0,4.0,,,,,,90.0,56.0,7.0,9.0,0.00510926,0,,2.0,15.0,,,,1.0,2.0,,,,1.0,2.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,
12436975,away,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,57.0,53.0,5.0,0.0,42.0,44.0,13.0,,3.0,,,,,,90.0,61.0,6.9,5.0,0.0051271,0,,3.0,11.0,,,,3.0,1.0,,,,1.0,,,,1.0,2.0,,,1.0,,1.0,,,,,,True,,,,,
12436975,away,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,51.0,43.0,9.0,0.0,22.0,27.0,24.0,2.0,4.0,,,,,,90.0,69.0,7.4,14.0,0.0177526,0,,7.0,21.0,,,,5.0,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,
12436975,away,Manchester City,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178,33708,M,Kova8,136710,EUR,768182400,M,8,8,False,48.0,43.0,3.0,0.0,24.0,26.0,22.0,2.0,2.0,,,,,,89.0,65.0,6.9,7.0,0.0381989,0,,2.0,19.0,,,1.0,5.0,9.0,2.0,2.0,,1.0,7.0,5.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,
