match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_possessionLostCtrl,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,player_firstName,player_lastName,stat_dispossessed,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,captain,stat_goalAssist,stat_totalOffside,stat_penaltyWon,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_errorLeadToAShot,stat_lastManTackle,stat_penaltyConceded
10411491,home,Roma,Rui Patrício,rui-patricio,R. Patrício,G,190,3199,M,rpatricio1,17737,EUR,571881600,G,1,1,False,10.0,10.0,1.0,1.0,10.0,10.0,6.0,2.0,90.0,18.0,6.6,0.0,0.0,3.642e-05,4.3973633008884,1.0,0.63,0.63,0,-0.3611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411491,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,190,4038,M,,611210,EUR,829699200,D,23,23,False,77.0,71.0,9.0,5.0,43.0,43.0,7.0,,88.0,86.0,6.7,0.0,0.0,0.12466,256.96129807386,39.0,154.77,14.91,0,,23,29.0,36.0,2.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,8.0,13.392021542695,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10411491,home,Roma,Chris Smalling,chris-smalling,C. Smalling,D,192,1660,M,,47741,EUR,627696000,D,6,6,False,53.0,47.0,6.0,4.0,31.0,34.0,4.0,,90.0,66.0,7.6,0.2432,0.2072,0.00975476,160.25139671154,21.0,67.83,14.595,2,,5,16.0,19.0,,,2.0,4.0,2.0,4.0,,2.0,,,,6.0,16.821727646113,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10411491,home,Roma,Roger Ibañez,roger-ibanez,R. Ibañez,D,185,2299,M,,888949,EUR,911779200,D,3,3,False,85.0,84.0,8.0,8.0,31.0,31.0,4.0,,90.0,98.0,7.3,0.2625,0.0,0.197039,398.7652634986,49.0,287.385,33.705,1,,3,53.0,54.0,,,1.0,1.0,4.0,6.0,,1.0,2.0,1.0,1.0,4.0,107.05026649928,5.0,1.0,,,,,2.0,,,,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,
10411491,home,Roma,Nicola Zalewski,nicola-zalewski,N. Zalewski,M,175,16244,M,nico_zale,984184,EUR,1011744000,M,59,59,False,48.0,38.0,8.0,3.0,22.0,25.0,3.0,,90.0,77.0,7.0,0.2978,0.3204,0.155936,171.38404001612,21.0,100.59,14.7,3,,59,18.0,30.0,7.0,2.0,,,4.0,7.0,3.0,1.0,2.0,2.0,,17.0,27.850956812333,2.0,1.0,1.0,1.0,2.0,,,,,,,,,3.0,3.0,2.0,,,,,,,,,,,,
10411491,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,186,2731,M,,186855,EUR,794188800,M,4,4,False,79.0,70.0,8.0,5.0,20.0,22.0,4.0,,90.0,91.0,7.9,0.1088,0.0,0.435114,234.76505677654,34.0,86.73,12.285,1,,4,51.0,58.0,1.0,1.0,1.0,3.0,1.0,6.0,,1.0,3.0,2.0,,10.0,36.766722704864,2.0,2.0,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,
10411491,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,186,5687,M,lorepelle7,555540,EUR,835142400,M,7,7,False,50.0,39.0,5.0,3.0,16.0,16.0,,,90.0,89.0,7.8,0.3218,0.0,0.645247,265.34891049257,30.0,60.48,19.32,4,,7,26.0,49.0,15.0,3.0,2.0,,8.0,6.0,3.0,,4.0,2.0,1.0,27.0,78.003201563024,4.0,4.0,,2.0,,,2.0,,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,True,1.0,1.0,,,,,,,,
10411491,home,Roma,Matías Viña,matias-vina,M. Viña,D,180,7106,M,matiasv17,875295,EUR,879033600,M,17,17,False,11.0,11.0,1.0,1.0,4.0,4.0,2.0,,45.0,33.0,6.9,0.0,0.0,0.037106,57.097556714631,6.0,33.705,32.34,0,,18,7.0,9.0,2.0,,,,3.0,4.0,1.0,,2.0,,3.0,5.0,32.350292981672,1.0,1.0,,,,,2.0,,,,,,3.0,1.0,,1.0,,,,,,,,,,,,
10411491,home,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,177,117714,M,LaJoya,256219,EUR,753321600,F,21,21,False,23.0,23.0,,,8.0,8.0,3.0,,49.0,30.0,7.1,0.7884,0.9894,0.0571621,61.35356813769,9.0,22.785,11.865,1,,21,15.0,16.0,1.0,,,,,,,1.0,,,,3.0,12.685439251362,1.0,,,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,
10411491,home,Roma,Nicolò Zaniolo,nicolo-zaniolo,N. Zaniolo,F,189,9127,M,nicolozaniolo,864898,EUR,930873600,F,22,22,False,11.0,8.0,,,,,1.0,,45.0,19.0,6.5,0.3877,0.0,0.0670831,7.7060972360729,2.0,-4.095,-1.785,2,,10,9.0,12.0,1.0,1.0,,,4.0,1.0,,,,,1.0,7.0,,,1.0,,1.0,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
