match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_interceptionWon,stat_wasFouled,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_outfielderBlock,stat_errorLeadToAShot
12437736,home,Real Betis,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191,3299,M,253809,EUR,760579200,G,1,1,False,21.0,19.0,4.0,2.0,0.0,19.0,19.0,2.0,6.0,4.0,4.0,1.0,1.0,90.0,28.0,7.2,2.0,8.504e-05,0,-0.7452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437736,home,Real Betis,Héctor Bellerín,,,hector-bellerin,H. Bellerín,D,2,178,3870,M,188365,EUR,795571200,D,2,2,False,76.0,71.0,2.0,1.0,0.0,37.0,39.0,39.0,2.0,,,,,90.0,93.0,6.5,11.0,0.0262493,0,,Bellerín,True,34.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,
12437736,home,Real Betis,Diego Llorente,,,diego-llorente,D. Llorente,D,3,185,1146,M,305278,EUR,745459200,D,3,3,False,76.0,74.0,3.0,1.0,0.0,59.0,59.0,17.0,1.0,,,,,90.0,86.0,6.6,2.0,0.00641076,0,,,,15.0,,,2.0,4.0,5.0,2.0,,3.0,3.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,
12437736,home,Real Betis,Natan,,,natan,Natan,D,4,188,3251,M,1015287,EUR,981417600,D,6,6,False,76.0,67.0,7.0,6.0,0.0,54.0,56.0,20.0,1.0,,,,,90.0,96.0,7.3,12.0,0.00544026,0,,,,13.0,,2.0,7.0,2.0,11.0,,,8.0,3.0,2.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,
12437736,home,Real Betis,Ricardo Rodríguez,,,ricardo-rodriguez,R. Rodríguez,D,12,182,1729,M,67769,EUR,714700800,D,12,12,False,45.0,39.0,1.0,,0.0,18.0,19.0,27.0,3.0,,,,,69.0,60.0,7.0,7.0,0.0335248,0,,,,22.0,1.0,1.0,,1.0,4.0,,,,4.0,3.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
12437736,home,Real Betis,Sergi Altimira,,,sergi-altimira,S. Altimira,M,6,188,1049,M,1137814,EUR,998697600,M,16,16,False,58.0,54.0,3.0,1.0,1.0,33.0,33.0,25.0,8.0,,,,,81.0,73.0,7.7,7.0,0.143461,3,,,,21.0,,,1.0,2.0,5.0,1.0,1.0,,2.0,1.0,2.0,,2.0,1.0,2.0,,1.0,2.0,1.0,0.0883,,,,,,,,,,,
12437736,home,Real Betis,Marc Roca,,,marc-roca,M. Roca,M,21,184,1491,M,847128,EUR,848966400,M,21,21,False,61.0,55.0,5.0,1.0,0.0,32.0,33.0,30.0,9.0,,,,,90.0,78.0,7.2,9.0,0.0812631,2,,,,25.0,2.0,2.0,1.0,5.0,5.0,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,0.1629,1.0,1.0,,,,,,,,,
12437736,home,Real Betis,Chimy Ávila,,,chimy-avila,C. Ávila,F,9,171,2160,M,789381,EUR,760492800,M,9,9,False,29.0,23.0,2.0,1.0,0.0,8.0,9.0,25.0,4.0,,,,,69.0,46.0,6.9,14.0,0.323396,0,,,,16.0,5.0,,,3.0,2.0,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
12437736,home,Real Betis,Giovani Lo Celso,,,lo-celso-giovani,G. Lo Celso,M,20,177,15743,M,798835,EUR,829008000,M,20,20,False,56.0,46.0,8.0,4.0,0.0,8.0,11.0,53.0,1.0,,,,,90.0,86.0,7.6,24.0,0.150963,2,,locelso_giovani,,39.0,8.0,,,6.0,9.0,,2.0,,2.0,1.0,2.0,2.0,1.0,,4.0,1.0,,,,0.0658,5.0,3.0,2.0,1.0,0.2221,,,,,,
12437736,home,Real Betis,Abdessamad Ezzalzouli,,,abdessamad-ezzalzouli,A. Ezzalzouli,M,10,177,44492,M,1011375,EUR,1008547200,M,10,10,False,41.0,34.0,,,0.0,13.0,14.0,30.0,3.0,,,,,81.0,63.0,7.0,15.0,0.0303049,4,,ez_abde,,21.0,3.0,3.0,2.0,6.0,5.0,,2.0,,1.0,,2.0,1.0,1.0,1.0,,,,2.0,2.0,0.2545,3.0,2.0,,,,1.0,,,,,
