match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_keyPass,stat_wonContest,stat_errorLeadToAShot,captain,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_challengeLost,stat_bigChanceMissed,stat_totalOffside,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_goodHighClaim,stat_punches,stat_clearanceOffLine
11388472,home,AFC Ajax,Diant Ramaj,ramaj-diant,D. Ramaj,G,41,189,935,M,981562,EUR,1000857600,G,40,40,False,31.0,24.0,11.0,6.0,20.0,23.0,4.0,8.0,7.0,2.0,2.0,1.0,1.0,90.0,38.0,6.5,9.0,0.00051604,0,-0.4347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388472,home,AFC Ajax,Josip Šutalo,josip-sutalo,J. Šutalo,D,37,190,4308,M,954836,EUR,951696000,D,37,37,False,62.0,56.0,4.0,3.0,36.0,39.0,20.0,24.0,5.0,,,,,90.0,80.0,6.9,11.0,0.00978731,1,,,,josip.sutalo,1.0,2.0,7.0,5.0,9.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0777,,,,,,,,,,,,,,,,,,,,
11388472,home,AFC Ajax,Ahmetcan Kaplan,ahmetcan-kaplan,A. Kaplan,D,4,189,1602,M,1064177,EUR,1042675200,D,13,13,False,75.0,63.0,8.0,3.0,31.0,38.0,32.0,37.0,7.0,,,,,90.0,88.0,7.0,14.0,0.0154625,1,,,,,,3.0,10.0,6.0,12.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0525,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11388472,home,AFC Ajax,Jorrel Hato,jorrel-hato,J. Hato,D,21,182,15501,M,1153079,EUR,1141689600,D,4,4,False,84.0,81.0,4.0,2.0,37.0,38.0,44.0,46.0,6.0,,,,,90.0,92.0,6.8,4.0,0.0592683,0,,,,,,3.0,5.0,5.0,5.0,,1.0,,4.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
11388472,home,AFC Ajax,Tristan Gooijer,tristan-gooijer,T. Gooijer,D,6,185,452,M,1142572,EUR,1094083200,M,47,47,False,32.0,28.0,1.0,1.0,9.0,11.0,19.0,22.0,5.0,,,,,80.0,61.0,6.0,16.0,0.0160341,0,,Tristan,Gooijer,,1.0,1.0,1.0,10.0,6.0,1.0,8.0,,1.0,,2.0,2.0,2.0,,,1.0,2.0,,2.0,1.0,,,,,,,,,,,,,,
11388472,home,AFC Ajax,Jordan Henderson,jordan-henderson,J. Henderson,M,6,183,6342,M,42694,EUR,645580800,M,6,6,False,93.0,80.0,12.0,5.0,22.0,23.0,62.0,79.0,6.0,,,,,90.0,115.0,8.2,19.0,0.464568,0,,,,jordanhenderson,9.0,1.0,1.0,2.0,5.0,,3.0,,1.0,,1.0,,,,,1.0,,6.0,2.0,,True,1.0,4.0,1.0,,,,,,,,,,
11388472,home,AFC Ajax,Sivert Mannsverk,sivert-mannsverk,S. Mannsverk,M,20,185,521,M,900111,EUR,1020816000,M,16,16,False,48.0,46.0,,,22.0,22.0,24.0,26.0,7.0,,,,,62.0,54.0,6.7,2.0,0.0364353,1,,,,,,4.0,,6.0,2.0,,,,,,2.0,1.0,,0.0194,,,2.0,,,,,,,,1.0,,,,,,,,,
11388472,home,AFC Ajax,Borna Sosa,borna-sosa,B. Sosa,M,24,187,3743,M,357584,EUR,885340800,M,25,25,False,40.0,32.0,7.0,3.0,13.0,15.0,20.0,30.0,1.0,,,,,62.0,54.0,7.0,13.0,0.0603275,0,,,,BornaSosa,5.0,,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,,,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,
11388472,home,AFC Ajax,Kristian Hlynsson,hlynsson-kristian,K. Hlynsson,M,14,176,998,M,1160026,EUR,1074816000,F,38,38,False,29.0,25.0,,,11.0,12.0,14.0,17.0,1.0,,,,,62.0,35.0,7.0,6.0,0.174812,1,,,,,,3.0,1.0,4.0,2.0,,,,,1.0,1.0,1.0,2.0,0.013,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,
11388472,home,AFC Ajax,Chuba Akpom,chuba-akpom,C. Akpom,F,29,186,1664,M,190867,EUR,813196800,F,10,10,False,19.0,14.0,,,4.0,5.0,10.0,14.0,1.0,,,,,90.0,36.0,7.2,11.0,0.254641,4,,,,,,4.0,7.0,7.0,11.0,1.0,1.0,1.0,2.0,,2.0,1.0,5.0,0.536,,1.0,3.0,3.0,1.0,,,,,,3.0,1.0,1.0,2.0,0.2127,,,,,
