match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot,captain,stat_dispossessed,stat_goodHighClaim,stat_punches,player_sofascoreId
14053819,home,FC Groningen,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187.0,465,M,809408,EUR,806716800,G,1,1,False,36.0,28.0,17.0,9.0,0.0,17.0,19.0,11.0,17.0,1.0,16.0,1.0,4.0,3.0,3.0,90.0,46.0,6.9,9.0,0.0300445,78.262519498877,14.0,60.48,7.875,0.1438,0,0.0456,0.26,0.04,-0.05,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053819,home,FC Groningen,Marco Rente,marco-rente,M. Rente,D,5,185.0,163,M,827103,EUR,856828800,D,5,5,False,30.0,25.0,3.0,1.0,0.0,11.0,13.0,14.0,17.0,1.0,2.0,,,,,80.0,49.0,6.3,12.0,0.166615,50.774288824614,9.0,3.675,5.565,,2,,0.28,-0.19,-0.41,,,,1.0,1.0,1.0,3.0,4.0,6.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0923,3.0,-0.36,,,,,,,,,,,,,,,,,
14053819,home,FC Groningen,Thijmen Blokzijl,thijmen-blokzijl,T. Blokzijl,D,3,181.0,296,M,1121401,EUR,1109289600,D,3,3,False,59.0,48.0,1.0,,0.0,17.0,21.0,31.0,38.0,3.0,4.0,,,,,90.0,72.0,6.5,12.0,0.0223467,158.05822050176,17.0,111.51,32.235,,2,,0.05,0.09,-0.11,,Thijmen Blokzijl,,,,2.0,1.0,2.0,4.0,,,,1.0,,2.0,1.0,1.0,,0.0713,,-0.27,1.0,3.0,1.0,63.414789151146,2.0,,,,,,,,,,,,
14053819,home,FC Groningen,Dies Janse,janse-dies,D. Janse,D,4,196.0,640,M,1470010,EUR,1137456000,D,4,4,False,67.0,57.0,12.0,8.0,0.0,18.0,20.0,39.0,47.0,5.0,4.0,,,,,90.0,81.0,7.8,11.0,0.14153,77.26990625136,15.0,42.21,8.61,,2,,0.38,0.05,-0.25,,Dies Janse,,,,1.0,5.0,1.0,7.0,,,,,2.0,1.0,1.0,1.0,,0.3877,2.0,0.32,1.0,,1.0,,,1.0,1.0,1.0,0.9626,,,,,,,,
14053819,home,FC Groningen,Marvin Peersman,marvin-peersman,M. Peersman,D,43,185.0,131,M,76160,EUR,666144000,D,43,43,False,45.0,34.0,6.0,3.0,0.0,7.0,9.0,27.0,36.0,2.0,8.0,,,,,90.0,82.0,6.5,27.0,0.157909,236.31543692369,24.0,137.55,32.97,,5,,0.27,0.06,-0.39,,,,7.0,1.0,,2.0,1.0,6.0,,1.0,,3.0,,2.0,1.0,5.0,,0.347,1.0,-0.57,2.0,,2.0,70.339389112248,3.0,,,,,1.0,1.0,,,,,,
14053819,home,FC Groningen,Tygo Land,land-tygo,T. Land,M,18,180.0,850,M,1441117,EUR,1136937600,M,18,18,False,40.0,38.0,,,0.0,7.0,7.0,31.0,33.0,,,,,,,66.0,45.0,6.3,3.0,0.0396094,69.727526849101,14.0,10.605,6.825,,0,,-0.1,0.03,-0.22,,,,,,1.0,,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,
14053819,home,FC Groningen,Stije Resink,stije-resink,S. Resink,M,6,186.0,608,M,1090328,EUR,1053993600,M,6,6,False,33.0,28.0,1.0,1.0,0.0,8.0,10.0,20.0,23.0,1.0,4.0,,,,,57.0,51.0,6.6,11.0,0.0153015,88.178693921696,12.0,44.94,24.465,,2,,0.04,0.14,-0.1,,Stije Resink,,3.0,,,1.0,3.0,9.0,,5.0,3.0,1.0,,2.0,,1.0,1.0,0.2698,,-0.16,1.0,,3.0,28.5705400894,1.0,,,,,,,,True,,,,
14053819,home,FC Groningen,David van der Werff,david-van-der-werff,D. v. d. Werff,M,17,180.0,88,M,1878212,EUR,1093910400,M,17,17,False,47.0,40.0,,,0.0,7.0,8.0,33.0,39.0,,2.0,,,,,80.0,68.0,7.1,17.0,0.42533,160.21811566411,20.0,114.66,25.515,,0,,0.42,0.2,-0.15,,David van der Werff,,11.0,4.0,,1.0,2.0,4.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,5.0,,,,1.0,68.122637504591,3.0,1.0,,,,,,,,1.0,,,
14053819,home,FC Groningen,Younes Taha,younes-taha,Y. Taha,M,10,176.0,1453,M,1146623,EUR,1038355200,M,10,10,False,23.0,19.0,2.0,1.0,1.0,4.0,4.0,15.0,19.0,1.0,2.0,,,,,90.0,56.0,6.9,20.0,0.367835,189.99826288409,29.0,97.125,10.395,,3,,0.26,0.27,-0.12,,Younes Taha,,19.0,5.0,3.0,,5.0,1.0,,1.0,1.0,3.0,1.0,,,,2.0,0.1761,4.0,-0.01,,,,,,1.0,,,,,,,,1.0,,,
14053819,home,FC Groningen,Jorg Schreuders,jorg-schreuders,J. Schreuders,M,14,177.0,234,M,1424404,EUR,1094688000,M,14,14,False,65.0,59.0,1.0,1.0,0.0,18.0,19.0,41.0,46.0,,5.0,,,,,90.0,78.0,6.7,13.0,0.114748,318.04926339283,34.0,160.545,28.665,,1,,0.02,0.26,-0.08,,Jorg Schreuders,,5.0,,,,5.0,2.0,2.0,1.0,,,,1.0,1.0,,1.0,0.0147,,-0.1,1.0,,1.0,80.272945100395,3.0,,,,,,,,,1.0,,,
