match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_lastName,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_totalOffside,player_sofascoreId,stat_goals,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork
11067383,home,Santos,João Paulo,joao-paulo,J. Paulo,G,34,188,1599,M,795177,EUR,804384000,G,34,34,False,True,20.0,10.0,14.0,4.0,8.0,11.0,2.0,9.0,2.0,2.0,3.0,90.0,25.0,7.3,10.0,0.0,0.0,0.0002132,0,0.8408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067383,home,Santos,Gabriel Inocêncio,gabriel-inocencio,Gabriel Inocêncio,D,6,175,95,M,1047680,EUR,777340800,D,12,12,False,,33.0,28.0,,,14.0,15.0,14.0,19.0,1.0,,,90.0,60.0,7.0,15.0,0.0641,0.0,0.0113692,2,,Gabriel Inocêncio,1.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
11067383,home,Santos,Messias,messias,Messias,D,4,192,220,M,839765,EUR,783820800,D,24,24,False,,28.0,23.0,2.0,,20.0,23.0,3.0,5.0,2.0,,,90.0,35.0,7.0,6.0,0.0,0.0,0.00141525,0,,,,5.0,4.0,,,,,,1.0,2.0,2.0,,,1.0,3.0,,2.0,4.0,,,,,,,,,,,,,
11067383,home,Santos,Joaquim,joaquim,Joaquim,D,28,187,860,M,1047740,EUR,914803200,D,28,28,False,,37.0,27.0,8.0,4.0,21.0,28.0,6.0,9.0,5.0,,,90.0,56.0,7.6,11.0,0.1914,0.5567,0.00126707,1,,,,,12.0,,1.0,1.0,,,8.0,,2.0,3.0,3.0,1.0,,,,7.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
11067383,home,Santos,Lucas Pires,lucas-pires,L. Pires,D,23,182,554,M,1136896,EUR,985392000,D,44,44,False,,48.0,39.0,,,22.0,27.0,17.0,21.0,9.0,,,90.0,72.0,7.1,12.0,0.0,0.0,0.0114429,0,,,,3.0,7.0,2.0,,,,,1.0,,1.0,4.0,3.0,,,,,,,,,3.0,,1.0,1.0,,,,,,
11067383,home,Santos,Guilherme Camacho,guilherme-camacho,G. Camacho,M,5,180,154,M,76444,EUR,636336000,M,29,29,False,,24.0,19.0,5.0,,12.0,12.0,7.0,12.0,7.0,,,62.0,30.0,6.5,5.0,0.0,0.0,0.00658389,0,,,,7.0,3.0,2.0,,,,,1.0,1.0,,3.0,1.0,,4.0,,1.0,,,,,,,,1.0,,,,,,
11067383,home,Santos,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,19,19,False,,38.0,33.0,,,24.0,26.0,9.0,12.0,8.0,,,88.0,57.0,7.4,8.0,0.0,0.0,0.00549768,0,,,,3.0,10.0,1.0,,,,,,,2.0,6.0,4.0,2.0,1.0,,1.0,,,,,4.0,,,,,,,,,
11067383,home,Santos,Ângelo,angelo,Ângelo,M,20,182,9961,M,1086455,EUR,1103587200,M,11,11,False,,28.0,22.0,2.0,2.0,6.0,6.0,16.0,23.0,6.0,,,88.0,53.0,7.7,17.0,0.5142,0.9868,0.285266,3,,Ângelo,1.0,8.0,7.0,,6.0,4.0,1.0,,,,,2.0,1.0,4.0,1.0,,4.0,,,2.0,,1.0,3.0,1.0,1.0,angelogabriel,1.0,,,,
11067383,home,Santos,Lucas Lima,lucas-lima,L. Lima,M,10,176,1742,M,244589,EUR,647481600,M,23,23,False,,61.0,49.0,9.0,5.0,17.0,20.0,33.0,43.0,9.0,,,88.0,76.0,8.1,17.0,0.0602,0.1474,0.829983,1,,,2.0,9.0,6.0,4.0,2.0,2.0,,,,,,3.0,2.0,3.0,4.0,,,,,1.0,,1.0,5.0,1.0,,,,1.0,1.0,3.0,
11067383,home,Santos,Stiven Mendoza,steven-mendoza,S. Mendoza,M,7,171,1016,M,354510,EUR,709603200,M,20,20,False,,6.0,6.0,,,4.0,4.0,2.0,3.0,2.0,,,33.0,16.0,7.8,3.0,0.1215,0.3809,0.569289,1,,,1.0,4.0,1.0,2.0,1.0,,,,1.0,,1.0,1.0,,1.0,,,1.0,,,1.0,,,1.0,,1.0,,1.0,1.0,,1.0,
11067383,home,Santos,Deivid Washington,deivid-washington,D. Washington,F,36,186,6765,M,1485371,EUR,1117929600,F,36,36,False,,12.0,11.0,,,3.0,3.0,8.0,9.0,5.0,,,90.0,32.0,7.3,9.0,1.2177,2.4059,0.0117636,6,,Deivid Washington,,8.0,3.0,1.0,6.0,3.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,1.0,4.0,,,1.0,2.0,,deividwashington_,1.0,,,,1.0
11067383,home,Santos,Lucas Braga,lucas-braga,L. Braga,M,22,184,437,M,934801,EUR,847584000,F,30,30,True,,15.0,12.0,,,6.0,8.0,6.0,7.0,2.0,,,57.0,29.0,6.6,10.0,0.0,0.0,0.0252651,0,,,,6.0,5.0,,1.0,,,,1.0,,,3.0,3.0,3.0,1.0,,2.0,,,,,2.0,1.0,2.0,1.0,,,,,,
11067383,home,Santos,Alison,alison,Alison,M,,182,179,M,329201,EUR,730944000,M,5,5,True,,24.0,21.0,1.0,,15.0,17.0,6.0,7.0,3.0,,,28.0,31.0,6.9,5.0,0.0,0.0,0.019028,0,,,,1.0,3.0,,1.0,1.0,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,
