match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_accurateCross,stat_aerialLost,stat_totalContest,stat_wonContest,captain,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_wasFouled,stat_bigChanceCreated,player_sofascoreId,stat_unsuccessfulTouch,player_lastName,stat_outfielderBlock,stat_hitWoodwork,stat_totalOffside,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_goalAssist
10408481,home,Girona FC,Juan Carlos,juan-carlos,J. Carlos,G,1,187,226,M,83708,EUR,569635200,G,1,1,False,26.0,24.0,8.0,6.0,24.0,25.0,1.0,1.0,9.0,1.0,1.0,1.0,90.0,32.0,6.5,2.0,0.0,0.0,9.516e-05,0,0.1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408481,home,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181,1573,M,1084081,EUR,1051228800,D,4,4,False,47.0,41.0,1.0,1.0,16.0,17.0,36.0,1.0,4.0,,,,90.0,66.0,7.0,15.0,0.189,0.0,0.0347237,2,,Arnau Martinez,25.0,6.0,3.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10408481,home,Girona FC,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189,1175,M,846308,EUR,910569600,D,22,22,False,49.0,35.0,8.0,2.0,18.0,22.0,28.0,1.0,5.0,,,,90.0,57.0,6.3,14.0,0.0,0.0,0.0182792,0,,,18.0,1.0,,4.0,1.0,,,1.0,,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10408481,home,Girona FC,Bernardo Espinosa,bernardo-espinosa,Bernardo,D,,192,218,M,139919,EUR,616118400,D,2,2,False,67.0,55.0,6.0,2.0,38.0,43.0,24.0,1.0,7.0,,,,90.0,79.0,7.2,12.0,0.3933,0.3212,0.0062457,3,,,17.0,,8.0,5.0,12.0,,,,3.0,,1.0,,,2.0,,,True,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,
10408481,home,Girona FC,Javier Hernández,javier-hernandez,J. Hernández,D,26,181,457,M,1031658,EUR,894067200,D,16,16,False,36.0,33.0,4.0,3.0,11.0,11.0,27.0,1.0,4.0,,,,52.0,45.0,6.8,7.0,0.0,0.0,0.203606,0,,,23.0,2.0,,3.0,2.0,1.0,,,,,,1.0,1.0,,1.0,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,
10408481,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180,4281,M,908716,EUR,996192000,D,3,3,False,37.0,34.0,1.0,,11.0,13.0,31.0,4.0,5.0,,,,87.0,68.0,6.4,16.0,0.0,0.0,0.266699,0,,,26.0,7.0,,8.0,1.0,2.0,,,1.0,1.0,,3.0,3.0,,6.0,,,,,,,,,1.0,MGutiérrez,,,,,,,,,,,
10408481,home,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184,4247,M,839585,EUR,884131200,M,21,21,False,26.0,23.0,4.0,3.0,6.0,7.0,22.0,1.0,6.0,,,,80.0,41.0,7.2,7.0,0.0,0.0,0.104972,0,,,18.0,3.0,1.0,7.0,8.0,1.0,,,2.0,1.0,4.0,1.0,1.0,,2.0,2.0,,2.0,,,,,3.0,,YangelHerrera8,1.0,,,,,,,,,,
10408481,home,Girona FC,Oriol Romeu,oriol-romeu,O. Romeu,M,28,182,14412,M,69416,EUR,685670400,M,18,18,False,63.0,55.0,4.0,2.0,19.0,22.0,44.0,,4.0,,,,90.0,76.0,7.3,14.0,0.0321,0.0,0.162381,1,,,37.0,3.0,2.0,2.0,4.0,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,1.0,,,,,oriolromeu,2.0,,1.0,,,,,,,,
10408481,home,Girona FC,Aleix García,aleix-garcia,A. García,M,24,173,4524,M,796047,EUR,867456000,M,14,14,False,77.0,73.0,8.0,7.0,14.0,15.0,75.0,,2.0,,,,90.0,102.0,8.1,15.0,0.2586,0.1259,0.520872,5,,,63.0,13.0,,4.0,2.0,,,1.0,1.0,,2.0,6.0,4.0,,1.0,1.0,,2.0,1.0,4.0,1.0,,,,AlexGarcia97,2.0,,,,,,,,,,
10408481,home,Girona FC,Valentín Castellanos,valentin-castellanos,V. Castellanos,F,11,179,10645,M,877013,EUR,907372800,F,9,9,False,7.0,4.0,1.0,,,1.0,6.0,,1.0,,,,90.0,13.0,7.1,3.0,0.1753,0.2017,0.38373,4,,,4.0,,3.0,4.0,4.0,,,,,,1.0,1.0,,3.0,,,,,,3.0,1.0,,1.0,,tatycastellanos11,,,,1.0,3.0,,,,,,
