match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,captain,player_firstName,player_lastName,stat_errorLeadToAGoal,stat_hitWoodwork
14083206,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,36.0,30.0,14.0,8.0,0.0,25.0,26.0,5.0,10.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,90.0,43.0,7.6,6.0,0.00097232,0.1411,0,0.1187,0.08,-0.01,0.41,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083206,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,D,14,14,False,96.0,90.0,7.0,5.0,1.0,44.0,45.0,46.0,51.0,,4.0,3.0,5.0,1.0,,,,90.0,113.0,7.8,9.0,0.105778,,0,,0.38,0.1,0.18,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
14083206,home,Atlético Madrid,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187,6479,M,lenormand_r,787751,EUR,847670400,D,24,24,False,65.0,61.0,1.0,,0.0,46.0,48.0,15.0,17.0,1.0,2.0,2.0,3.0,1.0,,,,77.0,68.0,7.0,4.0,0.00314202,,0,,0.2,0.04,-0.03,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14083206,home,Atlético Madrid,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,clement_lenglet,580550,EUR,803347200,D,15,15,False,62.0,58.0,11.0,7.0,0.0,43.0,45.0,15.0,17.0,,,3.0,3.0,,,,,90.0,70.0,6.8,4.0,0.0104429,,0,,0.26,0.13,-0.05,,,,1.0,7.0,1.0,,,,1.0,,,,5.0,,1.0,,,,,,,,,,,,,,,,
14083206,home,Atlético Madrid,Matteo Ruggeri,matteo-ruggeri,M. Ruggeri,M,3,187,2490,M,,965011,EUR,1026345600,D,3,3,False,46.0,39.0,3.0,1.0,0.0,20.0,22.0,19.0,24.0,,1.0,2.0,1.0,,,,,76.0,61.0,6.8,10.0,0.0170645,,0,,0.05,0.04,-0.02,,1.0,,,4.0,1.0,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
14083206,home,Atlético Madrid,Giuliano Simeone,giuliano-simeone,G. Simeone,M,20,178,16028,M,giulisimeone,1099352,EUR,1040169600,M,20,20,False,51.0,45.0,,,0.0,12.0,12.0,33.0,39.0,2.0,8.0,,4.0,5.0,,,,90.0,71.0,6.7,12.0,0.0245381,,2,,-0.55,0.16,0.28,,3.0,,,1.0,,2.0,1.0,,1.0,,,2.0,,,1.0,,1.0,2.0,1.0,0.2881,-0.61,,,,,,,,,,
14083206,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6589,M,PBarrios,1142588,EUR,1055635200,M,8,8,False,70.0,56.0,2.0,,0.0,19.0,26.0,37.0,44.0,1.0,4.0,1.0,5.0,2.0,,,,90.0,83.0,7.5,17.0,0.0593433,,2,,0.04,0.28,-0.19,,,,3.0,5.0,1.0,2.0,1.0,,1.0,,,1.0,,1.0,,,,,,0.5512,0.5,1.0,1.0,1.0,1.0,0.7975,,,,,
14083206,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,False,80.0,79.0,6.0,6.0,0.0,38.0,38.0,41.0,42.0,,4.0,,6.0,3.0,,,,90.0,87.0,7.9,2.0,0.0412199,,1,,0.47,0.18,0.25,,,,1.0,2.0,,1.0,,,,1.0,,,,,,,,,,0.0232,-0.06,,1.0,,,,True,,,,
14083206,home,Atlético Madrid,Nicolás González,nicolas-gonzalez,N. González,M,23,180,17229,M,nicoigonzalez,901325,EUR,891820800,M,23,23,False,20.0,14.0,2.0,2.0,0.0,7.0,8.0,7.0,12.0,1.0,6.0,,3.0,,,,,76.0,41.0,7.4,16.0,0.0314641,,1,,-0.24,0.03,-0.05,,2.0,,1.0,6.0,,4.0,2.0,,,3.0,,5.0,2.0,,,1.0,,,,0.0952,0.51,1.0,,1.0,,0.4942,,,,,
14083206,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,F,7,7,False,48.0,43.0,4.0,4.0,0.0,12.0,12.0,31.0,36.0,,3.0,1.0,2.0,1.0,,,,90.0,66.0,7.1,11.0,0.168255,,0,,0.26,-0.02,-0.02,,8.0,3.0,,1.0,1.0,,,,1.0,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,
14083206,home,Atlético Madrid,Julián Alvarez,julian-alvarez,J. Álvarez,F,19,170,224894,M,LaAraña,944656,EUR,949276800,F,19,19,False,27.0,24.0,1.0,1.0,1.0,4.0,5.0,20.0,22.0,,,,1.0,,,,,45.0,33.0,7.1,8.0,0.390529,,1,,0.45,0.4,-0.06,,2.0,,1.0,6.0,1.0,1.0,,2.0,,,,1.0,2.0,3.0,,1.0,,1.0,,0.0322,0.0,,,,,,,,,,
14083206,home,Atlético Madrid,Alexander Sørloth,alexander-sorloth,A. Sørloth,F,9,195,17312,M,asorloth,309078,EUR,818121600,F,9,9,True,13.0,11.0,,,0.0,6.0,6.0,5.0,7.0,4.0,4.0,,,,,,,45.0,16.0,6.9,4.0,0.00214403,,0,,-0.1,0.31,0.27,,,,3.0,4.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
14083206,home,Atlético Madrid,Dávid Hancko,david-hancko,D. Hancko,D,17,188,4751,M,,807771,EUR,881971200,D,17,17,True,,,,,0.0,,,,,,1.0,1.0,,,,,,7.0,3.0,,,,,0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14083206,home,Atlético Madrid,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,4,4,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,1.0,,,1.0,,,,14.0,7.0,6.5,3.0,0.00020754,,0,,-0.04,-0.11,0.13,,,,,1.0,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,
14083206,home,Atlético Madrid,Marc Pubill,marc-pubill,Pubill,D,18,190,2708,M,,1094106,EUR,1056067200,D,18,18,True,5.0,5.0,,,0.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,,,,,,13.0,9.0,6.9,,5.391e-05,,1,,0.0,0.0,0.26,,,,,,,,,,,1.0,,,,,,,,,,0.0192,-0.19,1.0,,,,0.1277,,,,,
14083206,home,Atlético Madrid,Javi Galán,javi-galan,J. Galán,D,20,172,2472,M,,825133,EUR,785203200,D,21,21,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,,13.0,2.0,6.6,,2.16e-05,,0,,0.0,-0.03,-0.01,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
14083206,home,Atlético Madrid,Juan Musso,juan-musso,J. Musso,G,1,191,4938,M,juanmusso,263651,EUR,768182400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083206,home,Atlético Madrid,Salvi Esquivel,salvi-esquivel,S. Esquivel,G,31,193,254,M,,1179149,EUR,1128038400,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salvi Esquivel,,,
14083206,home,Atlético Madrid,Nahuel Molina,nahuel-molina,N. Molina,D,16,175,13426,M,nahuelmolina_35,831799,EUR,891820800,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083206,home,Atlético Madrid,Johnny Cardoso,johnny,J. Cardoso,M,5,186,5097,M,,990169,EUR,1000944000,M,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083206,home,Atlético Madrid,Jano Monserrate,jano-monserrate,J. Monserrate,M,27,177,264,M,,1832286,EUR,1138406400,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083206,home,Atlético Madrid,Giacomo Raspadori,giacomo-raspadori,G. Raspadori,F,18,172,8190,M,giacomo.raspadori,865651,EUR,950832000,F,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083206,home,Atlético Madrid,Carlos Martín,carlos-martin,C. Martín,F,14,182,1239,M,,1131581,EUR,1019433600,F,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Martín,,,
14083206,away,Villarreal,Luiz Júnior,luiz-junior,L. Júnior,G,1,192,2350,M,,1066603,EUR,979430400,G,1,1,False,16.0,10.0,6.0,,0.0,10.0,14.0,,2.0,,,1.0,6.0,,1.0,1.0,,90.0,23.0,5.6,6.0,1.805e-05,0.018,0,-0.5805,-0.02,0.0,-0.19,-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luiz Lúcio Reis Júnior,,,
