match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wasFouled,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_challengeLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,player_sofascoreId,player_lastName,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_errorLeadToAShot
12450220,home,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186.0,336,M,123207,EUR,672624000,G,40,40,False,True,30.0,17.0,20.0,7.0,0.0,14.0,18.0,3.0,12.0,1.0,1.0,1.0,7.0,2.0,3.0,3.0,1.0,90.0,41.0,7.7,13.0,0.00141514,1.0,0,0.1594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450220,home,Montpellier,Wilfried Ndollo Bille,wilfried-ndollo-bille,W. N. Bille,D,49,172.0,67,M,2063925,EUR,1113523200,D,49,49,False,,20.0,16.0,1.0,,0.0,8.0,10.0,8.0,10.0,,1.0,2.0,2.0,,,,,45.0,31.0,6.5,7.0,0.00532374,,0,,Wilfried Ndollo Bille,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12450220,home,Montpellier,Yael Mouanga,yael-mouanga,Y. Mouanga,D,23,183.0,91,M,1170536,EUR,1122076800,D,47,47,False,,69.0,67.0,2.0,2.0,0.0,47.0,48.0,20.0,21.0,,2.0,1.0,2.0,,,,,90.0,75.0,7.0,3.0,0.00983857,,0,,Yael Mouanga,1.0,3.0,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12450220,home,Montpellier,Bećir Omeragić,becir-omeragic,B. Omeragić,D,27,187.0,462,M,940918,EUR,1011484800,D,27,27,False,,68.0,64.0,2.0,,0.0,47.0,50.0,17.0,18.0,1.0,6.0,4.0,3.0,,,,,90.0,82.0,7.6,6.0,0.00736663,,0,,,3.0,4.0,,,,5.0,4.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
12450220,home,Montpellier,Lucas Mincarelli Davin,mincarelli-davin-lucas,L. M. Davin,D,21,180.0,94,M,1512339,EUR,1074124800,D,21,21,False,,58.0,50.0,6.0,5.0,0.0,20.0,22.0,31.0,40.0,2.0,4.0,6.0,2.0,,,,,90.0,77.0,7.8,12.0,0.0576392,2.0,0,,,,1.0,,,3.0,2.0,2.0,1.0,,,,4.0,1.0,,,,,,,,,,,,,,,
12450220,home,Montpellier,Theo Sainte Luce,theo-sainte-luce,T. S. Luce,D,17,181.0,53,M,901152,EUR,908841600,D,17,17,False,,20.0,17.0,,,0.0,3.0,3.0,14.0,19.0,1.0,7.0,1.0,2.0,,,,,90.0,40.0,7.4,9.0,0.0813844,,1,,,,1.0,2.0,1.0,2.0,4.0,2.0,,,,3.0,2.0,,1.0,1.0,0.0376,,,,,,,,,,,,
12450220,home,Montpellier,Tanguy Coulibaly,tanguy-coulibaly,T. Coulibaly,M,70,180.0,478,M,954060,EUR,982454400,M,70,70,False,,32.0,27.0,,,0.0,14.0,17.0,13.0,16.0,1.0,7.0,,3.0,,,,,90.0,52.0,6.7,13.0,0.0929244,1.0,1,,,1.0,12.0,4.0,,2.0,4.0,4.0,4.0,3.0,,2.0,1.0,,2.0,1.0,0.1116,2.0,1.0,,,,,,,,,,
12450220,home,Montpellier,Rabby Nzingoula,rabby-nzingoula,R. Nzingoula,M,22,183.0,464,M,1492676,EUR,1132876800,M,19,19,False,,63.0,59.0,2.0,1.0,0.0,30.0,31.0,29.0,32.0,3.0,8.0,,5.0,,,,,90.0,77.0,7.1,8.0,0.0331839,,2,,,,4.0,,1.0,,4.0,2.0,1.0,3.0,,1.0,,,,1.0,0.0794,,,1.0,,,,,,,,,
12450220,home,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172.0,146,M,123229,EUR,700358400,M,12,12,False,,75.0,69.0,2.0,1.0,0.0,29.0,30.0,41.0,46.0,,5.0,,3.0,,,,,75.0,85.0,7.0,7.0,0.051147,,2,,,,3.0,,3.0,1.0,2.0,,3.0,,,1.0,1.0,1.0,,,0.1342,,,2.0,,,,,,,,,
12450220,home,Montpellier,Khalil Fayad,khalil-fayad,K. Fayad,M,10,172.0,588,M,1387157,EUR,1086739200,M,22,22,False,,38.0,31.0,2.0,1.0,0.0,8.0,10.0,24.0,32.0,,7.0,,7.0,,,,,74.0,59.0,7.3,13.0,0.105806,1.0,4,,Khalil Fayad,1.0,4.0,4.0,1.0,,3.0,1.0,2.0,,,1.0,4.0,1.0,3.0,,0.1728,,,3.0,1.0,0.059,,,,,,,
