match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_shotOffTarget,stat_keyPass,player_firstName,player_lastName,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_penaltyMiss,stat_penaltyWon,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_penaltyConceded
10390089,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,32.0,22.0,17.0,8.0,20.0,23.0,2.0,9.0,12.0,1.0,90.0,41.0,6.9,10.0,0.0,0.0,0.00090038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390089,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,53.0,47.0,5.0,2.0,24.0,26.0,23.0,27.0,4.0,,84.0,67.0,7.2,6.0,0.0,0.0,0.0308471,0,1.0,1.0,2.0,4.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390089,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,44.0,38.0,3.0,1.0,25.0,27.0,13.0,17.0,6.0,,90.0,51.0,6.9,7.0,0.0,0.0,0.00647272,0,1.0,2.0,2.0,4.0,,,3.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10390089,home,RC Lens,Massadio Haïdara,massadio-haidara,M. Haïdara,D,21,179,600,M,143344,EUR,723254400,D,21,21,False,40.0,34.0,1.0,,15.0,19.0,19.0,21.0,6.0,,90.0,48.0,7.0,7.0,0.0,0.0,0.0110888,0,,5.0,1.0,6.0,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10390089,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,False,41.0,33.0,4.0,4.0,11.0,12.0,23.0,37.0,7.0,,90.0,70.0,7.5,17.0,0.0538,0.0,0.246077,1,,,3.0,1.0,,,2.0,,1.0,,,1.0,,4.0,1.0,przemek.franek_,8.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10390089,home,RC Lens,Jean Onana,jean-onana,J. Onana,M,14,189,1410,M,978301,EUR,947289600,M,6,6,False,24.0,22.0,2.0,1.0,7.0,8.0,15.0,17.0,3.0,,56.0,29.0,6.7,3.0,0.0,0.0,0.0144586,0,,,1.0,2.0,1.0,1.0,,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
10390089,home,RC Lens,Salis Abdul Samed,abdul-samed-salis,S. A. Samed,M,99,180,2025,M,993455,EUR,954028800,M,26,26,False,45.0,42.0,3.0,1.0,21.0,22.0,21.0,24.0,4.0,,90.0,54.0,6.6,7.0,0.0,0.0,0.0257004,0,,,4.0,2.0,1.0,,,,1.0,1.0,1.0,3.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
10390089,home,RC Lens,Deiver Machado,deiver-machado,D. Machado,M,27,179,1117,M,822110,EUR,746928000,M,3,3,False,21.0,18.0,1.0,,7.0,9.0,11.0,13.0,6.0,,84.0,38.0,7.1,7.0,0.0,0.0,0.0275048,0,1.0,1.0,5.0,4.0,,,1.0,2.0,2.0,1.0,1.0,4.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10390089,home,RC Lens,Seko Fofana,seko-fofana,S. Fofana,M,42,184,11416,M,191188,EUR,799804800,F,8,8,False,39.0,32.0,1.0,1.0,14.0,15.0,18.0,24.0,7.0,,90.0,52.0,6.7,11.0,1.1365,1.2784,0.037079,5,,,2.0,2.0,2.0,1.0,,,,,1.0,,1.0,1.0,2.0,sekofofana,,,,3.0,1.0,,,True,1.0,2.0,1.0,,,,,,,,,,,,
10390089,home,RC Lens,David Pereira da Costa,david-pereira-da-costa,D. P. d. Costa,M,10,165,576,M,1023091,EUR,978652800,F,20,20,False,34.0,26.0,,,2.0,4.0,24.0,30.0,3.0,,70.0,47.0,7.1,15.0,0.0,0.0,0.0831283,0,,1.0,4.0,4.0,3.0,2.0,,,,,1.0,1.0,2.0,,4.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,
