match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_aerialLost,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,player_firstName,player_lastName,stat_wonContest,player_sofascoreId,stat_onTargetScoringAttempt,stat_dispossessed,stat_goalAssist,stat_errorLeadToAShot,stat_hitWoodwork,stat_goals,stat_crossNotClaimed
11369343,home,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184.0,563,M,369004,EUR,839721600,G,1,1,False,30.0,16.0,21.0,7.0,11.0,12.0,5.0,18.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,2.0,90.0,41.0,6.5,14.0,0.0,0.0,0.00157253,0,-0.5386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369343,home,Deportivo Alavés,Nahuel Tenaglia,nahuel-tenaglia,N. Tenaglia,D,14,182.0,1025,M,896073,EUR,824860800,D,14,14,False,22.0,17.0,6.0,4.0,9.0,12.0,8.0,11.0,1.0,3.0,2.0,6.0,,,,,,55.0,35.0,6.6,8.0,0.0,0.0,0.00505109,0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11369343,home,Deportivo Alavés,Rafa Marín,rafa-marin,R. Marín,D,4,190.0,2354,M,984623,EUR,1021766400,D,16,16,False,48.0,39.0,7.0,3.0,26.0,28.0,13.0,20.0,5.0,7.0,5.0,3.0,,,,,,90.0,61.0,6.7,10.0,0.0462,0.0,0.00732167,1,,,5.0,,1.0,1.0,1.0,1.0,,,4.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11369343,home,Deportivo Alavés,Aleksandar Sedlar,aleksandar-sedlar,A. Sedlar,D,4,180.0,222,M,799195,EUR,692582400,D,4,4,False,34.0,25.0,7.0,3.0,14.0,17.0,11.0,17.0,2.0,3.0,3.0,3.0,,,,,,90.0,41.0,6.4,10.0,0.0,0.0,0.00917967,0,,,2.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
11369343,home,Deportivo Alavés,Rubén Duarte,ruben-duarte,R. Duarte,D,5,180.0,322,M,253415,EUR,813974400,D,3,3,False,27.0,14.0,7.0,1.0,6.0,9.0,9.0,23.0,3.0,4.0,3.0,6.0,,,,,,90.0,47.0,6.7,19.0,0.0762,0.0,0.0453906,2,,5.0,4.0,,2.0,1.0,1.0,,1.0,,1.0,2.0,,1.0,,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,
11369343,home,Deportivo Alavés,Antonio Blanco,antonio-blanco,A. Blanco,M,8,176.0,1655,M,855832,EUR,964310400,M,8,8,False,20.0,17.0,2.0,1.0,9.0,9.0,8.0,11.0,1.0,2.0,,3.0,,,,,,49.0,26.0,5.9,4.0,0.0,0.0,0.00969337,0,,,2.0,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,
11369343,home,Deportivo Alavés,Ander Guevara,ander-guevara,A. Guevara,M,6,180.0,265,M,891931,EUR,868233600,M,6,6,False,42.0,33.0,2.0,2.0,17.0,20.0,16.0,22.0,1.0,2.0,,7.0,,,,,,83.0,44.0,6.6,9.0,0.0245,0.0,0.129695,1,,,4.0,1.0,,,,,2.0,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,
11369343,home,Deportivo Alavés,Álex Sola,alex-sola,Á. Sola,M,7,178.0,195,M,966836,EUR,928886400,M,7,7,False,25.0,14.0,6.0,1.0,2.0,3.0,13.0,29.0,2.0,10.0,,11.0,,,,,,90.0,51.0,7.3,21.0,0.1269,0.0,0.202661,2,,7.0,3.0,5.0,1.0,3.0,3.0,2.0,1.0,2.0,,,1.0,1.0,,1.0,,1.0,,1.0,3.0,,,3.0,,,,,,,,
11369343,home,Deportivo Alavés,Ianis Hagi,ianis-hagi,I. Hagi,M,14,180.0,7098,M,756344,EUR,909014400,M,10,10,False,18.0,12.0,2.0,,6.0,6.0,7.0,14.0,1.0,6.0,1.0,5.0,,,,,,55.0,36.0,7.2,10.0,0.9114,1.0166,0.0448467,4,,2.0,2.0,,1.0,2.0,2.0,3.0,1.0,,1.0,,1.0,2.0,,1.0,,1.0,1.0,,1.0,,,,ianishagi,2.0,,,,,,
11369343,home,Deportivo Alavés,Luis Rioja,luis-rioja,L. Rioja,M,11,173.0,860,M,900433,EUR,750729600,M,11,11,False,20.0,14.0,1.0,1.0,4.0,9.0,12.0,14.0,1.0,2.0,1.0,5.0,,,,,,83.0,34.0,6.9,10.0,0.1217,0.394,0.169243,4,,3.0,3.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,2.0,,2.0,1.0,3.0,2.0,,,1.0,,1.0,1.0,,,,,
11369343,home,Deportivo Alavés,Kike García,kike-garcia,K. García,F,19,186.0,1005,M,84972,EUR,627955200,F,15,15,False,10.0,8.0,,,3.0,3.0,5.0,8.0,3.0,9.0,,2.0,,,,,,55.0,24.0,7.3,7.0,0.1741,0.0,0.304155,2,,1.0,4.0,3.0,,,,3.0,1.0,,4.0,,,1.0,,4.0,,,1.0,1.0,1.0,,,3.0,,,,,,,,
11369343,home,Deportivo Alavés,Andoni Gorosabel,andoni-gorosabel,A. Gorosabel,D,2,174.0,530,M,866810,EUR,839116800,D,2,2,True,20.0,18.0,,,5.0,5.0,14.0,17.0,,1.0,,1.0,,,,,,35.0,32.0,6.5,4.0,0.0,0.0,0.0948302,0,,2.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
11369343,home,Deportivo Alavés,Carlos Benavídez,carlos-benavidez,C. Benavídez,M,23,185.0,382,M,873717,EUR,891216000,M,23,23,True,15.0,13.0,1.0,1.0,7.0,7.0,6.0,9.0,2.0,4.0,,1.0,,,,,,35.0,20.0,6.6,3.0,0.0,0.0,0.011328,0,,1.0,4.0,,1.0,2.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11369343,home,Deportivo Alavés,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193.0,14784,M,1503836,EUR,1083715200,F,32,32,True,11.0,11.0,1.0,1.0,1.0,1.0,10.0,10.0,,2.0,,,,,,,,35.0,18.0,6.4,2.0,0.0229,0.0,0.0722644,1,,,8.0,3.0,,,,1.0,2.0,1.0,4.0,,,,,,,,,1.0,1.0,Samuel,Aghehowa,1.0,samuaghehowa9,,,,,,,
11369343,home,Deportivo Alavés,Xeber Alkain,xeber-alkain,X. Alkain,M,7,174.0,53,M,1010409,EUR,867283200,F,17,17,True,6.0,6.0,,,,,6.0,10.0,,1.0,,1.0,,,,,,18.0,11.0,6.8,4.0,0.0,0.0,0.00873169,0,,4.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,
