match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_interceptionWon,stat_lastManTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_totalCross,stat_accurateCross,stat_keyPass,captain,stat_challengeLost,stat_penaltyWon,stat_totalOffside,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_hitWoodwork
10438084,home,Chaves,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195,133,M,861003,EUR,596073600,G,1,1,False,29.0,19.0,14.0,4.0,17.0,18.0,2.0,11.0,1.0,1.0,3.0,9.0,1.0,1.0,5.0,3.0,90.0,43.0,7.4,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438084,home,Chaves,Habib Sylla,Habib Sylla,,habib-sylla,H. Sylla,D,52,178,24,M,1386615,EUR,918777600,D,2,2,False,35.0,28.0,6.0,4.0,18.0,21.0,10.0,14.0,,3.0,1.0,6.0,,,,,90.0,59.0,6.9,13.0,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10438084,home,Chaves,Steven Vitória,,,steven-vitoria,S. Vitória,D,,195,115,M,59574,EUR,537321600,D,19,19,False,39.0,35.0,5.0,4.0,27.0,27.0,8.0,12.0,2.0,5.0,5.0,7.0,,,,,90.0,57.0,7.8,6.0,3,2.0,3.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10438084,home,Chaves,Nélson Monte,,,nelson-monte,N. Monte,D,4,187,67,M,831014,EUR,807062400,D,3,3,False,46.0,43.0,9.0,8.0,31.0,33.0,12.0,13.0,3.0,6.0,11.0,4.0,,,,,89.0,64.0,7.8,3.0,1,3.0,4.0,,,,,2.0,3.0,2.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,
10438084,home,Chaves,Bruno Langa,,,bruno-langa,B. Langa,D,24,178,2435,M,987490,EUR,878256000,D,5,5,False,42.0,32.0,4.0,2.0,18.0,21.0,15.0,23.0,2.0,4.0,5.0,5.0,,,,,90.0,59.0,6.7,15.0,1,,2.0,2.0,,,,,1.0,1.0,,,1.0,,,,,1.0,,2.0,1.0,1.0,,,,,,,
10438084,home,Chaves,Nwankwo Obiora,,,nwankwo-obiora,N. Obiora,M,4,183,29,M,122076,EUR,679276800,M,40,40,False,42.0,37.0,3.0,3.0,14.0,14.0,23.0,28.0,,,1.0,5.0,,,,,90.0,49.0,6.6,5.0,0,3.0,3.0,,,,,1.0,,,,,,,2.0,,,,,,,1.0,,,,,,,
10438084,home,Chaves,João Teixeira,,,joao-teixeira,J. Teixeira,M,97,178,78,M,138899,EUR,760492800,M,10,10,False,38.0,32.0,5.0,4.0,8.0,10.0,28.0,36.0,,5.0,1.0,2.0,,,,,89.0,65.0,7.4,14.0,5,2.0,6.0,3.0,,,,,4.0,4.0,1.0,2.0,3.0,,,,,1.0,,8.0,4.0,2.0,True,1.0,,,,,
10438084,home,Chaves,Luther Singh,,,luther-singh,L. Singh,M,11,171,248,M,809233,EUR,870739200,M,7,7,False,24.0,19.0,3.0,2.0,6.0,8.0,14.0,18.0,,4.0,2.0,,,,,,83.0,42.0,6.5,13.0,0,3.0,9.0,2.0,4.0,2.0,,,2.0,1.0,1.0,,,,,,,,2.0,2.0,1.0,1.0,,,,,,,
10438084,home,Chaves,Guima,,,ricardo-guimaraes-guima,Guima,M,30,181,615,M,370710,EUR,816307200,M,21,21,False,32.0,25.0,2.0,2.0,7.0,8.0,18.0,24.0,1.0,8.0,1.0,5.0,,,,,90.0,52.0,7.3,12.0,1,2.0,6.0,1.0,3.0,2.0,,,2.0,,2.0,,1.0,,1.0,,,3.0,,,,1.0,,2.0,1.0,,,,
10438084,home,Chaves,Issah Abass,,,abass-issah,I. Abass,M,8,173,216,M,873419,EUR,906768000,M,17,17,False,20.0,19.0,2.0,2.0,7.0,8.0,12.0,13.0,,5.0,1.0,4.0,,,,,83.0,35.0,6.8,6.0,1,,3.0,,2.0,1.0,,,1.0,,3.0,,1.0,,1.0,,,3.0,1.0,1.0,,2.0,,1.0,,1.0,,,
10438084,home,Chaves,Juninho Vieira,,,juninho-vieira,Juninho,F,23,179,17759,M,833236,EUR,848534400,F,20,20,False,26.0,20.0,,,5.0,6.0,15.0,20.0,1.0,3.0,1.0,2.0,,,,,90.0,44.0,6.6,13.0,2,2.0,8.0,5.0,,,,,1.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,,,2.0,,,,1.0,juninhovieira_21,,
10438084,home,Chaves,Euller,,,euller,Euller,M,7,173,63,M,336843,EUR,789177600,M,16,16,True,2.0,,1.0,,,,,2.0,,2.0,,,,,,,14.0,7.0,6.4,3.0,0,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,
10438084,home,Chaves,Bernardo Sousa,,,bernardo-sousa,B. Sousa,F,77,178,72,M,1087371,EUR,954115200,M,73,73,True,4.0,3.0,,,1.0,1.0,2.0,3.0,1.0,3.0,,,,,,,14.0,8.0,6.6,2.0,0,,1.0,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,
10438084,home,Chaves,Carlos Ponck,,,carlos-ponck,C. Ponck,D,26,183,62,M,584116,EUR,789955200,D,26,26,True,,,,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438084,home,Chaves,Helder Morim,,,morim-helder,H. Morim,M,70,181,29,M,1119672,EUR,989798400,M,70,70,True,1.0,1.0,,,1.0,1.0,,,,,,,,,,,1.0,2.0,,1.0,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10438084,home,Chaves,Gonçalo Filipe,Gonçalo Filipe,,goncalo-filipe,G. Filipe,G,28,194,11,M,1397563,EUR,957052800,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438084,home,Chaves,Gui Silva,Guilherme,,guilherme,G. Silva,D,4,191,12,M,1401182,EUR,972086400,D,47,47,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438084,home,Chaves,Sandro Cruz,,,cruz-sandro,S. Cruz,D,57,182,281,M,982146,EUR,989625600,D,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438084,home,Chaves,João Queirós,,,joao-queiros,J. Queirós,D,4,190,59,M,869032,EUR,893203200,D,44,44,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438084,away,FC Arouca,Ignacio de Arruabarrena,,,ignacio-de-arruabarrena,I. d. Arruabarrena,G,12,186,301,M,789933,EUR,853372800,G,12,12,False,16.0,12.0,9.0,5.0,9.0,9.0,3.0,7.0,,1.0,1.0,9.0,1.0,1.0,4.0,1.0,90.0,30.0,7.1,4.0,0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,3.0,
10438084,away,FC Arouca,Tiago Esgaio,,,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,35.0,26.0,5.0,1.0,5.0,9.0,21.0,31.0,1.0,3.0,2.0,3.0,,,,,90.0,56.0,6.8,15.0,0,,2.0,,1.0,1.0,,,,,1.0,,,,2.0,,,1.0,2.0,5.0,,1.0,,,,,,,
10438084,away,FC Arouca,João Basso,,,joao-basso,J. Basso,D,13,189,677,M,850955,EUR,853113600,D,13,13,False,37.0,35.0,2.0,1.0,25.0,25.0,10.0,12.0,4.0,10.0,2.0,3.0,,,,,90.0,53.0,7.8,2.0,3,2.0,4.0,,,,,2.0,5.0,,,1.0,2.0,1.0,1.0,,,1.0,1.0,,,,True,1.0,,,,,1.0
10438084,away,FC Arouca,Jerome Opoku,,,opoku-jerome,J. Opoku,D,3,194,1396,M,920514,EUR,908323200,D,3,3,False,38.0,31.0,10.0,5.0,23.0,24.0,8.0,15.0,1.0,3.0,,4.0,,,,,90.0,46.0,6.7,8.0,0,1.0,4.0,,,,,2.0,2.0,,,,,,,,1.0,,3.0,1.0,,,,,,,,,
10438084,away,FC Arouca,Mateus Quaresma,,,mateus-quaresma,M. Quaresma,D,66,181,70,M,874360,EUR,840672000,D,6,6,False,40.0,31.0,7.0,2.0,16.0,20.0,15.0,23.0,2.0,7.0,,13.0,,,,,90.0,70.0,7.0,22.0,2,,5.0,1.0,2.0,,,,5.0,3.0,1.0,1.0,1.0,,3.0,,,,,3.0,,1.0,,2.0,,,,,
10438084,away,FC Arouca,Ismaila Soro,,,ismaila-soro,I. Soro,M,19,173,157,M,892808,EUR,894499200,M,23,23,False,26.0,24.0,1.0,1.0,17.0,18.0,7.0,8.0,1.0,4.0,1.0,4.0,,,,,57.0,35.0,6.9,2.0,0,,2.0,,,,,,3.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,,
10438084,away,FC Arouca,David Simão,,,david-simao,D. Simão,M,8,183,75,M,54672,EUR,642729600,M,5,5,False,52.0,44.0,9.0,4.0,25.0,28.0,21.0,29.0,1.0,3.0,,3.0,,,,,90.0,73.0,7.3,12.0,2,,2.0,,1.0,1.0,,3.0,1.0,,1.0,1.0,1.0,,1.0,,,,2.0,5.0,2.0,1.0,,,,,,,
