match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,playerName,rescinded,id,isHome,incidentClass,player_id,player_name,from,length,injury,reason
10390071,FT,2.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
10390071,,,,,90,7.0,,1,,,card,Kylian Mbappé,False,120580235.0,True,yellow,826643.0,Kylian Mbappé,,,,
10390071,,2.0,1.0,,90,6.0,,1,,,goal,,,167569101.0,True,penalty,826643.0,Kylian Mbappé,penalty,,,
10390071,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,4.0,,
10390071,,,,,79,,,12,,,substitution,,,121492434.0,True,regular,,,,,False,
10390071,,,,,78,,,13,,,substitution,,,121492431.0,False,regular,,,,,False,
10390071,,,,,78,,,13,,,substitution,,,121492430.0,False,regular,,,,,False,
10390071,,,,,73,,,18,,,substitution,,,121492419.0,True,regular,,,,,False,
10390071,,,,,73,,,18,,,substitution,,,121492418.0,True,regular,,,,,False,
10390071,,,,,65,,,26,,,substitution,,,121492400.0,False,regular,,,,,False,
10390071,,,,,62,,,29,,,card,Neymar,False,120580192.0,True,yellowRed,124712.0,Neymar,,,,Simulation
10390071,,,,,61,,,30,,,card,Neymar,False,120580189.0,True,yellow,124712.0,Neymar,,,,Foul
10390071,,1.0,1.0,,51,,,40,,,goal,,,167568951.0,False,ownGoal,155995.0,Marquinhos,owngoal,,,
10390071,,,,,50,,,41,,,card,Marco Verratti,False,120580180.0,True,yellow,126691.0,Marco Verratti,,,,Foul
10390071,,,,,49,,,42,,,card,Gerzino Nyamsi,False,120580177.0,False,yellow,901470.0,Gerzino Nyamsi,,,,Foul
10390071,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
10390071,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,1.0,,
10390071,,1.0,0.0,,14,,,32,,,goal,,,167568630.0,True,regular,155995.0,Marquinhos,,,,
