match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_wonTackle,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_keyPass,stat_clearanceOffLine,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_goals,stat_penaltyMiss,stat_blockedScoringAttempt
10385494,home,Bournemouth,Dominic Solanke,dominic-solanke,D. Solanke,F,19,186,11267,M,Dom_Solanke,361420,EUR,874195200,F,9,9,False,,9.0,6.0,,,3.0,5.0,3.0,4.0,3.0,5.0,,,,,,,,88.0,32.0,6.4,19.0,0.0392,0.0,0.00153898,1,,,,5.0,1.0,12.0,4.0,,,,,2.0,,,,,8.0,4.0,1.0,,4.0,1.0,,1.0,,1.0,,,,,,
10385494,home,Bournemouth,Ryan Christie,ryan-christie,R. Christie,M,10,178,1213,M,,322391,EUR,793411200,M,10,10,True,,10.0,8.0,,,1.0,2.0,7.0,8.0,,3.0,,,,,,,,20.0,16.0,6.5,5.0,0.0233,0.0271,0.00333663,1,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,1.0,,,
10385494,home,Bournemouth,Ryan Fredericks,ryan-fredericks,R. Fredericks,D,,173,116,M,,106920,EUR,718675200,D,2,2,True,,,,,,,,,,2.0,,,,,,,,,10.0,3.0,6.6,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385494,home,Bournemouth,Lewis Cook,lewis-cook,L. Cook,M,4,175,895,M,,548188,EUR,854928000,M,4,4,True,,4.0,4.0,,,3.0,3.0,1.0,1.0,,1.0,,,,,,,,9.0,5.0,6.5,,0.0,0.0,0.00030981,0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385494,home,Bournemouth,Matías Viña,matias-vina,M. Viña,D,18,180,7106,M,matiasv17,875295,EUR,879033600,D,18,18,True,,2.0,,2.0,,,,,2.0,1.0,2.0,,,,,,,,8.0,7.0,6.6,3.0,0.0,0.0,0.0,0,,,,,,1.0,2.0,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,
10385494,home,Bournemouth,Antoine Semenyo,antoine-semenyo,A. Semenyo,M,42,185,84914,M,antoinesemenyo42,934354,EUR,947203200,F,24,24,True,,2.0,2.0,,,2.0,2.0,,,,2.0,,,,,,,,8.0,7.0,6.9,,0.0326,0.0,6.38e-06,1,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,
10385494,home,Bournemouth,Mark Travers,mark-travers,M. Travers,G,12,191,619,M,,856720,EUR,926985600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385494,home,Bournemouth,Chris Mepham,chris-mepham,C. Mepham,D,2,191,391,M,,865740,EUR,878688000,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385494,home,Bournemouth,David Brooks,david-brooks,D. Brooks,M,7,173,1281,M,,855731,EUR,868320000,M,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385494,home,Bournemouth,Kieffer Moore,kieffer-moore,K. Moore,F,19,195,1373,M,,298366,EUR,713232000,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385494,away,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,,34.0,31.0,5.0,2.0,30.0,32.0,1.0,2.0,,7.0,,1.0,,1.0,,,,90.0,40.0,6.4,4.0,0.0,0.0,0.00033873,0,-0.5232,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10385494,away,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,,61.0,45.0,16.0,5.0,24.0,28.0,22.0,40.0,1.0,8.0,,,,,,,,65.0,92.0,7.4,27.0,0.0725,0.0,0.0985896,1,,7.0,1.0,,,3.0,5.0,1.0,4.0,4.0,,,1.0,,,3.0,,1.0,1.0,,1.0,1.0,,1.0,,2.0,,,,,,
10385494,away,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,,115.0,110.0,12.0,8.0,66.0,66.0,44.0,49.0,7.0,10.0,,,,,,,,90.0,133.0,7.1,5.0,0.0626,0.0,0.0189842,1,,,,,2.0,5.0,6.0,3.0,1.0,2.0,,1.0,2.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,
10385494,away,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,True,97.0,84.0,14.0,10.0,52.0,56.0,32.0,41.0,2.0,3.0,,,,,,,,90.0,108.0,7.2,13.0,0.3822,0.049,0.035735,3,,,,1.0,7.0,5.0,11.0,2.0,1.0,4.0,,,2.0,,,3.0,,,,,,,2.0,1.0,,1.0,,,2.0,,,
10385494,away,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,,41.0,33.0,3.0,,17.0,17.0,17.0,30.0,,7.0,,,,,,,,90.0,64.0,7.0,16.0,0.0416,0.1318,0.445111,1,,6.0,1.0,4.0,1.0,4.0,2.0,,1.0,1.0,,,,,,1.0,2.0,,,,,1.0,,,1.0,2.0,,,1.0,,,
10385494,away,Liverpool,Harvey Elliott,harvey-elliott,H. Elliott,M,9,170,21132,M,harvelliott,955245,EUR,1049414400,M,19,19,False,,36.0,31.0,5.0,1.0,13.0,14.0,18.0,23.0,,1.0,,,,,,,,45.0,39.0,6.1,6.0,0.0,0.0,0.0862267,0,,1.0,,1.0,,5.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385494,away,Liverpool,Fabinho,fabinho,Fabinho,M,8,187,9273,M,Fabinho,243585,EUR,751334400,M,3,3,False,,42.0,31.0,3.0,1.0,21.0,22.0,10.0,21.0,,7.0,,,,,,,,65.0,53.0,6.8,12.0,0.0231,0.0,0.00411078,1,,1.0,,3.0,2.0,4.0,6.0,,,2.0,,2.0,1.0,,,2.0,,,,,,,,1.0,,,,,,,,
10385494,away,Liverpool,Stefan Bajčetić,stefan-bajcetic,S. Bajčetić,M,43,185,10262,M,stefanbajcetic,1142636,EUR,1098403200,M,43,43,False,,50.0,39.0,7.0,4.0,22.0,24.0,17.0,26.0,,3.0,,,,,,,,88.0,57.0,6.4,13.0,0.0318,0.0,0.0548192,1,,,,1.0,,5.0,1.0,2.0,1.0,,,,1.0,,,,1.0,2.0,1.0,,,,,1.0,,,,,,,,
10385494,away,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,F,11,11,False,,30.0,23.0,2.0,2.0,6.0,8.0,17.0,24.0,,1.0,,,,,,,,90.0,42.0,6.4,14.0,0.8635,0.0921,0.413717,2,,2.0,,1.0,,4.0,1.0,,,,,,,,,,2.0,2.0,1.0,,2.0,,1.0,1.0,,,,,1.0,,1.0,
10385494,away,Liverpool,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,193,51371,M,CodyGakpo,862967,EUR,926035200,F,18,18,False,,17.0,11.0,,,4.0,4.0,7.0,15.0,,5.0,,,,,,,,90.0,35.0,6.7,13.0,0.0828,0.0,0.0333413,2,,2.0,,1.0,,9.0,5.0,4.0,,2.0,,3.0,1.0,,,1.0,2.0,1.0,,,2.0,,,2.0,1.0,1.0,,,,,,
10385494,away,Liverpool,Darwin Núñez,darwin-nunez,D. Núñez,F,7,188,70760,M,Darwin,924871,EUR,930182400,F,27,27,False,,11.0,8.0,2.0,1.0,2.0,2.0,6.0,9.0,1.0,1.0,,,,,,,,66.0,25.0,6.7,10.0,0.0296,0.1095,0.0232328,1,,,,3.0,1.0,5.0,3.0,,,1.0,,,1.0,,,,4.0,1.0,1.0,,1.0,,,,2.0,,,,1.0,,,
10385494,away,Liverpool,Diogo Jota,diogo-jota,D. Jota,F,,178,31287,M,DiogoJ18,606164,EUR,849657600,F,20,20,True,,13.0,9.0,,,5.0,6.0,4.0,8.0,,4.0,,,,,,,,45.0,26.0,6.4,8.0,0.1586,0.3804,0.00679049,2,,1.0,,1.0,1.0,3.0,3.0,,,1.0,,,,,,1.0,1.0,3.0,1.0,,,,1.0,,,,,,1.0,,,1.0
10385494,away,Liverpool,James Milner,james-milner,J. Milner,M,20,175,3367,M,,791,EUR,505180800,M,7,7,True,,28.0,21.0,1.0,,10.0,12.0,12.0,20.0,,2.0,,,,,,,,25.0,47.0,7.1,14.0,0.0,0.0,0.0723915,0,,4.0,1.0,,,1.0,2.0,1.0,2.0,2.0,,,,,,2.0,1.0,,,,,1.0,,,,1.0,,,,,,
10385494,away,Liverpool,Jordan Henderson,jordan-henderson,J. Henderson,M,6,183,6378,M,jordanhenderson,42694,EUR,645580800,M,14,14,True,,42.0,38.0,6.0,4.0,9.0,10.0,29.0,32.0,,6.0,,,,,,,,25.0,46.0,7.1,4.0,0.0,0.0,0.0215735,0,,,,,,,3.0,,,2.0,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,
10385494,away,Liverpool,Roberto Firmino,roberto-firmino,R. Firmino,M,9,181,31054,M,BobbyFirmino,143697,EUR,686361600,F,9,9,True,,16.0,14.0,,,5.0,6.0,10.0,11.0,,1.0,,,,,,,,24.0,19.0,6.7,2.0,0.0,0.0,0.0635454,0,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10385494,away,Liverpool,Fabio Carvalho,fabio-carvalho,F. Carvalho,F,14,170,4025,M,_fabio.10,991604,EUR,1030665600,M,28,28,True,,4.0,3.0,,,,,3.0,4.0,,,,,,,,,,8.0,4.0,6.5,1.0,0.0,0.0,0.00313563,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10385494,away,Liverpool,Adrián,adrian,Adrián,G,13,190,2131,M,,50539,EUR,536630400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385494,away,Liverpool,Konstantinos Tsimikas,konstantinos-tsimikas,K. Tsimikas,D,12,178,16200,M,TK21,786259,EUR,831859200,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385494,away,Liverpool,Joël Matip,joel-matip,J. Matip,D,,195,3362,M,joelmatip,51501,EUR,681609600,D,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385494,away,Liverpool,Arthur,arthur,Arthur,M,29,172,8988,M,arthurmelo,794927,EUR,839808000,M,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
