match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_duelWon,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_penaltyConceded,stat_errorLeadToAGoal,stat_totalContest,stat_wonContest,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,captain,stat_penaltyWon,stat_goodHighClaim,stat_lastManTackle
10389899,home,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,19.0,16.0,6.0,3.0,15.0,15.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,90.0,26.0,5.5,4.0,0.0,0.0,0.00123782,0,-1.3951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389899,home,Olympique Lyonnais,Malo Gusto,,,gusto-malo,M. Gusto,D,27,179,19313,M,996958,EUR,1053302400,D,27,27,False,35.0,30.0,3.0,1.0,14.0,16.0,19.0,26.0,7.0,3.0,1.0,7.0,,,,,,71.0,62.0,6.1,11.0,0.0,0.0,0.301635,0,,malogst,7.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10389899,home,Olympique Lyonnais,Sinaly Diomandé,,,sinaly-diomande,S. Diomandé,D,20,184,714,M,996951,EUR,986774400,D,2,2,False,76.0,68.0,6.0,2.0,37.0,41.0,31.0,35.0,2.0,,2.0,8.0,1.0,,,,,90.0,87.0,6.4,9.0,0.2675,0.0,0.0204141,2,,,,,6.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10389899,home,Olympique Lyonnais,Dejan Lovren,,,dejan-lovren,D. Lovren,D,6,188,2842,M,39480,EUR,615600000,D,5,5,False,70.0,60.0,5.0,1.0,45.0,47.0,15.0,23.0,4.0,2.0,4.0,2.0,,,,,,90.0,86.0,6.3,11.0,0.1369,0.2759,0.00587336,2,,,,,5.0,1.0,,1.0,2.0,,1.0,1.0,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
10389899,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,17.0,16.0,1.0,1.0,7.0,7.0,9.0,11.0,2.0,,1.0,,1.0,,,,,45.0,25.0,6.4,3.0,0.0556,0.0,0.00833813,1,,tagliafico3,1.0,,1.0,,1.0,,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,
10389899,home,Olympique Lyonnais,Thiago Mendes,,,thiago-mendes,T. Mendes,M,23,176,1626,M,329303,EUR,700617600,M,23,23,False,96.0,87.0,8.0,6.0,29.0,30.0,58.0,66.0,4.0,,1.0,2.0,2.0,,,,,90.0,108.0,6.1,13.0,0.0627,0.4385,0.186176,1,,,,,1.0,2.0,,,1.0,1.0,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,
10389899,home,Olympique Lyonnais,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,24,24,False,36.0,35.0,1.0,,14.0,14.0,21.0,23.0,4.0,4.0,2.0,3.0,2.0,,,,,59.0,50.0,5.4,4.0,0.0238,0.0,0.0221516,1,,,1.0,,4.0,,,2.0,3.0,3.0,,,,,,1.0,,,,,2.0,1.0,1.0,1.0,,,,,,,
10389899,home,Olympique Lyonnais,Rayan Cherki,,,cherki-rayan,R. Cherki,M,10,176,76914,M,979128,EUR,1061078400,M,18,18,False,57.0,44.0,5.0,3.0,5.0,5.0,40.0,53.0,5.0,1.0,,5.0,2.0,,,,,90.0,80.0,7.1,19.0,0.2144,0.1244,0.364638,3,,rayan_cherki,1.0,1.0,9.0,2.0,,1.0,1.0,1.0,1.0,,,,,,2.0,1.0,,,,9.0,7.0,2.0,,,,,,,
10389899,home,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,66.0,64.0,2.0,2.0,14.0,15.0,54.0,56.0,5.0,3.0,1.0,8.0,1.0,,,,,90.0,85.0,7.9,6.0,0.0,0.0,1.40955,0,,,5.0,4.0,5.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,,4.0,2.0,5.0,1.0,2.0,,,,,
10389899,home,Olympique Lyonnais,Bradley Barcola,,,barcola-bradley,B. Barcola,F,29,182,37510,M,996952,EUR,1030924800,M,26,26,False,27.0,21.0,,,3.0,4.0,18.0,23.0,5.0,,1.0,1.0,2.0,,,,,90.0,38.0,7.8,13.0,0.0,0.0,1.7716,0,,bradley_b,,,3.0,1.0,,,2.0,,1.0,,1.0,,,,,,,,,3.0,,3.0,3.0,3.0,1.0,,,,
