match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,captain,stat_dispossessed,stat_hitWoodwork,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalContest,stat_challengeLost,stat_bigChanceCreated,stat_wasFouled,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
12436474,home,Liverpool,Alisson,alisson,Alisson,G,1,193.0,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,13.0,12.0,2.0,1.0,0.0,10.0,10.0,2.0,3.0,1.0,5.0,90.0,18.0,6.3,1.0,0.00040584,0,-0.1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436474,home,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180.0,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,77.0,67.0,11.0,9.0,0.0,21.0,22.0,50.0,72.0,1.0,4.0,90.0,111.0,8.2,24.0,0.464068,3,,17.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.1048,3.0,,,,,,,,,,,,,,,,,,,,,,
12436474,home,Liverpool,Joe Gomez,joe-gomez,J. Gomez,D,2,188.0,14125,M,joegomez5,318927,EUR,864345600,D,2,2,False,97.0,90.0,3.0,2.0,0.0,39.0,39.0,52.0,59.0,3.0,6.0,90.0,108.0,7.3,8.0,0.0496072,0,,1.0,1.0,2.0,4.0,,,1.0,2.0,2.0,1.0,,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,
12436474,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195.0,98613,M,VvD,151545,EUR,678931200,D,4,4,False,108.0,103.0,4.0,1.0,0.0,50.0,50.0,53.0,58.0,3.0,3.0,90.0,118.0,7.3,5.0,0.0251432,0,,,,2.0,7.0,,,2.0,3.0,2.0,,,,,,2.0,4.0,True,,,,,,,,,,,,,,,,,
12436474,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178.0,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,89.0,83.0,7.0,6.0,0.0,33.0,33.0,51.0,68.0,1.0,10.0,86.0,114.0,7.6,19.0,0.252606,1,,12.0,1.0,2.0,1.0,1.0,,,,,,0.035,2.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12436474,home,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190.0,31083,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,51.0,49.0,3.0,2.0,0.0,5.0,5.0,44.0,46.0,,4.0,87.0,64.0,6.9,8.0,0.293984,0,,,,6.0,2.0,,,2.0,2.0,,1.0,,2.0,,,1.0,,,2.0,,,1.0,2.0,,,,,,,,,,,,
12436474,home,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176.0,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,49.0,44.0,1.0,,2.0,8.0,10.0,36.0,43.0,,5.0,89.0,70.0,8.1,10.0,0.556084,1,,4.0,,9.0,8.0,,1.0,1.0,5.0,1.0,5.0,0.0228,2.0,,,3.0,1.0,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,
12436474,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175.0,565083,M,MoSalah,159665,EUR,708566400,M,11,11,False,38.0,32.0,,,0.0,2.0,2.0,32.0,41.0,,1.0,90.0,57.0,8.7,13.0,0.402482,5,,5.0,2.0,2.0,2.0,1.0,1.0,,,,,0.6331,2.0,,,1.0,,,,1.0,,2.0,3.0,,,,2.0,3.0,1.0,0.8865,,,,,
12436474,home,Liverpool,Curtis Jones,curtis-jones,C. Jones,M,17,185.0,17569,M,curtisjones,927353,EUR,980812800,M,17,17,False,39.0,36.0,,,0.0,7.0,7.0,29.0,33.0,,1.0,77.0,53.0,7.5,9.0,0.0954629,2,,1.0,,3.0,3.0,,1.0,,3.0,1.0,,0.7621,1.0,,,,,,3.0,,,2.0,,,,,,1.0,1.0,0.9221,,,,,
12436474,home,Liverpool,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,193.0,51371,M,CodyGakpo,862967,EUR,926035200,M,18,18,False,24.0,22.0,1.0,1.0,1.0,1.0,1.0,23.0,30.0,,3.0,90.0,50.0,8.9,11.0,0.625259,3,,7.0,2.0,8.0,8.0,1.0,,,1.0,1.0,2.0,0.1057,2.0,,,5.0,1.0,,1.0,,,3.0,3.0,,,3.0,3.0,2.0,1.0,0.4116,,,,,
