match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,player_sofascoreId,stat_aerialWon,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_outfielderBlock,stat_challengeLost,stat_errorLeadToAShot,stat_fouls,stat_goals,stat_blockedScoringAttempt,captain,stat_goodHighClaim,stat_punches
14771917,home,Al-Ittihad,Karim Benzema,karim-benzema,K. Benzema,F,90,184.0,194410,M,3306,EUR,566870400,F,9,9,False,27.0,20.0,2.0,1.0,0.0,3.0,4.0,17.0,23.0,,2.0,,,,,88.0,44.0,6.6,12.0,0.0492082,77.640958803981,10.0,-16.38,11.025,,6,,-0.3,0.39,-0.02,,1.0,,2.0,3.0,4.0,,4.0,3.0,,1.0,3.0,,,,,1.0,1.0,,0.4812,11.278963826522,1.0,1.0,0.07,KBenz9,,3.0,0.7186,,,,,,,,,True,,
14771917,home,Al-Ittihad,Abdulaziz Al-Bishi,abdulaziz-al-bishi,A. Al-Bishi,M,22,172.0,241,M,791417,EUR,763344000,F,22,22,True,4.0,4.0,,,0.0,3.0,3.0,1.0,1.0,,1.0,,,,,8.0,6.0,6.6,,0.00031339,3.774,1.0,3.57,3.57,,0,,0.03,0.02,-0.04,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,
14771917,home,Al-Ittihad,Hamed Al-Ghamdi,hamed-al-ghamdi,H. Al-Ghamdi,M,80,162.0,225,M,985140,EUR,923011200,M,80,80,True,4.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,8.0,6.0,6.6,1.0,0.00045422,7.2485013725654,2.0,2.835,1.785,,0,,0.03,0.01,-0.03,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
14771917,home,Al-Ittihad,Saleh Al-Shehri,saleh-al-shehri,S. Al-Shehri,F,11,184.0,1112,M,818779,EUR,752112000,F,11,11,True,,,,,0.0,,,,,,,,,,,8.0,,6.4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771917,home,Al-Ittihad,Ahmed Sharahili,ahmed-sharahili,A. Sharahili,D,20,184.0,296,M,794331,EUR,768355200,D,20,20,True,6.0,5.0,1.0,,0.0,4.0,4.0,1.0,2.0,,,,,,,1.0,6.0,,1.0,0.0002852,26.70002788149,2.0,20.16,15.96,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771917,home,Al-Ittihad,Ahmed Al-Julaydan,al-julaydan-ahmed,A. Al-Jelidan,D,32,170.0,199,M,1475443,EUR,1078704000,D,32,32,True,3.0,3.0,1.0,1.0,0.0,3.0,3.0,,0.0,,1.0,,,,,1.0,6.0,,2.0,4.873e-05,11.864814585842,2.0,11.76,8.295,,0,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771917,home,Al-Ittihad,Mohammed Al-Absi,mohammed-al-absi,M. Al-Absi,G,50,180.0,125,M,1168640,EUR,1032825600,G,50,50,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammed Alabsi,,,,,,,,,,
14771917,home,Al-Ittihad,Mohammed Ali Barnawi,barnawi-mohammed-ali,M. A. Barnawi,D,66,179.0,198,M,1475444,EUR,1123372800,D,66,66,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771917,home,Al-Ittihad,Awad Al-Nashri,awad-al-nashri,A. Al-Nashri,M,14,176.0,241,M,1048371,EUR,1016150400,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Awad Al Nashri,,,,,,,,,,
14771917,home,Al-Ittihad,Mohammed Fallatah,mohammed-fallatah,M. Fallatah,M,41,184.0,107,M,1916738,EUR,1184284800,M,41,41,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammed Fallatah,,,,,,,,,,
14771917,away,Al-Shabab,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400,G,43,43,False,25.0,13.0,19.0,7.0,0.0,11.0,15.0,2.0,10.0,3.0,12.0,3.0,5.0,,,90.0,42.0,8.0,12.0,0.00027002,16.29036892532,3.0,6.93,3.78,1.3064,0,1.0194,0.01,-0.01,-0.42,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,2.0
14771917,away,Al-Shabab,Nawaf Al Ghulaimish,nawaf-al-ghulaimish,N. A. Ghulaimish,D,66,178.0,46,M,1630170,EUR,1114992000,D,66,66,False,7.0,6.0,,,0.0,4.0,4.0,2.0,3.0,2.0,1.0,,,,,39.0,12.0,6.3,2.0,0.00193629,8.8484914546322,2.0,2.415,4.515,,0,,0.0,0.0,-0.17,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,Nawaf Al Ghulaimish,,,,,,,,,,
14771917,away,Al-Shabab,Mohammed Al Shwirekh,mohammed-al-shwirekh,M. A. Shwirekh,D,2,179.0,63,M,1519331,EUR,883612800,D,2,2,False,20.0,14.0,3.0,1.0,0.0,8.0,9.0,6.0,11.0,9.0,1.0,,,,,90.0,34.0,6.7,7.0,0.00157084,21.274672591405,2.0,-10.395,1.155,,1,,-0.08,-0.03,-0.01,,,,2.0,5.0,4.0,,1.0,,,,,,1.0,1.0,1.0,,,,0.0233,,,,0.2,,3.0,1.0,0.3706,Mohammed Al Shwirekh,,,,,2.0,,,,,
14771917,away,Al-Shabab,Wesley Hoedt,wesley-hoedt,W. Hoedt,D,4,188.0,354,M,336813,EUR,762912000,D,4,4,False,39.0,32.0,9.0,3.0,0.0,22.0,24.0,10.0,15.0,7.0,2.0,,,,,90.0,49.0,6.3,7.0,0.0044873,48.16318834449,8.0,14.175,12.075,,0,,0.16,0.01,-0.22,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,
14771917,away,Al-Shabab,Saad Yaslam Balobaid,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168.0,155,M,1066588,EUR,948931200,D,31,31,False,33.0,28.0,3.0,,0.0,16.0,17.0,12.0,16.0,2.0,3.0,,,,,90.0,60.0,6.6,12.0,0.094461,85.766377719396,12.0,72.03,24.885,,0,,0.09,0.04,-0.31,,,,,5.0,7.0,,3.0,1.0,,,,,1.0,5.0,2.0,3.0,1.0,,,26.044329152428,1.0,1.0,,,,,,Saad Yaslam Balobaid,,,3.0,,,,,,,
14771917,away,Al-Shabab,Faisal Al-Sibyani,faisal-al-sibyani,F. Al-Sibyani,M,6,172.0,54,M,1217924,EUR,1057536000,M,6,6,False,21.0,12.0,3.0,2.0,0.0,9.0,13.0,3.0,8.0,2.0,4.0,,,,,76.0,32.0,6.8,10.0,0.00244949,27.649085650119,5.0,9.24,6.72,,0,,-0.17,0.03,-0.07,,,,1.0,3.0,6.0,,,,,,,,1.0,2.0,2.0,1.0,3.0,,,,,,,,2.0,,,,,,2.0,,,,,,,
14771917,away,Al-Shabab,Ali Makki,ali-makki,A. Makki,D,5,174.0,20,M,1399144,EUR,924566400,M,5,5,False,13.0,11.0,2.0,1.0,0.0,9.0,10.0,2.0,3.0,3.0,,,,,,85.0,23.0,7.1,3.0,0.00049933,8.3656733702503,2.0,-0.94500000000001,0.735,,0,,-0.03,0.04,0.28,,,,,3.0,6.0,,,,,,,,,5.0,3.0,1.0,,,,,,,,,1.0,,,Ali Makki,,1.0,2.0,,1.0,,,,,
14771917,away,Al-Shabab,Yacine Adli,yacine-adli,Y. Adli,M,29,187.0,3775,M,859024,EUR,964828800,M,29,29,False,44.0,34.0,4.0,1.0,0.0,15.0,19.0,19.0,25.0,,7.0,,,,,90.0,55.0,6.8,11.0,0.0782757,171.35861984511,18.0,5.88,21.525,,0,,0.17,0.11,-0.18,,2.0,1.0,,1.0,5.0,,4.0,4.0,,,,,1.0,,,,1.0,,,27.136105118458,1.0,1.0,,adliyacine,,,,,,,1.0,,,,,,,
14771917,away,Al-Shabab,Josh Brownhill,josh-brownhill,J. Brownhill,M,8,179.0,822,M,358394,EUR,819331200,F,8,8,False,31.0,25.0,3.0,1.0,0.0,16.0,18.0,9.0,13.0,3.0,3.0,,,,,90.0,48.0,6.9,8.0,0.00340257,32.357830415392,6.0,15.225,9.45,,1,,-0.1,0.08,0.27,,,,4.0,5.0,6.0,,,,1.0,,,,3.0,,,2.0,3.0,,0.0429,,,1.0,-0.16,,3.0,1.0,0.0412,,,,1.0,,,,,,,
14771917,away,Al-Shabab,Abdullah Matuq,abdullah-matuq,A. Matuq,M,37,172.0,40,M,2031044,EUR,1049241600,F,37,37,False,7.0,5.0,,,0.0,2.0,3.0,3.0,4.0,,4.0,,,,,45.0,21.0,7.1,7.0,0.00089878,42.391607273337,5.0,25.305,15.855,,2,,-0.05,0.48,0.14,,,,1.0,4.0,4.0,,1.0,1.0,,1.0,1.0,,,2.0,,5.0,1.0,,0.5285,,,,0.14,,,1.0,0.6362,Abdullah Matuq,,,1.0,,2.0,,,,,
14771917,away,Al-Shabab,Unai Hernández,unai-hernandez,U. Hernández,M,7,171.0,2275,M,1170547,EUR,1102982400,F,7,7,False,24.0,21.0,3.0,1.0,0.0,9.0,11.0,12.0,13.0,2.0,2.0,,,,,90.0,41.0,6.8,9.0,0.0557065,73.487305660215,8.0,40.845,18.9,,1,,0.1,-0.01,0.23,,1.0,1.0,,3.0,4.0,2.0,,,,,,,,3.0,3.0,3.0,1.0,,0.1021,18.976301009417,1.0,1.0,-0.33,,,,,Unai Hernandez,,,,,1.0,,1.0,,,
14771917,away,Al-Shabab,Nawaf Al Sadi,nawaf-alsadi,N. A. Sadi,M,18,172.0,64,M,1115888,EUR,972086400,M,21,21,True,13.0,12.0,,,0.0,1.0,1.0,11.0,12.0,,4.0,,,,,51.0,28.0,7.1,6.0,0.155115,103.01928298263,11.0,42.105,10.395,,0,,0.26,0.13,-0.1,,1.0,1.0,1.0,4.0,7.0,,4.0,3.0,1.0,,,,,2.0,2.0,4.0,2.0,,,,,1.0,,,,,,Nawaf Alsadi,,,2.0,,,,,,,
14771917,away,Al-Shabab,Majed Abdullah,majed-abdullah,M. Abdullah,F,19,186.0,45,M,1847479,EUR,1139788800,F,19,19,True,5.0,4.0,,,0.0,1.0,2.0,3.0,3.0,3.0,,,,,,45.0,11.0,6.5,3.0,0.00069826,11.482238501268,1.0,-1.155,-1.155,,1,,-0.04,0.0,0.18,,,,1.0,3.0,1.0,,,,,1.0,,,,,,2.0,,,0.2333,,,,0.08,,1.0,1.0,0.6836,,,,,,2.0,,,,,
14771917,away,Al-Shabab,Vincent Sierro,vincent-sierro,V. Sierro,M,14,184.0,459,M,794412,EUR,813110400,M,14,14,True,9.0,8.0,,,0.0,2.0,2.0,6.0,7.0,,,,,,,14.0,14.0,6.3,3.0,0.00334722,7.4446802483384,1.0,7.14,7.14,,0,,0.02,-0.04,-0.1,,,,,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
14771917,away,Al-Shabab,Hussain Al-Sebyani,hussain-alsebyani,H. Alsebyani,M,16,168.0,15,M,1152012,EUR,993340800,D,16,16,True,3.0,2.0,,,0.0,,,2.0,3.0,,1.0,,,,,11.0,6.0,6.3,3.0,0.00150108,,,,,,0,,-0.11,,-0.18,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,Hussain Alsebyani,,,,,,,,,,
14771917,away,Al-Shabab,Mohammed Al-Otaibi,mohammed-al-otaibi,M. Al-Otaibi,G,60,176.0,5,M,2333049,EUR,1184630400,G,60,60,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammed Al-Otaibi,,,,,,,,,,
14771917,away,Al-Shabab,Abdulaziz Rahma,abdulaziz-rahma,A. Rahma,G,23,,20,M,1429802,EUR,1017964800,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdulaziz Rahma,,,,,,,,,,
14771917,away,Al-Shabab,Sultan Al Anzi,sultan,Sultan,D,34,,11,M,2234431,EUR,1060214400,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sultan,,,,,,,,,,
