match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,player_id,player_name,description,reason,playerName,rescinded,from,confirmed
11407353,FT,2.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,,
11407353,,,,,90,,,1,,,substitution,121971887.0,False,True,regular,,,,,,,,,
11407353,,,,,90,0.0,,1,,,injuryTime,,,,,6.0,,,,,,,,
11407353,,,,,84,,,7,,,substitution,121971862.0,False,True,regular,,,,,,,,,
11407353,,,,,84,,,7,,,substitution,121971863.0,False,True,regular,,,,,,,,,
11407353,,,,,83,,,8,,,substitution,121971861.0,False,True,regular,,,,,,,,,
11407353,,,,,76,,,15,,,substitution,121971790.0,False,False,regular,,,,,,,,,
11407353,,,,,69,,,22,,,substitution,121971741.0,False,False,regular,,,,,,,,,
11407353,,2.0,0.0,,64,,,27,,,goal,171656588.0,,True,regular,,153257.0,Giovanni Di Lorenzo,,,,,,
11407353,,,,,61,,,30,,,substitution,121971692.0,False,True,regular,,,,,,,,,
11407353,,,,,61,,,30,,,substitution,121971695.0,False,False,regular,,,,,,,,,
11407353,,,,,61,,,30,,,substitution,121971693.0,False,False,regular,,,,,,,,,
11407353,,,,,61,,,30,,,substitution,121971694.0,False,False,regular,,,,,,,,,
11407353,,,,,60,,,31,,,inGamePenalty,118431787.0,,True,missed,,865651.0,Giacomo Raspadori,Woodwork,woodwork,,,,
11407353,,,,,51,,,40,,,card,120870328.0,,False,red,,352802.0,Maxime López,,Argument,Maxime López,False,,
11407353,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,,
11407353,,,,,45,0.0,,1,,,injuryTime,,,,,6.0,,,,,,,,
11407353,,,,,29,,,17,,,card,120870181.0,,False,yellow,,914487.0,Ruan,,Foul,Ruan,False,,
11407353,,1.0,0.0,,16,,,30,,,goal,171654753.0,,True,penalty,,822471.0,Victor Osimhen,,,,,penalty,
11407353,,,,,15,,,31,,,varDecision,19819.0,,True,penaltyNotAwarded,,235672.0,Matteo Politano,,,,,,False
