match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_errorLeadToAGoal,stat_wasFouled,stat_goals,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId
12530828,home,Göztepe,Mateusz Lis,mateusz-lis,M. Lis,G,1,192.0,577,M,798375,EUR,857001600,G,97,97,False,True,17.0,8.0,13.0,4.0,0.0,4.0,4.0,4.0,13.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,90.0,27.0,7.2,10.0,0.00653973,0,0.7596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530828,home,Göztepe,Taha Altıkardeş,taha-altikardes,T. Altıkardeş,D,4,188.0,271,M,1101279,EUR,1061510400,D,4,4,False,,35.0,28.0,8.0,3.0,0.0,16.0,17.0,13.0,19.0,4.0,2.0,,,,,,90.0,50.0,7.3,8.0,0.0455981,2,,,,1.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,0.1415,1.0,,,,,,,,,,,,,,,,
12530828,home,Göztepe,Héliton,heliton,Héliton,D,5,196.0,324,M,922725,EUR,816220800,D,5,5,False,,34.0,30.0,5.0,3.0,0.0,17.0,19.0,13.0,15.0,6.0,1.0,1.0,,,,,90.0,51.0,7.7,5.0,0.0527739,4,,,,,,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1064,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.6069,,,,,,,,,
12530828,home,Göztepe,Malcom Bokele,malcom-bokele,M. Bokele,D,26,193.0,545,M,1122632,EUR,950313600,D,26,26,False,,44.0,33.0,8.0,4.0,0.0,16.0,17.0,17.0,27.0,3.0,3.0,2.0,,,,,90.0,59.0,6.4,14.0,0.0793296,1,,,,,,3.0,4.0,4.0,1.0,1.0,2.0,1.0,,2.0,0.0764,,1.0,1.0,,,,,,1.0,1.0,,,,,,,
12530828,home,Göztepe,Ogün Bayrak,ogun-bayrak,O. Bayrak,M,77,175.0,45,M,903999,EUR,907977600,M,77,77,False,,19.0,17.0,3.0,3.0,0.0,6.0,6.0,11.0,16.0,2.0,5.0,1.0,,,,,76.0,38.0,6.4,11.0,0.0335693,1,,,,3.0,,,4.0,2.0,1.0,,1.0,1.0,1.0,2.0,0.0212,,,,2.0,1.0,,,,1.0,,,,,,,,
12530828,home,Göztepe,Anthony Junior Dennis,dennis-anthony-junior,A. J. Dennis,M,30,180.0,461,M,1484438,EUR,1087776000,M,16,16,False,,33.0,28.0,4.0,3.0,0.0,14.0,14.0,14.0,19.0,1.0,10.0,1.0,,,,,90.0,42.0,6.9,7.0,0.109389,1,,,,,,2.0,4.0,5.0,1.0,,1.0,1.0,,1.0,0.0161,1.0,,3.0,1.0,1.0,,,,1.0,,1.0,,,,,,
12530828,home,Göztepe,Victor Hugo,victor-hugo,V. Hugo,M,30,184.0,3548,M,1170954,EUR,1084233600,M,6,6,False,,27.0,22.0,2.0,,0.0,9.0,10.0,13.0,17.0,1.0,4.0,2.0,,,,,82.0,37.0,6.6,8.0,0.010619,2,,,,,,,1.0,2.0,,,,1.0,,,0.0959,,,,,,,2.0,,1.0,,1.0,,,,,,
12530828,home,Göztepe,Djalma,djalma-silva,Djalma,M,,180.0,97,M,973933,EUR,779932800,M,66,66,False,,20.0,12.0,6.0,2.0,1.0,5.0,6.0,8.0,19.0,2.0,4.0,3.0,,,,,82.0,60.0,7.6,25.0,0.0861188,1,,,,5.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,,0.0196,2.0,,2.0,3.0,1.0,,,,1.0,,,,,,,,
12530828,home,Göztepe,David Tijanič,david-tijanic,D. Tijanič,F,43,174.0,389,M,827369,EUR,869011200,F,43,43,False,,19.0,17.0,,,0.0,3.0,3.0,17.0,21.0,,1.0,3.0,,,,,63.0,37.0,7.8,11.0,0.44751,1,,,,5.0,3.0,,9.0,3.0,,,,1.0,,2.0,0.1448,5.0,1.0,2.0,2.0,1.0,1.0,,0.2818,3.0,,1.0,1.0,,,,,
12530828,home,Göztepe,Rômulo,romulo,Rômulo,F,40,193.0,3722,M,1133743,EUR,1013126400,F,79,79,False,,24.0,22.0,1.0,1.0,1.0,3.0,3.0,19.0,21.0,,2.0,,,,,,90.0,38.0,9.6,4.0,0.518644,8,,Rômulo,,,,3.0,5.0,4.0,5.0,,,,,1.0,0.4411,3.0,2.0,,2.0,1.0,2.0,1.0,0.4358,1.0,,,1.0,3.0,1.0,2.0,,
